,date,1,2,3,4,5,6,7,8,>9,>7,semo,bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
20,20200306,5.549320896201818,4.509320091113504,1.9041643407390865,1.6270874758921763,1.5992656277986743,1.283491066790143,1.2663230240549828,1.2598665925514174,2046,218,21.076121278467646,14.354066902942941,3.065130359221413,129.0,6.314804083520235,-5.175963574511904,0.9469043722089112,-310.5414910502868,58-90%
21,20200309,4.615194750466559,4.185904480275997,1.9035431772400457,1.3375012932499741,1.3028080875742565,1.207920792079208,1.1618185017457097,1.1574739767872257,1168,332,18.002050706834154,14.359795311998306,3.98501236405446,85.0,6.658957995526923,-4.256077606062516,1.3063476350382395,-198.7936789561838,>90%
22,20200310,4.170833561343986,3.7574183077780194,1.456064174271416,1.4210526315789473,1.375837285258244,1.3431821932433206,1.277972272790926,1.2240702858879398,1566,212,18.23369380930316,14.365523721053671,3.9076924683447642,88.0,5.332827333532705,-11.001138607576763,1.381227006684639,-179.27449419605182,>90%
23,20200311,3.2303162947441724,2.908886259184853,1.6384364820846904,1.5629336673185628,1.5389293162031703,1.4304382699916185,1.313602437592598,1.1221374045801524,1227,363,16.517865182562506,14.69877453972654,3.7073952042023426,97.0,4.107802731723956,-20.17920593608642,1.5232624062357911,-154.58711291619306,>90%
24,20200312,3.2306420431420433,2.6550709847825433,1.91473627724212,1.4225193898285684,1.4059405940594063,1.3381018639301967,1.2424266217121218,1.1514195583596214,1112,434,15.585554453089827,15.032025358399407,3.2576109509527824,116.0,2.969088673185909,-47.16292665538928,1.6167207122802518,-139.40767726655469,58-90%
25,20200313,2.608636782890866,2.1420989439790437,1.6072068786363838,1.5681063122923593,1.4223507144761918,1.1147336708780897,1.0314752354694696,1.016473780386511,987,602,14.534752440727846,14.783388899563626,2.5660641020599977,152.0,1.789736817249766,-123.04058398996375,1.6256248149807326,-138.02346834111205,58-90%
26,20200316,1.9521824423737124,1.7044518849206352,1.4653541097309182,1.422503813905084,1.3576235513520714,1.2597402597402598,1.1207808581183851,0.9965635738831613,505,1406,10.588659397704285,14.534752440727846,1.7097461968909773,204.0,0.34855281901663127,-1149.4712575021986,1.576636423882752,-146.14869990676613,58-90%
27,20200317,1.7435942074523534,1.6374646765271765,1.4146788813076596,1.1496815286624202,1.0882502327943793,1.0805204388576581,1.064473995398938,0.8914672156294323,427,1672,10.60100114972013,14.45013808089076,0.39131315576426984,393.0,-1.5739874000008176,392.9980553844837,0.9586393193163953,-303.5983970365673,58-90%
28,20200318,1.6785675907141533,1.5484915103425778,1.4034814450456357,1.3229553107699332,1.2012779552715656,1.0645370940471652,1.036775711978572,0.9929418619950754,350,1885,10.415696786682847,14.365523721053671,-0.9278926452902131,552.0,-3.3148129056175666,247.16773954787504,0.31643368621720047,-1149.3200065436458,42-58%
29,20200319,1.5055544673587598,1.3798070586571254,1.3672321737192745,1.3259493670886076,1.1921392455029038,1.18917391479861,0.8892700029936622,0.8175182481751824,334,2074,10.786647140898832,14.359795311998306,-1.8041642592309557,655.0,-3.933411346777642,221.92782152365237,-0.09767511994934762,4249.779015733083,10-42%
30,20200320,1.4078620158966997,1.331505531505531,1.1306950066181973,1.10410094637224,1.0591669537919683,0.9073790228108656,0.8261494252873565,0.7682768256634738,352,1989,10.449629118012128,14.354066902942941,-2.4089485368675727,726.0,-3.8022401247244977,227.44545629857774,-0.6079096474823873,826.7806107848359,10-42%
31,20200323,1.9982443946457034,1.375697825228849,0.9948129662777481,0.9169329073482428,0.9166674405574493,0.6924398625429553,0.6847395789528636,0.61978239046663,236,2516,8.31227428209799,14.229894917333194,-2.892790977522331,774.0,-3.4628461356169966,241.55356991816768,-1.0839045722160383,530.5669145729863,10-42%
32,20200324,1.8382022839210217,1.222225478130067,0.8491803278688526,0.8460144537391125,0.7997458670648956,0.7211715754262871,0.5933044370936467,0.5610328638497655,299,2143,8.361899285369683,14.105722931723449,-3.5026194223265166,838.0,-4.130811066546096,215.96988985809156,-1.6096038278911389,401.0984520792002,10-42%
33,20200325,1.913702451503426,1.7087800264425814,1.038468430798638,0.9509057380133981,0.8918988823697573,0.8782051282051282,0.8559073378861455,0.644033958391641,389,1779,11.829309013295076,13.744327304375066,-4.1222579294921315,885.0,-5.021048312310846,185.82196192470113,-2.1356801982341715,332.04207295856537,<10%
34,20200326,1.5605641043616436,1.546692300419175,1.1737520176663399,0.9648020190643742,0.8506175685019726,0.784944182363291,0.6122448979591837,0.5765558056786,307,1941,8.913180719921401,13.382931677026681,-3.79833076929217,858.0,-3.7933922331038485,227.44639605252334,-2.22760849613484,322.8698443842706,10-42%
35,20200327,1.3008303601766902,1.2514940402121946,1.2494388715733935,0.9074243388205154,0.8742703253511899,0.5996015936254979,0.5862988829402938,0.5692335215075135,503,1157,8.302405346546857,12.932178113879662,-4.001563808194685,876.0,-3.5317126499363423,238.27864723510407,-2.580876925297775,293.9236929470299,<10%
36,20200330,1.3585406907180957,1.0772157521679513,1.0452884529515076,0.9362237226975754,0.9074435119679172,0.6265709156193895,0.61328125,0.58843537414966,275,2090,8.0513964665962,12.48142455073264,-4.446783523223807,902.0,-4.4889259661761,202.38447522004336,-2.9255280599272866,267.96035177301,<10%
37,20200331,1.0790117898646558,1.045457313154138,1.0216759257995385,0.8500864649443904,0.6479586862045912,0.5816206206818242,0.571917808219178,0.5468451242829826,274,2281,8.280593306225775,12.441581389194743,-4.777510329994822,921.0,-5.2274653819305605,180.0542703994579,-3.2212431235451,253.0765955431403,<10%
38,20200401,0.9043145347416437,0.8802406993441341,0.7620851992191986,0.7160975693816185,0.7021337739780156,0.6666666666666667,0.5248226950354611,0.5231181558091353,198,2583,6.745377676310667,12.401738227656846,-4.8298878512820345,925.0,-5.246343973367054,179.7911743419295,-3.567976024978801,236.42759091409278,<10%
39,20200402,0.9044121277961581,0.8292375498756241,0.7868525896414345,0.6663032752745703,0.6554481597585047,0.5872919042693332,0.5819397993311037,0.5440682389013927,157,2636,8.800137207466346,12.310579593362549,-5.285412399892012,937.0,-5.67769720303872,167.96910139776872,-4.024889686884626,222.37252678089132,<10%
