,date,1,2,3,4,5,6,7,8,>9,>7,semo,bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
20,20200306,5.549320896201818,4.509320091113504,1.9041643407390865,1.6270874758921765,1.5992656277986743,1.283491066790143,1.2663230240549828,1.2598665925514174,2046,218,23.43088318322955,13.26694723747989,7.29874939246157,0.9908814589665653,22.275668947654687,0.9989868287740629,15.763217382265672,0.9361702127659575,>90%
21,20200309,4.615194750466559,4.185904480275997,1.9035431772400453,1.337501293249974,1.3028080875742565,1.207920792079208,1.1618185017457097,1.1574739767872255,1167,332,18.83841434319779,13.413085681016517,7.61508268912646,0.9918946301925026,21.189567154915792,0.9949341438703141,16.154561882267394,0.9635258358662614,>90%
22,20200310,4.170833561343986,3.757418307778019,1.456064174271416,1.4210526315789471,1.375837285258244,1.3431821932433206,1.277972272790926,1.2240702858879398,1565,212,16.95760685278142,13.55922412455314,7.116619392555453,0.9888551165146909,18.727941485775595,0.9817629179331308,16.302041411586266,0.9726443768996961,>90%
23,20200311,3.2303162947441724,2.908886259184853,1.6384364820846904,1.5629336673185628,1.5389293162031703,1.4304382699916185,1.313602437592598,1.1221374045801524,1225,363,18.76786518256251,13.577998922803406,6.985999954354384,0.9868287740628167,18.00908776650084,0.9696048632218845,16.648157152662023,0.9787234042553191,>90%
24,20200312,3.230642043142044,2.655070984782544,1.91473627724212,1.4225193898285684,1.4059405940594063,1.3381018639301967,1.2424266217121218,1.1514195583596214,1110,434,16.381554453089826,13.596773721053673,6.564439017661744,0.9858156028368794,17.482144373069456,0.9635258358662614,16.9940981060924,0.9817629179331308,>90%
25,20200313,2.608636782890866,2.142098943979044,1.6072068786363838,1.5681063122923593,1.4223507144761918,1.1147336708780895,1.0314752354694696,1.016473780386511,985,602,15.646290902266308,13.75749832638856,5.880210324826805,0.9797365754812564,16.427014053410733,0.9432624113475178,17.270135604185857,0.9858156028368794,>90%
26,20200316,1.9521824423737124,1.7044518849206352,1.4653541097309182,1.422503813905084,1.3576235513520714,1.2597402597402598,1.1207808581183851,0.9965635738831612,504,1404,15.88495569400058,13.918222931723449,5.459884937664029,0.9726443768996961,15.858012971376903,0.9209726443768997,17.425032217787823,0.9868287740628167,>90%
27,20200317,1.7435942074523534,1.6374646765271763,1.4146788813076596,1.1496815286624202,1.0882502327943793,1.080520438857658,1.064473995398938,0.8914672156294323,426,1673,14.02600114972013,13.97211204072179,4.747693683660856,0.9523809523809523,15.05910029392125,0.8591691995947315,17.12634332859505,0.9848024316109423,>90%
28,20200318,1.6785675907141533,1.5484915103425778,1.4034814450456357,1.3229553107699332,1.2012779552715656,1.0645370940471652,1.036775711978572,0.9929418619950754,349,1883,12.963972648751811,13.918222931723449,3.8633836476894494,0.9138804457953394,13.853482218450663,0.7446808510638299,16.77320244230631,0.9807497467071935,>90%
29,20200319,1.5055544673587598,1.3798070586571254,1.3672321737192743,1.3259493670886076,1.1921392455029038,1.18917391479861,0.8892700029936622,0.8175182481751824,333,2073,13.9433138075655,13.930768369644474,3.4182819773109596,0.8875379939209727,13.539496916392878,0.7173252279635258,16.48273364166863,0.9766970618034447,58-90%
30,20200320,1.4078620158966997,1.331505531505531,1.130695006618197,1.10410094637224,1.0591669537919683,0.9073790228108656,0.8261494252873565,0.7682768256634738,351,1988,13.314145247044388,13.918222931723449,2.921595822528394,0.8439716312056738,13.529015995521975,0.7163120567375887,16.028778379803324,0.9574468085106383,58-90%
