,date,amount,上涨数,涨幅>2%,涨幅中位,涨幅均值,新高,新低,>MA20,index
0,20171229,3656.40049203,0.7153846153846154,0.1643076923076923,0.6090143018218419,0.7651822993413787,57,71,0.471076923076923,1000.0
1,20180102,4452.3372426,0.7742233159027991,0.1774838511227314,0.7357102433503071,1.0244725938502062,91,20,0.5921254998462012,1006.870983005816
2,20180103,5313.629165290001,0.7045105860693465,0.1644676281067812,0.6216006216006154,0.8864688902792431,65,21,0.6980668916845658,1015.7323681236264
3,20180104,4961.04029126,0.408044212465459,0.1086889775867362,-0.1798561151079125,0.1465203340046825,86,28,0.684679152594412,1023.3913432066104
4,20180105,4987.39888339,0.4753143207605029,0.1048758049678012,0.0,0.1259148349891732,81,35,0.6792394970867832,1023.22076545761
5,20180108,5581.92155024,0.4488044144696505,0.1345800122624157,-0.1336898993080926,0.1919180704993391,110,55,0.6382587369711833,1023.8649588268104
6,20180109,4821.85360617,0.4007352941176471,0.1084558823529411,-0.2500015625097662,0.0523914592366884,88,60,0.6323529411764706,1024.1630477473068
7,20180110,5160.49563082,0.2343032159264931,0.0805513016845329,-1.148225469728592,-0.7942975469626261,87,143,0.4903522205206738,1023.1511229191376
8,20180111,4770.00140659,0.6517747858017136,0.1652386780905752,0.491964631470243,0.7254407307378345,67,47,0.5771113831089352,1013.2136498900182
9,20180112,4610.608789049999,0.313953488372093,0.0761933904528763,-0.5142649166421098,-0.4400895309770548,59,108,0.5312117503059975,1019.381108542211
10,20180115,5853.512097379999,0.1393217231897341,0.0479682248701497,-2.8560691469372346,-2.5874903674609016,65,707,0.2786434463794683,1014.51685406843
11,20180116,5349.82305249,0.6794871794871795,0.2103174603174603,0.5750033682724309,0.8712551817427605,102,332,0.3342490842490842,986.9039397010226
12,20180117,6096.53218018,0.5278117359413202,0.1613691931540342,0.1658379353589589,0.1751037256193301,51,286,0.3673594132029339,994.040531005204
13,20180118,4845.30731943,0.4631611128095383,0.1198410272088046,0.0,0.2208460551378892,63,232,0.3977376948945276,995.7350801538074
14,20180119,5410.84806985,0.3796155019835215,0.0970399755874275,-0.2773925104022079,-0.1381137781460185,44,243,0.3777845590479097,996.8346009758792
15,20180122,5168.73017895,0.6553516819571865,0.1844036697247706,0.5161505161505153,0.5563708337927554,72,134,0.4241590214067278,994.7636457491396
16,20180123,5211.24437133,0.4819682151589242,0.1042176039119804,0.0,0.2490957675579853,77,130,0.4382640586797066,1000.0981719902064
17,20180124,6004.572286719999,0.6456236657517536,0.1750533699298566,0.4494382022471876,0.7547598018498929,93,69,0.5047270509301617,1001.3437730991328
18,20180125,5809.839113110001,0.3910785212343415,0.0809654750992972,-0.2471576866040603,-0.1589525837030008,56,59,0.4845707302169263,1007.372853964038
19,20180126,5015.96764389,0.3480122324159021,0.0795107033639143,-0.3725551430190876,-0.3043185909286063,69,116,0.427217125382263,1005.3273316539212
20,20180129,5548.50162988,0.2167789344764237,0.0652173913043478,-1.3827163865792136,-1.2085520790436928,55,422,0.3061849357011635,1001.92493332984
21,20180130,4373.85962323,0.4470300061236987,0.0845070422535211,-0.0720462777646702,-0.188811290724331,40,324,0.3092467850581751,988.9436509065451
22,20180131,4936.76203113,0.1640098099325567,0.0472103004291845,-2.500000000000002,-2.632296176180846,41,1018,0.199877375843041,987.6537837258046
23,20180201,5666.0866191000005,0.0905463474524248,0.0294659300184162,-4.36933996899731,-4.226559418664116,22,1707,0.1095764272559852,962.309125037772
24,20180202,4624.182495120001,0.3733665214685749,0.1278780336029869,-0.6428976632045447,-0.8171249969296114,50,1369,0.1163658991910392,920.9495629445062
25,20180205,4471.18959392,0.3332280480101074,0.0982312065698041,-0.6635726363252104,-0.7728421841338814,70,1257,0.1200252684775742,914.226526790808
