,date,成交量,1,2,3,4,5,6,7,7+,涨停数,跌停数,炸板率,连板高度,连板股数,连板溢价
463,20211201,11461.413240289998,73,8,4,2,0,0,0,1,88,3,0.1111111111111111,8,88,5.186193333333335
464,20211202,11530.36354585,37,10,4,1,2,0,0,0,54,5,0.2894736842105263,5,54,3.497253333333333
465,20211203,11349.88949121,45,7,1,1,1,1,0,0,56,7,0.3170731707317073,6,56,0.2559058823529412
466,20211206,12032.618997480002,33,3,1,1,1,1,0,0,40,6,0.4117647058823529,6,40,2.9594636363636364
467,20211207,11995.24313851,41,8,0,1,1,1,0,0,52,11,0.2238805970149253,6,52,4.211942857142858
468,20211208,11013.03635055,71,4,5,0,0,1,1,0,82,1,0.196078431372549,7,82,4.996099999999999
469,20211209,12638.217572280002,52,10,0,4,0,0,1,1,68,2,0.3061224489795918,8,68,3.588818181818182
470,20211210,12352.081649310005,53,7,3,0,4,0,0,1,68,1,0.2444444444444444,9,68,5.7140125
471,20211213,12705.12315765,61,9,5,1,0,3,0,1,80,0,0.2727272727272727,10,80,7.623533333333333
472,20211214,11409.10689022,62,15,6,3,1,0,3,1,91,1,0.208695652173913,11,91,7.877452631578948
473,20211215,11359.27254886,58,8,9,2,1,0,0,2,80,2,0.3277310924369748,12,80,4.4191142857142856
474,20211216,11133.59425474,60,15,4,7,1,1,0,2,90,1,0.2035398230088495,13,90,7.876059090909089
475,20211217,11590.92202783,55,13,6,3,6,1,1,2,87,2,0.1944444444444444,14,87,6.733076666666667
476,20211220,11580.21170622,57,19,7,6,2,5,1,3,100,11,0.2366412213740458,15,100,6.439921875
477,20211221,10001.69283181,86,22,13,4,6,1,3,2,137,9,0.14375,16,137,5.659511627906977
478,20211222,10622.80167284,52,11,5,5,1,3,0,2,79,9,0.3923076923076923,13,79,0.6296979999999998
479,20211223,10771.32702562,56,9,3,1,2,0,0,0,71,23,0.2282608695652173,5,71,-2.477018518518519
480,20211224,11316.25535125,46,4,2,1,0,1,0,0,54,25,0.28,6,54,0.99454
481,20211227,9745.80775349,50,10,3,1,0,0,0,0,64,11,0.2967032967032967,4,64,0.7945875000000002
482,20211228,10024.79564136,50,6,4,1,1,0,0,0,62,9,0.2051282051282051,5,62,4.95935
483,20211229,9971.433134739998,46,9,4,4,1,1,0,0,65,6,0.216867469879518,6,65,9.3556
484,20211230,10177.35132927,60,12,7,2,4,1,1,0,87,3,0.1944444444444444,7,87,8.500484210526315
485,20211231,10600.42857727,38,10,5,2,0,3,0,1,59,7,0.3444444444444444,8,59,0.6073851851851851
486,20220104,12660.88146184,68,16,5,3,0,0,1,1,94,18,0.2985074626865671,9,94,4.458847619047619
487,20220105,13048.79165908,26,15,3,0,2,0,0,2,48,31,0.4418604651162791,10,48,-0.0980153846153847
488,20220106,11364.74310475,68,7,4,2,0,2,0,0,83,3,0.2654867256637168,6,83,2.993440909090909
489,20220107,12070.19102648,29,7,2,3,2,0,1,0,44,20,0.4634146341463415,7,44,3.2587
490,20220110,10511.91802957,54,10,4,0,1,2,0,0,71,8,0.144578313253012,6,71,0.5875333333333337
491,20220111,10555.4317425,46,4,4,2,0,0,2,0,58,6,0.2926829268292683,7,58,3.755082352941176
492,20220112,10609.78424894,73,13,1,3,2,0,0,2,94,0,0.2033898305084746,8,94,6.242075
493,20220113,10933.65632668,30,20,4,1,1,1,0,1,58,6,0.3555555555555555,9,58,4.256314285714285
494,20220114,11068.227183260002,57,7,7,3,1,0,0,1,76,5,0.2830188679245283,10,76,5.095775000000001
495,20220117,11194.73895185,84,13,4,6,3,1,0,1,112,4,0.1641791044776119,11,112,7.8227210526315805
496,20220118,11957.89071427,25,12,0,2,2,1,0,1,43,41,0.5,12,43,-1.5300714285714287
497,20220119,10651.51151674,43,4,6,0,2,1,1,1,58,9,0.2266666666666666,13,58,5.985116666666666
498,20220120,11288.58854709,25,8,1,4,0,2,1,2,43,13,0.3676470588235294,14,43,7.696820000000001
499,20220121,9842.51518351,38,4,4,1,0,0,1,1,49,39,0.3194444444444444,15,49,1.438022222222222
500,20220124,8640.242217519999,42,10,1,2,0,0,0,1,56,31,0.2222222222222222,16,56,0.2030181818181818
501,20220125,9365.98921089,17,4,4,1,1,0,0,1,28,50,0.3170731707317073,17,28,1.941578571428572
502,20220126,7940.42650623,42,7,0,3,0,0,0,0,52,30,0.2676056338028169,4,52,-3.235845454545455
503,20220127,8228.10137104,10,3,1,0,0,0,0,0,14,69,0.4615384615384615,3,14,-6.21051
504,20220128,8186.13323385,52,2,2,0,0,0,0,0,56,20,0.2222222222222222,3,56,4.525899999999999
505,20220207,8229.20114731,76,9,0,1,0,0,0,0,86,22,0.2321428571428571,4,86,-0.5855999999999999
506,20220208,8785.66061135,53,16,4,0,1,0,0,0,74,5,0.2127659574468085,5,74,3.3915000000000006
507,20220209,9315.44106005,71,12,9,3,0,1,0,0,96,0,0.1652173913043478,6,96,6.745361904761905
508,20220210,9361.33675567,35,9,4,4,2,0,1,0,55,2,0.3125,7,55,4.65238
509,20220211,9913.242946830002,35,7,3,1,3,1,0,1,51,9,0.25,8,51,4.32395
510,20220214,8622.3331177,68,8,6,0,0,2,0,0,84,9,0.25,6,84,2.6797250000000004
511,20220215,8273.327319200002,44,11,0,2,0,0,0,0,57,13,0.3522727272727273,4,57,-3.1122125
512,20220216,8068.79730526,56,8,6,0,2,0,0,0,72,0,0.2871287128712871,5,72,6.845661538461538
513,20220217,9086.61515808,33,9,0,3,0,0,0,0,45,11,0.4827586206896552,4,45,-0.9963562500000004
514,20220218,8073.63112936,40,3,6,0,3,0,0,0,52,1,0.2676056338028169,5,52,6.467358333333333
515,20220221,9002.10255608,69,21,2,6,0,3,0,0,101,0,0.1440677966101695,6,101,9.094083333333332
516,20220222,9780.36891513,22,9,14,0,4,0,1,0,50,2,0.3243243243243243,7,50,5.040258064516129
517,20220223,10406.92420004,65,6,5,10,0,3,0,0,89,3,0.1981981981981982,6,89,5.815071428571428
518,20220224,13624.04480317,23,3,4,0,5,0,3,0,38,29,0.5,7,38,2.4817875000000003
519,20220225,10184.82481811,46,6,1,2,0,3,0,2,60,6,0.2941176470588235,8,60,3.239246666666667
520,20220228,9488.047098440002,34,5,3,0,0,0,2,1,45,12,0.3283582089552239,9,45,1.268107142857143
521,20220301,9687.25560812,41,7,2,2,0,0,0,1,53,5,0.2318840579710145,10,53,3.895390909090909
522,20220302,8977.90007615,46,11,2,2,2,0,0,1,64,0,0.1688311688311688,11,64,5.9741333333333335
523,20220303,10100.02531533,46,20,5,0,2,2,0,1,76,1,0.24,12,76,4.704738888888889
524,20220304,10060.66855714,30,3,7,1,0,2,1,1,45,15,0.3571428571428571,13,45,0.6404799999999999
525,20220307,10243.4129232,36,9,1,4,1,0,1,0,52,9,0.2676056338028169,7,52,4.958326666666666
526,20220308,11096.88848758,13,6,1,0,0,1,0,0,21,54,0.6181818181818182,6,21,-5.73830625
527,20220309,11614.5167858,35,7,3,1,0,0,0,0,46,10,0.3333333333333333,4,46,4.6002
528,20220310,10785.16274251,65,12,4,2,1,0,0,0,84,3,0.3170731707317073,5,84,4.806327272727272
529,20220311,10499.779395639998,56,8,2,1,1,1,0,0,69,6,0.2159090909090909,6,69,-0.0192631578947369
530,20220314,9696.32732774,30,9,2,1,0,0,0,0,42,16,0.373134328358209,4,42,2.3907692307692305
531,20220315,11237.92321894,20,6,2,1,1,0,0,0,30,78,0.4117647058823529,5,30,1.3051666666666668
532,20220316,11916.92864883,110,11,4,2,1,1,0,0,129,3,0.14,6,129,9.38801
533,20220317,12751.768349589998,74,13,5,3,2,1,0,0,98,0,0.379746835443038,6,98,4.70002105263158
534,20220318,9902.14362637,82,9,7,4,1,1,1,0,105,2,0.0948275862068965,7,105,3.4586583333333336
535,20220321,10149.666217249998,78,21,7,5,3,1,0,1,116,0,0.1654676258992805,8,116,8.209330434782608
536,20220322,9626.47843903,48,14,7,3,3,2,1,1,79,8,0.2616822429906542,9,79,2.0519157894736844
537,20220323,9426.79851241,50,7,2,4,1,2,2,1,69,8,0.3490566037735849,10,69,1.4979451612903223
538,20220324,9199.54656079,46,5,4,1,1,1,2,3,63,4,0.3076923076923077,11,63,4.419873684210526
539,20220325,9181.107868639998,58,9,2,1,1,0,0,4,75,9,0.336283185840708,9,75,5.043405882352942
540,20220328,8701.83802922,44,11,3,1,0,0,0,3,62,16,0.3033707865168539,10,62,0.6912588235294118
541,20220329,8637.52344467,40,7,4,3,1,0,0,1,56,17,0.3,11,56,3.036944444444444
542,20220330,9580.70577292,65,7,4,3,1,0,0,0,80,1,0.2660550458715596,5,80,3.75974375
543,20220331,10087.72507552,39,8,4,1,2,1,0,0,55,5,0.4660194174757281,6,55,4.897706666666666
544,20220401,9352.59817045,52,11,5,1,0,2,0,0,71,13,0.144578313253012,6,71,4.8139875
545,20220406,9657.08060504,59,11,5,5,0,0,2,0,82,14,0.2545454545454545,7,82,4.4214473684210525
546,20220407,9226.91187589,20,6,1,2,2,0,0,1,32,29,0.5076923076923077,8,32,-1.4792000000000003
547,20220408,9261.43652546,48,8,4,1,1,2,0,0,64,14,0.2558139534883721,6,64,3.5379166666666664
548,20220411,9634.15894737,38,10,2,2,0,1,0,0,53,43,0.4479166666666667,6,53,-1.7376875000000005
549,20220412,9160.79377491,76,14,4,1,1,0,0,0,96,13,0.2558139534883721,5,96,1.38774
550,20220413,8731.06390573,35,8,7,2,0,1,0,0,53,41,0.4361702127659574,6,53,5.579690000000001
551,20220414,8697.47601464,61,8,3,3,2,0,0,0,77,5,0.2222222222222222,5,77,1.9615666666666671
552,20220415,9108.08406339,27,7,2,0,2,0,0,0,38,33,0.4571428571428571,5,38,-1.2825937500000002
553,20220418,7780.614901600001,64,9,2,0,0,1,0,0,76,36,0.1827956989247312,6,76,-3.691609090909091
554,20220419,7791.40473477,42,8,4,2,0,0,0,0,56,16,0.3,4,56,2.3415666666666666
555,20220420,8203.69124928,37,10,3,2,1,0,0,0,53,7,0.2428571428571428,5,53,1.9486
556,20220421,8560.87622627,20,8,2,1,1,0,0,0,32,68,0.3469387755102041,5,32,-1.5920999999999998
557,20220422,7530.604558659999,62,9,3,0,1,0,0,0,75,68,0.127906976744186,5,75,-1.2877083333333332
558,20220425,8964.84357345,17,6,1,1,0,0,0,0,25,580,0.358974358974359,4,25,-4.562115384615384
559,20220426,8385.160317830001,36,3,3,0,0,0,0,0,42,193,0.5116279069767442,3,42,-0.8669875
560,20220427,9173.89260872,124,10,1,2,0,0,0,0,137,28,0.2430939226519337,4,137,3.760266666666667
561,20220428,8402.796686599999,50,12,6,0,1,0,0,0,69,30,0.2333333333333333,5,69,5.121546153846155
562,20220429,9647.0839936,186,19,4,5,0,1,0,0,215,2,0.1468253968253968,6,215,6.0339
563,20220505,9004.62480181,111,31,5,1,3,0,1,0,152,10,0.2,7,152,3.644162068965517
564,20220506,7594.7584075,54,13,11,3,1,3,0,0,85,13,0.2129629629629629,6,85,5.044441463414635
565,20220509,6712.04374945,114,9,4,7,2,1,2,0,139,1,0.2146892655367231,7,139,5.947574193548388
566,20220510,8465.702944,73,21,6,2,4,2,1,2,111,2,0.2071428571428571,8,111,5.979672000000001
567,20220511,10777.53276029,62,11,14,3,1,3,0,2,96,5,0.4893617021276595,9,96,4.68691052631579
568,20220512,8210.50876346,63,5,4,4,2,0,0,2,80,7,0.3162393162393162,10,80,0.5937176470588235
569,20220513,7568.854478970001,76,19,3,3,2,0,0,1,104,15,0.1260504201680672,11,104,2.1287705882352945
570,20220516,7859.34473668,64,20,7,2,1,2,0,0,96,13,0.1864406779661017,6,96,1.899689285714286
571,20220517,7897.25370969,54,6,3,3,1,1,0,0,68,23,0.2,6,68,-1.563721875
572,20220518,7700.779640850001,76,15,1,2,2,1,0,0,97,6,0.2651515151515151,6,97,2.2784428571428568
573,20220519,8063.680994709999,49,11,9,1,1,2,1,0,74,5,0.26,7,74,5.3980476190476185
574,20220520,9202.83096742,63,9,2,4,0,1,2,1,82,5,0.2612612612612612,8,82,2.6327480000000003
575,20220523,8593.2158432,71,14,5,1,2,0,1,2,96,11,0.25,8,96,5.174394736842106
576,20220524,9901.21085,25,9,3,3,1,0,0,2,43,30,0.5,9,43,1.403668
577,20220525,7619.14516832,79,12,5,2,1,1,0,2,102,8,0.2330827067669172,10,102,3.7448722222222224
578,20220526,8226.20042904,46,13,3,2,2,0,0,1,67,11,0.3619047619047619,10,67,0.4002739130434782
579,20220527,8154.179712220001,65,11,6,3,0,2,0,1,88,6,0.2786885245901639,11,88,4.466180952380952
580,20220530,8106.57990287,66,17,5,3,3,0,1,1,96,8,0.2941176470588235,12,96,3.3529260869565225
581,20220531,9348.60697158,68,13,5,1,1,1,0,2,91,14,0.208695652173913,13,91,1.5045500000000005
582,20220601,8848.85220824,64,7,4,2,1,1,1,1,81,10,0.3135593220338983,9,81,4.670578260869565
583,20220602,8911.40173143,63,14,5,2,1,0,1,1,87,10,0.2162162162162162,8,87,3.919982352941177
584,20220606,11122.03816605,68,14,4,2,1,0,0,0,89,8,0.282258064516129,5,89,0.8137833333333333
585,20220607,10386.52010441,45,14,4,1,0,1,0,0,65,12,0.2352941176470588,6,65,-0.0779428571428574
586,20220608,11009.50346834,46,9,2,2,1,0,1,0,61,8,0.3775510204081632,7,61,1.764965
587,20220609,9766.07771717,30,8,2,1,0,1,0,1,43,9,0.2586206896551724,8,43,0.3607333333333333
588,20220610,10501.785787399998,82,5,4,2,1,0,1,1,96,1,0.2558139534883721,9,96,6.608115384615384
589,20220613,10906.1777237,57,12,3,1,1,1,0,1,76,1,0.2897196261682243,10,76,3.84615
590,20220614,10991.31555879,47,9,6,1,0,0,1,1,65,4,0.2857142857142857,11,65,4.714605263157894
591,20220615,12983.91854745,45,10,2,2,1,0,0,1,61,9,0.4351851851851852,8,61,1.958311111111112
592,20220616,10804.323578800002,54,9,1,1,1,0,0,1,67,5,0.3092783505154639,9,67,-1.8276000000000003
593,20220617,10929.504287,56,7,1,0,1,1,0,1,67,0,0.2209302325581395,10,67,1.0248846153846154
594,20220620,11640.62505637,69,19,2,1,0,1,1,1,94,7,0.3138686131386861,11,94,5.6370545454545455
595,20220621,10797.93411731,41,6,5,0,0,0,1,2,55,7,0.3820224719101123,12,55,2.45502
596,20220622,9961.56023578,50,13,4,3,0,0,0,2,72,2,0.2653061224489796,9,72,6.160307142857143
597,20220623,10755.964438720002,87,14,2,2,2,0,0,2,109,0,0.2323943661971831,10,109,1.730231818181818
598,20220624,11599.380141539998,77,16,6,1,1,2,0,2,105,1,0.2105263157894736,11,105,3.92635909090909
599,20220627,12283.75116872,75,14,6,5,1,1,2,0,104,2,0.2571428571428571,7,104,4.7203535714285705
600,20220628,12208.60712491,86,19,11,5,5,1,1,1,129,0,0.1224489795918367,8,129,7.749696551724138
601,20220629,13157.34082777,32,12,3,4,2,1,1,1,56,40,0.3333333333333333,9,56,-1.9824674418604649
602,20220630,11593.33955054,71,5,4,1,1,2,0,0,84,15,0.3333333333333333,6,84,0.1565000000000003
603,20220701,10510.37128987,54,7,1,1,0,0,1,0,64,23,0.264367816091954,7,64,-2.000530769230769
604,20220704,11302.21674692,64,12,2,0,1,0,0,0,79,11,0.2685185185185185,5,79,1.0453500000000002
605,20220705,11807.04577743,29,5,4,1,0,1,0,0,40,5,0.4285714285714285,6,40,3.024126666666667
606,20220706,10863.50612346,41,4,3,3,1,0,1,0,53,10,0.2535211267605634,7,53,7.569990909090908
607,20220707,10527.70785387,61,10,1,3,3,0,0,1,79,0,0.2254901960784313,8,79,4.643733333333334
608,20220708,10291.05214056,47,10,6,0,1,2,0,1,67,9,0.2555555555555555,9,67,1.8911388888888885
609,20220711,10085.014834389998,42,8,3,3,0,1,0,0,57,15,0.25,6,57,-0.6881149999999998
610,20220712,9765.06323784,30,7,3,2,2,0,1,0,45,15,0.3571428571428571,7,45,3.194246666666667
611,20220713,9420.747375739998,67,13,3,3,2,1,0,0,89,6,0.2393162393162393,6,89,4.06718
612,20220714,10275.281008319998,54,9,3,1,0,0,1,0,68,10,0.2527472527472527,7,68,-3.2175545454545453
613,20220715,10876.4509685,43,6,5,2,1,0,0,0,57,33,0.2875,5,57,5.303742857142857
614,20220718,10210.91563099,96,19,3,1,1,1,0,0,121,2,0.1768707482993197,6,121,4.007542857142857
615,20220719,9965.35297365,60,15,4,1,0,1,1,0,82,4,0.2407407407407407,7,82,0.7513399999999999
616,20220720,9522.23417329,62,14,7,2,0,0,0,0,85,5,0.2272727272727272,4,85,2.6906545454545454
617,20220721,10179.51194258,48,10,2,3,2,0,0,0,65,2,0.3229166666666667,5,65,3.166434782608696
618,20220722,9411.33816029,41,8,2,0,1,1,0,0,53,6,0.2318840579710145,6,53,-1.0715352941176473
619,20220725,8619.06139066,32,5,4,0,0,0,1,0,42,18,0.3823529411764705,7,42,0.9948083333333332
620,20220726,8339.11010972,46,7,2,3,0,0,0,1,59,7,0.2435897435897435,8,59,4.42061
621,20220727,8678.12111558,67,12,3,1,2,0,0,1,86,3,0.1962616822429906,9,86,4.822130769230769
622,20220728,10070.22623327,55,16,5,3,1,2,0,1,83,2,0.2095238095238095,10,83,6.786810526315791
623,20220729,10143.18411319,42,8,6,3,2,1,0,0,62,7,0.3186813186813186,6,62,1.973885714285714
624,20220801,9934.94440962,63,8,5,4,2,1,1,0,84,7,0.1683168316831683,7,84,5.372655
625,20220802,11804.703873449998,26,11,3,3,2,1,1,0,47,29,0.1607142857142857,7,47,2.680228571428572
626,20220803,11146.07182482,28,5,3,1,0,1,0,1,39,23,0.6517857142857143,8,39,0.5481619047619049
627,20220804,8990.2823213,54,5,1,2,0,0,1,1,64,7,0.189873417721519,9,64,1.9852
628,20220805,9951.32140767,51,5,1,1,1,0,0,2,61,8,0.2469135802469135,10,61,2.12557
629,20220808,9522.61645323,84,11,3,0,1,0,0,2,101,2,0.1583333333333333,11,101,5.038109999999999
630,20220809,9526.39667175,51,11,4,1,0,1,0,2,70,1,0.2783505154639175,12,70,4.143335294117646
631,20220810,9659.07778939,62,7,2,2,1,0,1,1,76,2,0.2244897959183673,11,76,3.367536842105263
632,20220811,10662.2767526,51,11,4,1,2,0,0,2,71,3,0.2755102040816326,12,71,5.8038
633,20220812,9992.19962602,41,6,5,1,1,1,0,1,56,7,0.3,13,56,1.5152949999999996
634,20220815,9760.17252503,61,8,2,2,0,0,1,0,74,7,0.2291666666666666,7,74,0.7064066666666666
635,20220816,10199.63958323,59,13,2,1,1,0,0,1,77,1,0.2935779816513761,8,77,2.677830769230769
636,20220817,10741.99308217,49,9,4,2,0,1,0,1,66,3,0.2584269662921348,9,66,2.875411111111111
637,20220818,10538.34286239,68,9,3,0,1,0,0,1,82,3,0.2407407407407407,10,82,1.8036
638,20220819,11197.87883954,34,13,4,1,0,0,0,1,53,10,0.2318840579710145,11,53,1.0814428571428572
639,20220822,10260.47389582,51,6,6,2,1,0,0,1,67,6,0.2555555555555555,12,67,5.131642105263158
640,20220823,10019.17531537,54,8,2,3,1,0,0,1,69,3,0.28125,13,69,3.3972875
641,20220824,11255.587126789998,18,7,3,1,3,0,0,1,33,27,0.4107142857142857,14,33,5.307053333333333
642,20220825,9860.77453743,45,6,2,1,1,2,0,1,58,21,0.2467532467532467,15,58,2.635493333333333
643,20220826,9288.55847403,28,6,2,0,0,1,2,1,40,23,0.4736842105263157,16,40,0.3800846153846156
644,20220829,8455.35607296,49,6,2,1,0,0,0,2,60,5,0.2307692307692307,17,60,2.7615
645,20220830,8382.021256080001,28,3,2,1,0,0,0,1,35,11,0.3137254901960784,9,35,-0.6763818181818184
646,20220831,10019.2549417,25,4,2,0,0,0,0,1,32,51,0.3725490196078431,10,32,1.1189714285714287
647,20220901,7944.76471054,34,7,1,1,0,0,0,0,43,13,0.3174603174603174,4,43,-3.2312428571428566
648,20220902,7464.224776819999,51,8,3,0,1,0,0,0,63,4,0.3571428571428571,5,63,3.0793
649,20220905,7693.829551780001,46,6,2,1,0,0,0,0,55,7,0.2948717948717949,4,55,-0.7710083333333334
650,20220906,8688.2714589,48,6,5,2,0,0,0,0,61,0,0.2278481012658227,4,61,7.162288888888889
651,20220907,8716.402453659999,48,5,1,2,2,0,0,0,58,7,0.2564102564102564,5,58,2.063184615384616
652,20220908,7879.743218230001,31,8,1,0,1,1,0,0,42,6,0.2363636363636363,6,42,0.6079799999999999
653,20220909,7793.310144839999,29,5,1,0,0,0,1,0,36,7,0.3076923076923077,7,36,-2.492227272727273
654,20220913,7710.6471114,37,6,4,0,0,0,0,0,47,10,0.1896551724137931,3,47,1.8530714285714285
655,20220914,7223.774545169999,23,6,2,3,0,0,0,0,34,6,0.2093023255813953,4,34,4.3266100000000005
656,20220915,9187.59953547,21,4,1,1,0,0,0,0,27,39,0.2285714285714285,4,27,-2.739109090909091
657,20220916,7988.74525326,20,3,1,0,1,0,0,0,25,19,0.21875,5,25,-1.81185
658,20220919,6651.311359120001,27,5,1,1,0,0,0,0,34,18,0.32,4,34,0.2901999999999997
659,20220920,6507.27558323,50,5,2,1,1,0,0,0,59,1,0.3295454545454545,5,59,5.574271428571429
660,20220921,6357.77368556,34,5,3,1,0,0,0,0,43,2,0.173076923076923,4,43,1.194977777777778
661,20220922,6382.551664830001,32,2,1,2,1,0,0,0,38,3,0.3214285714285714,5,38,2.2202444444444445
662,20220923,6671.273688010001,16,3,1,0,2,0,0,0,22,11,0.45,5,22,1.338733333333333
663,20220926,6672.15137047,36,1,0,0,0,1,0,0,38,10,0.2549019607843137,6,38,2.672216666666667
664,20220927,6658.669416999999,59,9,1,0,0,0,1,0,70,1,0.1764705882352941,7,70,10.0066
665,20220928,6469.72715837,20,7,6,1,0,0,0,0,34,20,0.1707317073170731,4,34,5.411754545454546
666,20220929,6243.37979248,13,4,1,3,1,0,0,0,22,20,0.4883720930232558,5,22,0.7166285714285715
667,20220930,5606.206173240002,27,3,2,1,3,0,0,0,36,22,0.1219512195121951,5,36,3.8156444444444446
668,20221010,6276.9523639,22,8,0,1,0,0,0,0,31,40,0.3673469387755102,4,31,-0.3877666666666666
669,20221011,5636.2309738700005,46,3,2,0,0,0,0,0,51,6,0.2816901408450704,3,51,1.5862222222222222
670,20221012,7099.21013191,60,15,3,2,0,0,0,0,80,0,0.1304347826086956,4,80,9.999480000000002
671,20221013,7281.26102415,47,15,5,2,1,0,0,0,70,3,0.2222222222222222,5,70,3.629315
672,20221014,8605.23452575,80,10,2,2,1,1,0,0,96,2,0.1864406779661017,6,96,2.4034913043478263
673,20221017,8071.082898700001,64,11,6,2,1,1,1,0,86,0,0.173076923076923,7,86,7.670937499999999
674,20221018,7935.906832109999,48,8,5,1,2,1,1,1,67,2,0.3232323232323232,8,67,5.375740909090909
675,20221019,7581.983703989999,38,6,1,2,0,1,1,2,51,4,0.3461538461538461,9,51,3.19668947368421
676,20221020,7960.03086488,38,8,2,1,0,0,1,1,51,12,0.3625,10,51,1.443223076923077
677,20221021,7121.480012850001,41,5,4,1,1,0,0,1,53,15,0.3205128205128205,11,53,1.807438461538461
678,20221024,8806.20649517,28,5,1,1,0,1,0,0,36,24,0.4782608695652174,6,36,0.2928666666666664
679,20221025,8025.99162561,40,9,3,0,1,0,0,0,53,19,0.273972602739726,5,53,1.7328875
680,20221026,9139.31494059,73,2,2,1,0,0,0,0,78,8,0.376,4,78,-0.6769692307692311
681,20221027,9236.65094811,33,11,1,1,0,0,0,0,46,13,0.303030303030303,4,46,1.18782
682,20221028,9093.35808984,19,2,3,0,0,0,0,0,24,59,0.3513513513513513,3,24,-2.544653846153847
683,20221031,8826.80494717,67,4,2,2,0,0,0,0,75,30,0.25,4,75,7.897760000000001
684,20221101,9772.33180983,70,9,2,1,1,0,0,0,83,2,0.2589285714285714,5,83,4.5996375
685,20221102,10518.52706635,65,13,5,0,0,1,0,0,84,1,0.2941176470588235,6,84,3.115107692307693
686,20221103,8863.616514500001,31,6,2,3,0,0,0,0,42,4,0.373134328358209,4,42,1.9254421052631576
687,20221104,10803.49186397,59,7,3,0,2,0,0,0,71,1,0.1647058823529411,5,71,3.728481818181818
688,20221107,10059.57068178,43,12,5,1,0,1,0,0,62,0,0.1948051948051948,6,62,6.002291666666667
689,20221108,8355.84075433,28,8,1,1,1,0,1,0,40,1,0.3333333333333333,7,40,2.870000000000001
690,20221109,7784.98550385,32,8,1,1,1,0,0,1,44,3,0.2903225806451613,8,44,2.9559833333333327
691,20221110,8426.48181931,43,10,3,1,0,1,0,1,59,2,0.1917808219178082,9,59,4.140208333333334
692,20221111,12228.22693762,46,9,3,1,0,0,0,1,60,2,0.53125,10,60,0.0519062499999998
693,20221114,10670.17632073,48,10,6,0,0,0,0,0,64,5,0.3469387755102041,3,64,2.6810230769230774
694,20221115,10583.41807013,63,12,5,3,0,0,0,0,83,3,0.2454545454545454,4,83,5.12925625
695,20221116,9424.57715462,28,7,3,1,2,0,0,0,41,4,0.3050847457627119,5,41,0.2154600000000002
696,20221117,9127.440505109998,48,8,1,1,1,1,0,0,60,0,0.1891891891891892,6,60,2.2442538461538457
697,20221118,9784.49413835,35,7,4,0,1,0,0,0,47,3,0.3648648648648648,5,47,1.3267750000000005
698,20221121,8491.12212701,40,9,2,3,0,0,0,0,54,6,0.1940298507462686,4,54,4.049541666666667
699,20221122,8843.97711882,34,2,3,1,2,0,0,0,42,18,0.373134328358209,5,42,3.5968571428571425
700,20221123,8302.51452365,32,8,2,1,0,2,0,0,45,20,0.1818181818181818,6,45,3.6497125
701,20221124,7478.766629379999,38,3,2,1,1,0,1,0,46,4,0.3611111111111111,7,46,2.338261538461538
702,20221125,7397.30582566,26,5,1,2,0,0,0,1,35,11,0.1860465116279069,8,35,1.843675
703,20221128,7581.938672359999,27,7,4,1,1,0,0,0,40,5,0.2857142857142857,5,40,5.9691222222222216
704,20221129,9678.09283945,79,7,4,4,1,1,0,0,96,0,0.1724137931034483,6,96,7.209823076923076
705,20221130,9311.35794853,32,6,5,1,4,1,1,0,50,3,0.358974358974359,7,50,5.9486823529411765
706,20221201,10580.85621036,45,5,2,2,0,3,1,0,58,3,0.3409090909090909,7,58,3.299005555555555
707,20221202,8642.851720580002,47,7,0,1,1,0,1,1,58,8,0.2162162162162162,8,58,1.048030769230769
708,20221205,10548.19886658,40,8,3,0,1,0,0,1,53,2,0.369047619047619,9,53,3.483490909090909
709,20221206,9979.4218698,24,5,1,1,0,0,0,1,32,10,0.4385964912280701,10,32,-0.6632846153846153
710,20221207,9483.94705039,41,4,2,1,1,0,0,0,49,3,0.2096774193548387,5,49,5.969925
711,20221208,8696.35773935,38,8,2,1,1,0,0,0,50,10,0.180327868852459,5,50,4.0866375
712,20221209,10088.81617226,32,4,3,1,1,0,0,0,41,5,0.3387096774193548,5,41,3.6629
713,20221212,9095.84866067,38,4,1,1,1,0,0,0,45,6,0.2105263157894736,5,45,0.955711111111111
714,20221213,8162.40690379,44,9,2,1,1,1,0,0,58,4,0.1830985915492957,6,58,6.3682
715,20221214,8106.83794351,37,7,2,1,1,0,1,0,49,8,0.1967213114754098,7,49,2.1006357142857146
716,20221215,7661.19524724,25,5,1,1,1,0,0,0,33,2,0.3773584905660377,5,33,0.4362583333333332
717,20221216,7611.68855676,30,5,1,0,1,1,0,0,38,4,0.3333333333333333,6,38,2.054775
718,20221219,7566.325425579999,18,5,1,0,0,0,1,0,25,16,0.4047619047619047,7,25,2.8638
719,20221220,6396.74755928,19,4,3,0,0,0,0,0,26,27,0.2571428571428571,3,26,-0.4487428571428572
720,20221221,5745.80051436,24,2,0,1,0,0,0,0,27,6,0.2894736842105263,4,27,-1.2440714285714287
721,20221222,6573.07686016,29,4,1,0,1,0,0,0,35,9,0.375,5,35,5.9119
722,20221223,5851.023103150001,31,6,1,0,0,0,0,0,38,14,0.3666666666666666,3,38,-1.30815
