,date,成交量,1,2,3,4,5,6,7,7+,涨停数,跌停数,炸板率,连板高度,连板股数,连板溢价
723,20221226,6241.4675347,55,1,4,1,0,0,0,0,61,4,0.1159420289855072,4,61,6.490385714285715
724,20221227,6685.00107053,32,11,1,2,1,0,0,0,47,7,0.2539682539682539,5,47,8.837483333333333
725,20221228,6506.68021214,25,3,6,0,1,1,0,0,36,4,0.2941176470588235,6,36,6.125126666666668
726,20221229,6146.203180629999,26,5,2,4,0,0,1,0,38,4,0.24,7,38,5.455945454545454
727,20221230,6038.881993020001,34,5,4,0,1,0,0,1,45,1,0.1666666666666666,8,45,4.571108333333332
728,20230103,7886.58106369,81,8,5,2,0,0,0,0,96,2,0.0943396226415094,4,96,5.4764
729,20230104,7835.499916180001,33,9,1,2,2,0,0,0,47,6,0.2769230769230769,5,47,1.28236
730,20230105,8425.51034076,34,3,3,0,0,1,0,0,41,7,0.3166666666666666,6,41,0.1752785714285713
731,20230106,8378.7993198,25,5,1,0,0,0,0,0,31,10,0.4655172413793103,3,31,-1.5932
732,20230109,8069.69441651,37,1,2,0,0,0,0,0,40,1,0.3103448275862069,3,40,2.640433333333333
733,20230110,7470.014089460001,29,6,0,1,0,0,0,0,36,2,0.1818181818181818,4,36,3.8932
734,20230111,7415.3060985699985,19,5,3,0,1,0,0,0,28,1,0.3777777777777777,5,28,6.603699999999999
735,20230112,6812.367625090001,27,2,1,1,0,1,0,0,32,5,0.3191489361702128,6,32,2.415411111111111
736,20230113,7021.66675621,28,3,1,1,0,0,0,0,33,8,0.3125,4,33,7.439420000000001
737,20230116,9168.82217065,30,8,2,1,0,0,0,0,41,5,0.3278688524590163,4,41,4.516
738,20230117,7069.95901005,25,3,4,1,0,0,0,0,33,5,0.2826086956521739,4,33,5.568327272727273
739,20230118,6355.307050140001,26,5,2,1,1,0,0,0,35,4,0.2391304347826087,5,35,3.19215
740,20230119,6867.27075852,23,2,2,1,1,0,0,0,29,9,0.2926829268292683,5,29,0.7525222222222223
741,20230120,7488.5874036,19,4,1,0,1,0,0,0,25,5,0.3421052631578947,5,25,0.8483499999999999
742,20230130,10617.68831408,70,8,2,1,0,1,0,0,82,0,0.2336448598130841,6,82,6.394666666666667
743,20230131,8998.89309789,24,13,3,0,0,0,1,0,41,8,0.293103448275862,7,41,2.6230500000000005
744,20230201,10043.66501666,53,5,9,3,0,0,0,1,71,0,0.1547619047619047,8,71,9.17095294117647
745,20230202,10240.46659675,38,4,2,3,2,0,0,0,49,3,0.2898550724637681,5,49,3.610755555555556
746,20230203,9144.64116408,30,3,3,0,2,1,0,0,39,3,0.2352941176470588,6,39,3.9234
747,20230206,8745.12463409,27,7,1,1,0,1,0,0,37,4,0.2745098039215686,6,37,3.2883
748,20230207,8455.19815149,30,4,4,1,1,0,1,0,41,2,0.293103448275862,7,41,7.545129999999999
749,20230208,8046.57352317,22,5,1,1,1,1,0,0,31,0,0.3541666666666667,6,31,3.433736363636364
750,20230209,9008.20468935,24,3,3,1,0,1,0,0,32,2,0.3846153846153846,6,32,6.132611111111111
751,20230210,8927.11554834,16,1,1,2,0,0,1,0,21,5,0.4166666666666667,7,21,4.2372000000000005
752,20230213,9789.48168983,34,4,1,0,1,0,0,1,41,0,0.3278688524590163,8,41,7.215360000000001
753,20230214,9138.44512766,20,3,0,0,0,0,0,0,23,1,0.3947368421052631,2,23,-0.4001714285714288
754,20230215,9371.535758970002,28,6,1,0,0,0,0,0,35,0,0.2222222222222222,3,35,7.554200000000001
755,20230216,11927.61499904,15,3,1,0,0,0,0,0,19,2,0.525,3,19,0.7003857142857145
756,20230217,9139.37783703,21,4,2,0,0,0,0,0,27,2,0.3571428571428571,3,27,2.455525
757,20230220,9495.91189932,35,2,2,0,0,0,0,0,39,4,0.2040816326530612,3,39,1.3085166666666666
758,20230221,9212.12264147,12,2,0,2,0,0,0,0,16,1,0.4074074074074074,4,16,3.230275
759,20230222,7831.851340290001,21,1,1,0,2,0,0,0,25,1,0.1666666666666666,5,25,9.165625
760,20230223,8070.8784866,17,2,1,0,0,2,0,0,22,1,0.1851851851851851,6,22,5.18555
761,20230224,7256.48888037,11,0,1,1,0,0,1,0,14,0,0.391304347826087,7,14,7.943479999999999
762,20230227,7534.68263789,16,1,0,0,0,0,0,0,17,0,0.4137931034482758,2,17,-4.351666666666667
763,20230228,7565.00442368,18,4,1,0,0,0,0,0,23,1,0.2333333333333333,3,23,9.9904
764,20230301,9187.22741828,24,2,1,1,0,0,0,0,28,0,0.3333333333333333,4,28,4.9447
765,20230302,9333.32501243,19,2,1,1,1,0,0,0,24,3,0.3684210526315789,5,24,8.378225
766,20230303,8693.5483589,17,1,0,0,1,0,0,0,19,3,0.24,5,19,-1.83412
767,20230306,9507.30406077,14,4,1,0,0,0,0,0,19,2,0.3214285714285714,3,19,0.0008999999999996
768,20230307,9324.22088996,14,2,2,1,0,0,0,0,19,0,0.24,4,19,6.14752
769,20230308,7183.29386039,17,2,2,2,0,0,0,0,23,0,0.1481481481481481,4,23,8.377
770,20230309,7565.189890979999,19,4,2,0,2,0,0,0,27,0,0.1818181818181818,5,27,8.317966666666669
771,20230310,8093.282342590001,15,2,1,1,0,1,0,0,20,3,0.2592592592592592,6,20,2.5999250000000003
772,20230313,8391.24932651,29,1,1,0,1,0,1,0,33,1,0.1951219512195122,7,33,5.93746
773,20230314,9322.10649929,11,4,1,1,0,1,0,1,19,2,0.3448275862068966,8,19,10.001075
774,20230315,8182.109047129999,25,1,2,1,0,0,0,1,30,0,0.2682926829268293,9,30,5.0836875
775,20230316,8448.55104984,12,2,1,1,1,0,0,1,18,5,0.1818181818181818,10,18,6.59958
776,20230317,9728.91295976,26,1,2,1,0,1,0,1,32,0,0.238095238095238,11,32,9.1749
777,20230320,10572.89948358,14,3,0,1,1,0,1,1,21,6,0.4473684210526316,12,21,6.4919166666666674
778,20230321,8928.81485898,28,6,1,0,0,0,0,1,36,4,0.1627906976744186,13,36,1.4378285714285717
779,20230322,9576.65165502,26,2,0,1,0,0,0,0,29,3,0.2368421052631578,4,29,0.7403750000000002
780,20230323,10204.98366742,15,4,1,0,0,0,0,0,20,2,0.3103448275862069,3,20,0.8036333333333333
781,20230324,10745.65759115,18,0,2,0,0,0,0,0,20,3,0.2592592592592592,3,20,3.955000000000001
782,20230327,11397.90666365,30,5,0,1,0,0,0,0,36,4,0.320754716981132,4,36,9.1574
783,20230328,10040.36744761,23,2,0,0,0,0,0,0,25,3,0.375,2,25,0.65745
784,20230329,9808.86683817,14,2,1,0,0,0,0,0,17,2,0.4848484848484848,3,17,6.97645
785,20230330,9442.45142813,16,1,1,1,0,0,0,0,19,0,0.1739130434782608,4,19,5.105566666666667
786,20230331,9530.27873419,28,0,0,1,1,0,0,0,30,0,0.2105263157894736,5,30,7.256800000000001
787,20230403,12527.71626676,39,1,0,0,0,1,0,0,41,0,0.196078431372549,6,41,5.58205
788,20230404,13244.06825677,18,4,1,0,0,0,1,0,24,1,0.3142857142857143,7,24,9.9962
789,20230406,11931.032349510002,25,2,1,0,0,0,0,1,29,7,0.2926829268292683,8,29,1.5132166666666669
790,20230407,10537.79473087,43,2,0,0,0,0,0,1,46,1,0.1481481481481481,9,46,5.850175
791,20230410,12253.92249994,13,5,0,0,0,0,0,0,18,16,0.4,2,18,-7.3093
792,20230411,10830.44546573,26,1,3,0,0,0,0,0,30,2,0.2682926829268293,3,30,7.242960000000001
793,20230412,11319.54254829,46,5,1,1,0,0,0,0,53,1,0.1451612903225806,4,53,6.83975
794,20230413,11365.927452410002,23,4,2,1,1,0,0,0,31,2,0.3111111111111111,5,31,5.566142857142856
795,20230414,11148.20259796,29,1,0,1,1,0,0,0,32,2,0.2,5,32,0.0215874999999996
796,20230417,11205.75527744,31,3,0,0,0,0,0,0,34,9,0.2608695652173913,2,34,-6.490333333333332
797,20230418,10598.08960106,13,4,0,0,0,0,0,0,17,4,0.3461538461538461,2,17,-2.0894500000000003
798,20230419,10824.44623743,24,3,0,0,0,0,0,0,27,7,0.3863636363636363,2,27,4.334275
799,20230420,11385.049313930002,30,2,1,0,0,0,0,0,33,8,0.2325581395348837,3,33,4.4343
800,20230421,12176.54641206,9,2,0,0,0,0,0,0,11,29,0.5,2,11,2.589533333333333
801,20230424,10831.42913655,32,2,1,0,0,0,0,0,35,22,0.2045454545454545,3,35,3.4672000000000005
802,20230425,11337.37381006,22,7,0,0,0,0,0,0,29,44,0.1470588235294117,2,29,-5.300833333333333
803,20230426,11220.331506079998,44,4,3,0,0,0,0,0,51,30,0.1904761904761904,3,51,4.863828571428572
804,20230427,10447.22991431,31,3,0,0,0,0,0,0,34,30,0.32,2,34,-2.63825
805,20230428,11165.4317029,90,2,0,0,0,0,0,0,92,11,0.1320754716981132,2,92,4.480066666666667
806,20230504,11713.54542301,63,18,1,0,0,0,0,0,82,11,0.1546391752577319,3,82,7.072649999999999
807,20230505,10709.70831268,29,4,5,1,0,0,0,0,39,5,0.1875,4,39,3.2891473684210526
808,20230508,11366.656570900002,45,9,1,1,1,0,0,0,57,4,0.2297297297297297,5,57,5.794379999999999
809,20230509,12215.92092504,18,4,2,0,0,0,0,0,24,10,0.5471698113207547,3,24,1.845525
810,20230510,10198.30925429,33,1,1,0,0,0,0,0,35,7,0.2553191489361702,3,35,5.110633333333333
811,20230511,8956.875676560001,42,4,1,0,0,0,0,0,47,10,0.2166666666666666,3,47,3.7955
812,20230512,8479.14671798,20,4,0,0,0,0,0,0,24,10,0.2727272727272727,2,24,-1.8955
813,20230515,9381.12089225,34,2,1,0,0,0,0,0,37,3,0.2291666666666666,3,37,-0.8775500000000003
814,20230516,8661.46133755,21,2,1,0,0,0,0,0,24,23,0.1724137931034483,3,24,4.642600000000001
815,20230517,7812.72271697,37,3,0,1,0,0,0,0,41,9,0.1458333333333333,4,41,7.535900000000001
816,20230518,8797.90756271,39,4,1,0,0,0,0,0,44,0,0.1698113207547169,3,44,1.7740249999999995
817,20230519,8478.19138799,22,4,1,1,0,0,0,0,28,0,0.3,4,28,3.92236
818,20230522,7953.17380769,30,4,1,0,1,0,0,0,36,3,0.1627906976744186,5,36,5.207783333333333
819,20230523,7656.664714809999,15,4,2,1,0,1,0,0,23,2,0.303030303030303,6,23,8.958483333333335
820,20230524,8025.34955066,34,3,2,2,0,0,1,0,42,6,0.2363636363636363,7,42,9.42895
821,20230525,8567.111377939998,34,5,2,2,2,0,0,1,46,6,0.1636363636363636,8,46,10.624925
822,20230526,8203.057426329999,40,5,1,0,0,1,0,1,48,1,0.2615384615384615,9,48,0.6868249999999999
823,20230529,9206.34891173,26,8,2,1,0,0,1,0,38,7,0.3333333333333333,7,38,7.249500000000001
824,20230530,9330.36122652,30,3,4,2,1,0,0,0,40,2,0.2857142857142857,5,40,7.32265
825,20230531,9382.91784954,35,6,0,2,1,0,0,0,44,10,0.2666666666666666,5,44,-1.15627
826,20230601,9864.16348634,32,6,3,0,2,0,0,0,43,6,0.2833333333333333,5,43,4.266555555555556
827,20230602,9404.83547378,45,7,1,0,0,0,0,0,53,6,0.2428571428571428,3,53,-3.214590909090909
828,20230605,8736.554987739999,39,2,3,1,0,0,0,0,45,3,0.1346153846153846,4,45,6.448
829,20230606,9373.35099683,29,5,1,2,0,0,0,0,37,11,0.2745098039215686,4,37,7.048466666666667
830,20230607,8143.79442483,46,6,2,0,1,0,0,0,55,1,0.1911764705882352,5,55,2.8394375
831,20230608,8593.94814178,22,5,3,1,0,0,0,0,31,10,0.3111111111111111,4,31,2.8101111111111106
832,20230609,9895.14179653,56,6,1,0,1,0,0,0,64,2,0.0985915492957746,5,64,0.9017444444444443
833,20230612,9652.88130511,46,10,3,1,0,1,0,0,61,2,0.2179487179487179,6,61,5.16725
834,20230613,9421.7613503,35,4,4,2,0,0,0,0,45,1,0.2372881355932203,4,45,4.221093333333333
835,20230614,10004.61848481,40,5,1,2,0,0,0,0,48,0,0.238095238095238,4,48,1.64524
836,20230615,10722.57063838,33,6,1,0,1,0,0,0,41,4,0.2807017543859649,5,41,-1.2700125000000004
837,20230616,10674.85129081,48,3,2,0,0,0,0,0,53,1,0.3026315789473684,3,53,1.6928625
838,20230619,11065.450299759998,35,8,1,2,0,0,0,0,46,3,0.28125,4,46,7.24178
839,20230620,10898.65659375,34,4,1,0,0,0,0,0,39,1,0.2777777777777778,3,39,0.2580099999999999
840,20230621,10218.06634507,33,5,0,0,0,0,0,0,38,17,0.3333333333333333,2,38,-0.0886600000000001
841,20230626,9770.33835969,25,8,2,0,0,0,0,0,35,25,0.3269230769230769,3,35,3.90462
842,20230627,8408.66287952,50,2,6,2,0,0,0,0,60,2,0.2307692307692307,4,60,9.1641
843,20230628,8881.10676165,26,4,0,3,1,0,0,0,34,8,0.2765957446808511,5,34,3.82815
844,20230629,8648.992362769999,47,3,1,0,1,1,0,0,53,1,0.2535211267605634,6,53,4.852625
845,20230630,9184.645599999998,45,3,1,0,0,1,0,0,50,1,0.2307692307692307,6,50,4.145033333333333
846,20230703,10244.22034677,34,7,0,1,0,0,0,0,42,10,0.2363636363636363,4,42,0.4573800000000001
847,20230704,9291.29888778,44,2,4,0,0,0,0,0,50,2,0.2537313432835821,3,50,5.902975
848,20230705,8676.73865657,19,4,0,3,0,0,0,0,26,4,0.3809523809523809,4,26,4.044483333333333
849,20230706,8197.0954253,26,3,2,0,1,0,0,0,32,2,0.3333333333333333,5,32,4.3833142857142855
850,20230707,7997.01582138,18,4,1,0,0,0,0,0,23,6,0.303030303030303,3,23,1.678983333333333
851,20230710,7612.471757579999,28,4,2,1,0,0,0,0,35,3,0.2708333333333333,4,35,1.14776
852,20230711,7734.76825551,29,3,2,1,1,0,0,0,36,1,0.2941176470588235,5,36,2.956471428571429
853,20230712,9117.78210565,23,5,1,1,0,1,0,0,31,5,0.3111111111111111,6,31,1.3814428571428572
854,20230713,9206.64367306,32,3,2,1,0,0,1,0,39,3,0.3035714285714285,7,39,4.492
855,20230714,9224.49472783,33,7,1,0,0,0,0,0,41,9,0.2115384615384615,3,41,-3.1974142857142858
856,20230717,8024.11736424,24,3,1,0,0,0,0,0,28,10,0.3777777777777777,3,28,-0.6497875
857,20230718,7769.869926849999,15,1,2,0,0,0,0,0,18,0,0.5263157894736842,3,18,4.877425000000001
858,20230719,7023.10958572,19,0,0,1,0,0,0,0,20,0,0.3103448275862069,4,20,3.794166666666666
859,20230720,7854.957442690001,22,6,0,0,1,0,0,0,29,3,0.1470588235294117,5,29,10.0
860,20230721,7107.855952000001,25,4,3,0,0,1,0,0,33,10,0.2142857142857142,6,33,2.0697142857142863
861,20230724,6587.775045570001,20,4,0,0,0,0,0,0,24,3,0.4146341463414634,2,24,-2.9619
862,20230725,9478.93553498,51,5,4,0,0,0,0,0,60,0,0.1780821917808219,3,60,9.993475
863,20230726,7919.760000040001,25,9,3,1,0,0,0,0,38,1,0.2549019607843137,4,38,3.1239777777777777
864,20230727,7798.26455145,17,6,0,1,0,0,0,0,24,3,0.4,4,24,-0.322576923076923
865,20230728,9481.06643035,43,2,2,0,0,0,0,0,47,1,0.1607142857142857,3,47,1.392571428571428
866,20230731,11049.07983689,34,9,1,2,0,0,0,0,46,0,0.3698630136986301,4,46,6.787974999999999
867,20230801,9565.04368092,30,2,0,0,1,0,0,0,33,3,0.34,5,33,-0.1931916666666664
868,20230802,8358.367620629999,17,8,0,0,0,0,0,0,25,0,0.4565217391304347,2,25,-3.215633333333333
869,20230803,8327.3311409,20,1,2,0,0,0,0,0,23,5,0.3428571428571428,3,23,-0.6265500000000003
870,20230804,10489.95857558,15,3,1,0,0,0,0,0,19,1,0.5581395348837209,3,19,4.5625
871,20230807,8899.27757031,21,7,1,0,0,0,0,0,29,5,0.064516129032258,3,29,2.22825
872,20230808,7987.6883696,28,3,1,0,0,0,0,0,32,7,0.1794871794871795,3,32,-2.9032375
873,20230809,7364.16118175,17,3,0,1,0,0,0,0,21,2,0.3225806451612903,4,21,-0.1325
874,20230810,6940.058402939999,20,1,2,0,1,0,0,0,24,2,0.2258064516129032,5,24,9.958875
875,20230811,7633.53849082,17,2,0,2,0,0,0,0,21,4,0.1923076923076923,4,21,3.35745
876,20230814,7417.46318689,21,4,0,0,0,0,0,0,25,4,0.2647058823529412,2,25,3.16235
877,20230815,7063.7167775,23,4,1,0,0,0,0,0,28,2,0.3,3,28,1.91005
878,20230816,7040.45386903,19,2,1,1,0,0,0,0,23,0,0.3428571428571428,4,23,1.35168
879,20230817,7396.003381779999,28,5,0,1,1,0,0,0,35,0,0.2045454545454545,5,35,4.0908750000000005
880,20230818,7445.22947427,22,4,1,0,1,0,0,0,28,7,0.2432432432432432,5,28,2.157771428571429
881,20230821,6781.0550319,21,8,2,0,0,1,0,0,32,4,0.238095238095238,6,32,6.500750000000001
882,20230822,8182.03213702,35,3,2,1,0,0,0,0,41,3,0.1632653061224489,4,41,1.1875090909090913
883,20230823,7057.78057655,26,7,1,1,0,0,0,0,35,7,0.1463414634146341,4,35,1.1917833333333334
884,20230824,7855.689123530001,25,5,1,1,1,0,0,0,33,11,0.34,5,33,4.174611111111111
885,20230825,7661.2705537,18,3,1,0,0,0,0,0,22,35,0.3529411764705882,3,22,-0.4987124999999999
886,20230828,11263.76372063,26,7,1,1,0,0,0,0,35,2,0.7131147540983607,4,35,1.82255
887,20230829,10369.01647917,65,5,2,0,0,0,0,0,72,1,0.25,3,72,-0.7987888888888889
888,20230830,9841.88803579,27,7,2,0,0,0,0,0,36,2,0.3333333333333333,3,36,1.6712857142857145
889,20230831,8284.89047287,24,4,3,1,0,0,0,0,32,8,0.2195121951219512,4,32,5.307411111111112
890,20230901,7450.53244556,20,2,1,1,1,0,0,0,25,0,0.4047619047619047,5,25,-0.56635
891,20230904,8846.26416157,41,4,0,1,1,1,0,0,48,2,0.238095238095238,6,48,5.17198
892,20230905,8037.153125930001,14,2,1,0,1,0,1,0,19,1,0.4722222222222222,7,19,0.5194142857142853
893,20230906,7711.53935803,31,3,1,0,0,1,0,1,37,0,0.26,8,37,7.678200000000001
894,20230907,7666.94991533,14,2,0,1,0,0,0,0,17,4,0.46875,4,17,0.3624499999999999
895,20230908,6816.897213140001,32,2,2,0,1,0,0,0,37,4,0.2745098039215686,5,37,9.999233333333336
896,20230911,8410.23540817,19,6,0,2,0,0,0,0,27,2,0.4489795918367347,4,27,-0.1284600000000001
897,20230912,7082.1210424,21,4,2,0,0,0,0,0,27,1,0.2894736842105263,3,27,0.931125
898,20230913,6980.82149404,17,3,1,1,0,0,0,0,22,0,0.3333333333333333,4,22,1.5488499999999998
899,20230914,6657.5566721,18,2,1,1,1,0,0,0,23,0,0.303030303030303,5,23,6.744400000000001
900,20230915,7215.438762850001,24,6,0,0,1,1,0,0,32,1,0.2727272727272727,6,32,3.75822
901,20230918,6984.13057648,35,4,3,0,0,0,0,0,42,8,0.2222222222222222,3,42,1.4017625000000002
902,20230919,6347.7194217900005,15,3,0,1,0,0,0,0,19,9,0.3448275862068966,4,19,-3.729785714285714
903,20230920,5731.770499629999,16,1,1,0,0,0,0,0,18,10,0.3076923076923077,3,18,-2.5199000000000003
904,20230921,5789.2748678200005,13,3,1,0,0,0,0,0,17,0,0.2608695652173913,3,17,2.8106500000000003
905,20230922,7653.250824419999,26,3,2,0,0,0,0,0,31,3,0.2439024390243902,3,31,4.101975
906,20230925,7178.290807350001,16,6,3,2,0,0,0,0,27,4,0.3414634146341463,4,27,9.99392
907,20230926,6655.51342334,23,5,1,2,2,0,0,0,33,4,0.175,5,33,2.9797454545454545
908,20230927,7164.543834360001,22,7,3,1,0,2,0,0,35,6,0.2045454545454545,6,35,4.520950000000001
909,20230928,7170.59017882,32,2,5,0,0,0,1,0,40,3,0.2307692307692307,7,40,2.9542000000000006
910,20231009,7698.376364219999,38,11,2,3,0,0,0,1,55,9,0.1791044776119403,8,55,5.5016375
911,20231010,7745.72029425,31,6,6,0,2,0,0,0,45,10,0.1964285714285714,5,45,2.191364705882353
912,20231011,8386.1358813,29,5,1,2,0,0,0,0,37,3,0.3620689655172414,4,37,0.5180357142857143
913,20231012,8311.82341617,22,3,1,0,2,0,0,0,28,3,0.4285714285714285,5,28,2.185175
914,20231013,8083.437643740001,28,4,2,0,0,2,0,0,36,0,0.25,6,36,7.32115
915,20231016,8128.04810939,43,7,1,2,0,0,1,0,54,6,0.1818181818181818,7,54,5.461399999999999
916,20231017,7352.7676059,22,4,0,0,1,0,0,1,28,6,0.391304347826087,8,28,-3.1906636363636367
917,20231018,7665.423209260001,28,6,2,0,0,0,0,1,37,6,0.1777777777777777,9,37,2.248
918,20231019,8125.21418732,18,3,3,1,0,0,0,1,26,19,0.35,10,26,4.923844444444445
919,20231020,7315.88247576,28,5,0,1,1,0,0,1,36,13,0.3076923076923077,11,36,-0.4077999999999999
920,20231023,7210.05037826,28,4,1,0,1,1,0,1,36,12,0.2340425531914893,12,36,4.939150000000001
921,20231024,8039.52902059,53,5,2,1,0,0,1,1,63,3,0.2317073170731707,13,63,5.687825
922,20231025,8736.578679,47,8,4,2,1,0,0,2,64,2,0.264367816091954,14,64,10.03439
923,20231026,8423.64667179,25,8,3,2,2,1,0,1,42,5,0.3538461538461538,9,42,3.5950882352941176
924,20231027,9642.22388912,59,5,6,2,0,2,1,0,75,2,0.2574257425742574,7,75,5.7851235294117656
925,20231030,10379.67662311,56,6,1,2,0,0,1,1,67,7,0.2872340425531915,8,67,-2.2952
926,20231031,9181.94116291,27,5,3,0,1,0,0,1,37,11,0.3620689655172414,9,37,1.3495545454545457
927,20231101,8118.234815010001,29,2,2,2,0,1,0,1,37,5,0.3620689655172414,10,37,5.2543
928,20231102,7666.8638882,20,3,1,2,1,0,1,1,29,3,0.3095238095238095,11,29,5.904187500000001
929,20231103,8094.55727802,34,3,1,0,1,0,0,1,40,2,0.2156862745098039,8,40,0.0215555555555556
930,20231106,10640.224406909998,51,5,2,1,0,0,0,1,60,1,0.2771084337349397,9,60,6.9614666666666665
931,20231107,9928.53551057,36,11,3,2,1,0,0,1,54,0,0.2285714285714285,10,54,7.405333333333331
932,20231108,10364.83360685,34,9,5,2,2,1,0,0,53,3,0.2837837837837837,6,53,2.2796444444444446
933,20231109,9622.36107685,20,5,4,1,0,1,0,0,31,17,0.4363636363636363,6,31,-1.8621368421052629
934,20231110,8273.11001619,24,5,1,2,0,0,1,0,33,14,0.34,7,33,1.5705818181818187
935,20231113,8684.852694860001,30,5,2,1,2,0,0,0,40,3,0.3442622950819672,5,40,3.4161888888888887
936,20231114,8933.787242209999,26,5,4,1,0,2,0,0,38,1,0.2083333333333333,6,38,6.61739
937,20231115,9899.19222565,41,9,3,3,0,0,1,0,57,0,0.2083333333333333,7,57,6.258066666666667
938,20231116,8505.44354046,23,3,2,1,3,0,0,0,32,4,0.3191489361702128,5,32,1.0771062500000002
939,20231117,8265.284815930001,30,8,2,1,1,2,0,0,44,1,0.3125,6,44,5.248966666666666
940,20231120,9272.45385441,43,5,6,2,1,0,2,0,59,0,0.2625,7,59,7.944564285714285
941,20231121,9979.27111131,30,12,3,5,0,0,0,2,52,1,0.35,8,52,4.93798125
942,20231122,8753.16235665,29,9,7,1,3,0,0,1,50,8,0.2063492063492063,9,50,2.745709090909091
943,20231123,8240.5751581,29,6,2,1,0,1,0,0,39,15,0.3709677419354839,6,39,-4.376890476190475
944,20231124,8131.174298350001,19,7,3,2,0,0,0,0,31,11,0.3111111111111111,4,31,2.0172
945,20231127,8285.62032357,27,2,3,2,1,0,0,0,35,19,0.2553191489361702,5,35,2.6859916666666663
946,20231128,7723.010929949999,29,5,1,3,0,0,0,0,38,11,0.2830188679245283,4,38,1.4230874999999998
947,20231129,7747.48914782,21,6,0,1,2,0,0,0,30,7,0.375,5,30,2.289855555555555
948,20231130,7729.86438788,20,2,3,0,1,1,0,0,27,1,0.325,6,27,3.0480777777777783
949,20231201,8339.40605195,40,5,1,2,0,1,1,0,50,2,0.2537313432835821,7,50,5.280957142857143
950,20231204,8510.06811943,37,10,3,1,1,0,1,1,54,2,0.1940298507462686,8,54,7.17184
951,20231205,8223.6249109,24,6,4,2,0,1,0,2,39,2,0.3035714285714285,9,39,2.7388470588235303
952,20231206,8168.85023326,28,5,1,2,1,0,1,0,38,4,0.4492753623188406,7,38,0.0111466666666669
953,20231207,8199.38304735,24,10,2,0,2,1,0,0,39,16,0.2777777777777778,6,39,2.0835099999999995
954,20231208,9615.79246854,24,6,3,0,0,0,0,0,33,13,0.34,3,33,-3.958773333333333
955,20231211,9112.94153583,33,2,2,2,0,0,0,0,39,1,0.2909090909090909,4,39,4.072655555555556
956,20231212,7873.351715549999,33,6,1,1,2,0,0,0,43,1,0.2456140350877192,5,43,5.719533333333334
957,20231213,7683.868069470001,23,6,4,0,1,2,0,0,36,1,0.3454545454545454,6,36,8.27256
958,20231214,7368.2914307,26,6,3,3,0,1,0,0,39,9,0.3157894736842105,6,39,3.441769230769232
959,20231215,7330.18790673,29,7,5,2,1,0,0,0,44,3,0.2413793103448276,5,44,3.7250076923076927
960,20231218,6925.46624963,26,7,3,0,0,0,0,0,36,12,0.2941176470588235,3,36,-3.1734533333333337
961,20231219,6426.508882360001,18,5,2,1,0,0,0,0,26,13,0.4222222222222222,4,26,-1.4093100000000005
962,20231220,6634.99857385,21,6,3,1,0,0,0,0,31,9,0.3111111111111111,4,31,6.38555
963,20231221,7323.67363083,27,5,2,1,1,0,0,0,36,4,0.28,5,36,1.77045
964,20231222,7793.290518399999,12,5,2,1,0,0,0,0,20,49,0.5348837209302325,4,20,0.1511
965,20231225,6079.88438389,26,2,4,1,0,0,0,0,33,22,0.2666666666666666,4,33,4.1142375
966,20231226,6097.91712745,28,7,0,3,1,0,0,0,39,9,0.1875,5,39,4.717228571428572
967,20231227,6367.08491688,22,2,3,0,1,1,0,0,29,17,0.3095238095238095,6,29,1.421545454545455
968,20231228,8842.445994650001,48,7,0,1,0,1,1,0,58,8,0.2054794520547945,7,58,1.8035142857142856
969,20231229,8224.5895759,42,14,5,0,0,0,1,1,63,1,0.1126760563380281,8,63,7.023439999999999
970,20240102,7875.734225880001,37,3,9,2,0,0,0,1,52,2,0.2876712328767123,9,52,4.214395238095237
971,20240103,7372.421312679999,21,8,2,3,2,0,0,0,36,7,0.3333333333333333,5,36,1.2286466666666669
972,20240104,6732.63618499,29,7,2,1,0,0,0,0,39,8,0.2909090909090909,4,39,-2.1675466666666665
973,20240105,7361.15933522,16,4,3,1,0,0,0,0,24,7,0.4418604651162791,4,24,0.9321000000000002
974,20240108,6573.431684200001,23,6,1,2,1,0,0,0,33,11,0.25,5,33,2.3801
975,20240109,6740.26068995,38,2,1,1,1,1,0,0,44,6,0.3230769230769231,6,44,0.8803899999999999
976,20240110,6467.83602517,26,9,1,1,0,0,1,0,38,11,0.2692307692307692,7,38,2.429133333333333
977,20240111,7118.76530974,44,7,4,1,0,0,0,0,56,0,0.1515151515151515,4,56,2.242433333333334
978,20240112,6765.300538399999,16,7,1,2,0,0,0,0,26,4,0.543859649122807,4,26,-0.9979333333333332
979,20240115,6107.76797929,27,5,3,0,1,0,0,0,36,4,0.3684210526315789,5,36,2.9993333333333334
980,20240116,6846.580205220001,23,4,3,1,0,1,0,0,32,3,0.3333333333333333,6,32,4.077155555555556
981,20240117,6373.145409389999,23,7,2,0,0,0,1,0,33,8,0.2325581395348837,7,33,0.6826666666666664
982,20240118,8645.259265109999,27,7,3,0,0,0,0,1,38,8,0.1914893617021276,8,38,0.9931500000000002
983,20240119,6664.79705814,29,5,3,2,0,0,0,1,40,23,0.3548387096774194,9,40,2.5895272727272727
984,20240122,7937.882285680001,11,1,0,3,1,0,0,1,17,70,0.4516129032258064,10,17,1.250481818181818
985,20240123,7039.763086850001,37,3,0,0,2,1,0,1,44,26,0.2786885245901639,11,44,4.8047
