,date,1,2,3,4,5,6,7,8,>9,>7,semo,bar
0,20200207,2.5160230516507784,1.6449690740972134,1.511085309215351,1.2505710420686134,1.1866702790571662,1.127950916256958,1.1129032258064515,1.0945135556199257,611,2117,11.871324079319765,11.871324079319765
1,20200210,2.8289066666666667,1.6354548268923177,1.4540565578532512,1.3989029695479478,1.2085661080074486,1.0904907975460127,1.040929129774386,0.986306756737778,637,1983,13.24638015546271,12.558852117391236
2,20200211,2.330987004950495,1.4207919566132587,1.4106746139257655,1.2530818583811296,1.2076901950013736,0.9962750728119394,0.9869646182495344,0.9794302475790866,543,2095,12.648921432744404,12.648921432744404
3,20200212,1.9204409522692627,1.2916710763043708,1.2569464649403552,1.215389289612567,1.1277860326894502,1.1127306451836163,1.099234274731066,1.095940959409594,562,2084,13.918222931723449,12.947650794103556
4,20200213,1.755879345603272,1.2147840497575548,1.2042878601665985,1.1825918414499523,1.114678899082569,0.9999980251672682,0.9962192816635164,0.9767177739920498,576,2020,11.561738227656846,12.648921432744404
5,20200214,1.3996706702828363,1.2731424295691007,1.115389234501477,1.0889973958333332,1.0026480045394366,0.9865386341200756,0.9741809290953548,0.913886150466158,525,2157,12.470585701265506,12.559753567004956
6,20200217,1.3986339338744802,1.3119861690974963,1.1623963462036797,1.0408976455623913,1.0227057351882034,1.0134854553119732,1.0067144746349643,1.0000272383079565,674,1718,10.682025358399407,12.470585701265506
7,20200218,1.590374617365531,1.1748381592813768,1.1714996904337718,1.162342952493129,1.1033931720816024,1.10146652199783,1.0561230033684668,1.0539092932665557,667,1656,13.596773721053673,12.559753567004956
8,20200219,1.4722841586725433,1.4432269065108647,1.359687458614753,1.1170079493428695,1.1138783655011435,1.065553924220179,0.9903470756945936,0.9497339791947907,614,1657,12.33142455073264,12.470585701265506
9,20200220,1.8321818050506755,1.244670808544269,1.2095700599506287,1.1290322580645165,1.0950936635655015,1.0923513676939316,1.025709162047603,1.0123759920634918,712,1203,12.13906690294294,12.401005125999074
10,20200221,1.7454216431415128,1.4754697056364678,1.3627906976744186,1.3415151483173813,1.181498252781918,1.1686916887646932,1.078993297190299,1.0109521710675695,755,949,13.26694723747989,12.470585701265506
11,20200224,1.7340877298161472,1.7004830917874396,1.4020226117622654,1.395174371451744,1.3589206346996523,1.24394066060159,1.2053947088577162,1.173109665894437,938,867,13.55922412455314,12.559753567004956
12,20200225,1.9567307692307687,1.806007110457276,1.6581640293515705,1.374894768762843,1.2547653851059026,1.175001904955424,1.16988416988417,1.153835400315539,889,1206,16.31336951349588,12.648921432744404
13,20200226,1.811881188118812,1.5985626024460975,1.5033371511287368,1.4799893459806852,1.425117717337831,1.1761064130459165,1.1750023090422093,1.076841217572886,741,933,14.040074534169538,12.947650794103556
14,20200227,1.642156862745098,1.6257416343643705,1.503036962427128,1.2386053806249246,1.2042186001917543,1.0259934466606555,0.9304930667295256,0.9124293785310732,737,825,11.50608762573492,12.648921432744404
15,20200228,1.956374269005848,1.4494949494949494,1.441473407102436,1.3704186270961514,1.149209089799264,1.128792933967612,1.0622829700775769,1.027559448811024,614,1188,11.45283301191228,12.559753567004956
16,20200302,1.9555860805860807,1.8539325842696628,1.666675603217158,1.4010368529615187,1.2646340403757592,1.1796494644595912,1.1788627885048992,1.1560673369184005,2061,66,15.622377263490844,12.648921432744404
17,20200303,5.731354302683702,1.9055417208697265,1.545918367346939,1.532898433110681,1.3531947014707315,1.2935339023603118,1.219943926015818,1.1540463435792412,2452,76,20.92583767152248,12.947650794103556
18,20200304,5.729578423959579,1.904983581746686,1.432420372364979,1.374141777706559,1.3520967884632396,1.266235945628461,1.25,1.2356385851221816,2302,173,21.198105070624266,13.24638015546271
19,20200305,5.729414656573336,1.9040995787431068,1.6527184525262384,1.3759049162614805,1.37426832867031,1.3523012888826331,1.2648383624985051,1.2478991596638656,2262,214,21.50077137456114,13.2566636964713
20,20200306,5.549320896201818,4.509320091113504,1.9041643407390865,1.6270874758921765,1.5992656277986743,1.283491066790143,1.2663230240549828,1.2598665925514174,2046,218,23.43088318322955,13.26694723747989
21,20200309,4.615194750466559,4.185904480275997,1.9035431772400453,1.337501293249974,1.3028080875742565,1.207920792079208,1.1618185017457097,1.1574739767872255,1168,332,18.83841434319779,13.413085681016517
22,20200310,4.170833561343986,3.757418307778019,1.456064174271416,1.4210526315789471,1.375837285258244,1.3431821932433206,1.277972272790926,1.2240702858879398,1566,212,16.95760685278142,13.55922412455314
23,20200311,3.2303162947441724,2.908886259184853,1.6384364820846904,1.5629336673185628,1.5389293162031703,1.4304382699916185,1.313602437592598,1.1221374045801524,1227,363,18.76786518256251,13.577998922803406
24,20200312,3.230642043142044,2.655070984782544,1.91473627724212,1.4225193898285684,1.4059405940594063,1.3381018639301967,1.2424266217121218,1.1514195583596214,1112,434,16.541554453089827,13.596773721053673
25,20200313,2.608636782890866,2.142098943979044,1.6072068786363838,1.5681063122923593,1.4223507144761918,1.1147336708780895,1.0314752354694696,1.016473780386511,987,602,15.723213979189383,13.75749832638856
26,20200316,1.9521824423737124,1.7044518849206352,1.4653541097309182,1.422503813905084,1.3576235513520714,1.2597402597402598,1.1207808581183851,0.9965635738831612,505,1406,15.88495569400058,13.918222931723449
27,20200317,1.7435942074523534,1.6374646765271763,1.4146788813076596,1.1496815286624202,1.0882502327943793,1.080520438857658,1.064473995398938,0.8914672156294323,427,1672,14.02600114972013,13.97211204072179
28,20200318,1.6785675907141533,1.5484915103425778,1.4034814450456357,1.3229553107699332,1.2012779552715656,1.0645370940471652,1.036775711978572,0.9929418619950754,350,1885,12.963972648751811,13.918222931723449
29,20200319,1.5055544673587598,1.3798070586571254,1.3672321737192743,1.3259493670886076,1.1921392455029038,1.18917391479861,0.8892700029936622,0.8175182481751824,334,2074,13.9433138075655,13.930768369644474
30,20200320,1.4078620158966997,1.331505531505531,1.130695006618197,1.10410094637224,1.0591669537919683,0.9073790228108656,0.8261494252873565,0.7682768256634738,352,1989,13.314145247044388,13.918222931723449
31,20200323,1.998244394645704,1.375697825228849,0.994812966277748,0.9169329073482428,0.9166674405574492,0.6924398625429553,0.6847395789528636,0.61978239046663,236,2516,12.99664928209799,13.75749832638856
32,20200324,1.8382022839210217,1.222225478130067,0.8491803278688526,0.8460144537391125,0.7997458670648956,0.7211715754262871,0.5933044370936467,0.5610328638497655,299,2143,12.537656861127257,13.596773721053673
33,20200325,1.913702451503426,1.7087800264425814,1.038468430798638,0.950905738013398,0.8918988823697573,0.8782051282051282,0.8559073378861455,0.644033958391641,389,1779,11.677838425059782,13.577998922803406
34,20200326,1.5605641043616436,1.546692300419175,1.17375201766634,0.9648020190643742,0.8506175685019726,0.784944182363291,0.6122448979591837,0.5765558056786,307,1941,11.221752148492827,13.55922412455314
35,20200327,1.3008303601766902,1.2514940402121946,1.2494388715733935,0.9074243388205154,0.8742703253511899,0.5996015936254979,0.5862988829402938,0.5692335215075135,503,1157,9.902405346546855,13.436684685798763
36,20200330,1.3585406907180957,1.0772157521679513,1.0452884529515076,0.9362237226975754,0.9074435119679172,0.6265709156193895,0.61328125,0.58843537414966,275,2090,12.5986937638935,13.314145247044388
