,date,1,2,3,4,5,6,7,8,>9,>7,semo,bar
0,20200207,2.5160230516507784,1.6449690740972134,1.511085309215351,1.2505710420686134,1.1866702790571662,1.127950916256958,1.1129032258064515,1.0945135556199257,614,2118,11.871324079319765,11.871324079319765
1,20200210,2.8289066666666667,1.6354548268923177,1.4540565578532512,1.3989029695479478,1.2085661080074486,1.0904907975460127,1.040929129774386,0.986306756737778,640,1985,13.24638015546271,12.558852117391236
2,20200211,2.330987004950495,1.4207919566132587,1.4106746139257655,1.2530818583811296,1.2076901950013736,0.9962750728119394,0.9869646182495344,0.9794302475790866,546,2098,12.648921432744404,12.648921432744404
3,20200212,1.9204409522692627,1.2916710763043708,1.2569464649403552,1.215389289612567,1.1277860326894502,1.1127306451836163,1.099234274731066,1.095940959409594,565,2086,13.918222931723449,12.947650794103556
4,20200213,1.755879345603272,1.2147840497575548,1.2042878601665985,1.1825918414499523,1.114678899082569,0.9999980251672682,0.9962192816635164,0.9767177739920498,579,2024,11.561738227656846,12.648921432744404
5,20200214,1.3996706702828363,1.2731424295691007,1.115389234501477,1.0889973958333332,1.0026480045394366,0.9865386341200756,0.9741809290953548,0.913886150466158,528,2161,12.470585701265506,12.559753567004956
6,20200217,1.3986339338744802,1.3119861690974963,1.1623963462036797,1.0408976455623913,1.0227057351882034,1.0134854553119732,1.0067144746349643,1.0000272383079565,676,1724,10.682025358399407,12.470585701265506
7,20200218,1.590374617365531,1.1748381592813768,1.1714996904337718,1.162342952493129,1.1033931720816024,1.10146652199783,1.0561230033684668,1.0539092932665557,669,1660,13.596773721053673,12.559753567004956
8,20200219,1.4722841586725433,1.4432269065108647,1.359687458614753,1.1170079493428695,1.1138783655011435,1.065553924220179,0.9903470756945936,0.9497339791947907,617,1661,12.33142455073264,12.470585701265506
9,20200220,1.8321818050506755,1.244670808544269,1.2095700599506287,1.1290322580645165,1.0950936635655015,1.0923513676939316,1.025709162047603,1.0123759920634918,715,1207,12.13906690294294,12.401005125999074
10,20200221,1.7454216431415128,1.4754697056364678,1.3627906976744186,1.3415151483173813,1.181498252781918,1.1686916887646932,1.078993297190299,1.0109521710675695,756,954,13.26694723747989,12.470585701265506
11,20200224,1.7340877298161472,1.7004830917874396,1.4020226117622654,1.395174371451744,1.3589206346996523,1.24394066060159,1.2053947088577162,1.173109665894437,939,869,13.55922412455314,12.559753567004956
12,20200225,1.9567307692307687,1.806007110457276,1.6581640293515705,1.374894768762843,1.2547653851059026,1.175001904955424,1.16988416988417,1.153835400315539,891,1207,16.31336951349588,12.648921432744404
13,20200226,1.811881188118812,1.5985626024460975,1.5033371511287368,1.4799893459806852,1.425117717337831,1.1761064130459165,1.1750023090422093,1.076841217572886,741,933,14.040074534169538,12.947650794103556
14,20200227,1.642156862745098,1.6257416343643705,1.503036962427128,1.2386053806249246,1.2042186001917543,1.0259934466606555,0.9304930667295256,0.9124293785310732,737,826,11.639420959068254,12.648921432744404
15,20200228,1.956374269005848,1.4494949494949494,1.441473407102436,1.3704186270961514,1.149209089799264,1.128792933967612,1.0622829700775769,1.027559448811024,613,1189,11.45283301191228,12.559753567004956
16,20200302,1.9555860805860807,1.8539325842696628,1.666675603217158,1.4010368529615187,1.2646340403757592,1.1796494644595912,1.1788627885048992,1.1560673369184005,2059,66,15.622377263490844,12.648921432744404
17,20200303,5.731354302683702,1.9055417208697265,1.545918367346939,1.532898433110681,1.3531947014707315,1.2935339023603118,1.219943926015818,1.1540463435792412,2451,76,20.92583767152248,12.947650794103556
18,20200304,5.729578423959579,1.904983581746686,1.432420372364979,1.374141777706559,1.3520967884632396,1.266235945628461,1.25,1.2356385851221816,2300,173,21.198105070624266,13.24638015546271
19,20200305,5.729414656573336,1.9040995787431068,1.6527184525262384,1.3759049162614805,1.37426832867031,1.3523012888826331,1.2648383624985051,1.2478991596638656,2260,214,21.50077137456114,13.2566636964713
20,20200306,5.549320896201818,4.509320091113504,1.9041643407390865,1.6270874758921765,1.5992656277986743,1.283491066790143,1.2663230240549828,1.2598665925514174,2046,218,23.43088318322955,13.26694723747989
21,20200309,4.615194750466559,4.185904480275997,1.9035431772400453,1.337501293249974,1.3028080875742565,1.207920792079208,1.1618185017457097,1.1574739767872255,1167,332,18.83841434319779,13.413085681016517
22,20200310,4.170833561343986,3.757418307778019,1.456064174271416,1.4210526315789471,1.375837285258244,1.3431821932433206,1.277972272790926,1.2240702858879398,1565,212,16.95760685278142,13.55922412455314
23,20200311,3.2303162947441724,2.908886259184853,1.6384364820846904,1.5629336673185628,1.5389293162031703,1.4304382699916185,1.313602437592598,1.1221374045801524,1225,363,18.76786518256251,13.577998922803406
24,20200312,3.230642043142044,2.655070984782544,1.91473627724212,1.4225193898285684,1.4059405940594063,1.3381018639301967,1.2424266217121218,1.1514195583596214,1110,434,16.381554453089826,13.596773721053673
25,20200313,2.608636782890866,2.142098943979044,1.6072068786363838,1.5681063122923593,1.4223507144761918,1.1147336708780895,1.0314752354694696,1.016473780386511,985,602,15.646290902266308,13.75749832638856
26,20200316,1.9521824423737124,1.7044518849206352,1.4653541097309182,1.422503813905084,1.3576235513520714,1.2597402597402598,1.1207808581183851,0.9965635738831612,504,1404,15.88495569400058,13.918222931723449
27,20200317,1.7435942074523534,1.6374646765271763,1.4146788813076596,1.1496815286624202,1.0882502327943793,1.080520438857658,1.064473995398938,0.8914672156294323,426,1673,14.02600114972013,13.97211204072179
28,20200318,1.6785675907141533,1.5484915103425778,1.4034814450456357,1.3229553107699332,1.2012779552715656,1.0645370940471652,1.036775711978572,0.9929418619950754,349,1883,12.963972648751811,13.918222931723449
29,20200319,1.5055544673587598,1.3798070586571254,1.3672321737192743,1.3259493670886076,1.1921392455029038,1.18917391479861,0.8892700029936622,0.8175182481751824,333,2073,13.9433138075655,13.930768369644474
30,20200320,1.4078620158966997,1.331505531505531,1.130695006618197,1.10410094637224,1.0591669537919683,0.9073790228108656,0.8261494252873565,0.7682768256634738,351,1988,13.314145247044388,13.918222931723449
31,20200323,1.998244394645704,1.375697825228849,0.994812966277748,0.9169329073482428,0.9166674405574492,0.6924398625429553,0.6847395789528636,0.61978239046663,235,2515,12.99664928209799,13.75749832638856
32,20200324,1.8382022839210217,1.222225478130067,0.8491803278688526,0.8460144537391125,0.7997458670648956,0.7211715754262871,0.5933044370936467,0.5610328638497655,298,2142,12.477050800521198,13.596773721053673
33,20200325,1.913702451503426,1.7087800264425814,1.038468430798638,0.950905738013398,0.8918988823697573,0.8782051282051282,0.8559073378861455,0.644033958391641,388,1779,11.677838425059782,13.577998922803406
34,20200326,1.5605641043616436,1.546692300419175,1.17375201766634,0.9648020190643742,0.8506175685019726,0.784944182363291,0.6122448979591837,0.5765558056786,307,1940,11.221752148492827,13.55922412455314
35,20200327,1.3008303601766902,1.2514940402121946,1.2494388715733935,0.9074243388205154,0.8742703253511899,0.5996015936254979,0.5862988829402938,0.5692335215075135,502,1156,9.902405346546855,13.436684685798763
36,20200330,1.3585406907180957,1.0772157521679513,1.0452884529515076,0.9362237226975754,0.9074435119679172,0.6265709156193895,0.61328125,0.58843537414966,275,2089,12.5986937638935,13.314145247044388
37,20200331,1.0790117898646558,1.045457313154138,1.0216759257995385,0.8500864649443904,0.6479586862045912,0.5816206206818242,0.571917808219178,0.5468451242829826,273,2280,10.816119622015249,13.290546242262138
38,20200401,0.9043145347416436,0.8802406993441341,0.7620851992191986,0.7160975693816185,0.7021337739780156,0.6666666666666667,0.5248226950354611,0.5231181558091353,197,2586,10.312044342977334,13.26694723747989
39,20200402,0.904412127796158,0.8292375498756241,0.7868525896414345,0.6663032752745703,0.6554481597585047,0.5872919042693332,0.5819397993311037,0.5440682389013927,157,2637,11.106387207466346,13.2566636964713
40,20200403,1.025610862770141,1.0142857142857138,0.7687074829931975,0.7662572517416317,0.5529728819268991,0.534219987909256,0.5240322473182755,0.5073687755337155,155,2665,9.700484482380396,13.24638015546271
41,20200407,1.3423049404199312,1.3205128205128207,1.0212014134275615,0.7529040551595183,0.7446436743353995,0.6756557789918245,0.6661157024793389,0.5798610168571352,321,1613,10.402005950111985,13.12151471878035
42,20200408,1.4042553191489362,1.230111585593891,0.7652711050102952,0.734006734006734,0.6689075630252099,0.629032258064516,0.6004554469991921,0.5881916702922909,253,1908,10.175803880284136,12.99664928209799
43,20200409,1.3447537473233404,1.0083719030765042,0.684709142311509,0.6496970180194546,0.632952691680261,0.5805422647527911,0.5781171284634761,0.5634828045958982,300,1607,9.760693314378264,12.980310965424902
44,20200410,1.3177777777777775,1.139865205063202,0.7026289682539684,0.6068376068376069,0.5840130505709626,0.5584403780901599,0.5271828665568368,0.5267846096746258,307,1642,8.707906807286124,12.963972648751811
45,20200413,1.0728476821192054,0.9804520519471134,0.9171701581047736,0.8289085545722714,0.66231647634584,0.6446545339951153,0.5912162162162162,0.5887026388746279,372,1545,9.654742201670665,12.80644704074811
46,20200414,1.3424036281179137,1.1183310219413856,0.916768180140273,0.862969004893964,0.8318592547654777,0.7800054985214342,0.7544378698224852,0.7455138662316476,635,658,8.65937542763009,12.648921432744404
47,20200415,1.2936349981224184,1.2178899082568804,1.011091646933512,0.937685953029056,0.8389057750759878,0.833605220228385,0.8040902127542646,0.7325227963525835,641,726,10.140761996129385,12.623807598318953
48,20200416,1.2292886947323054,1.187793427230047,1.0699120437475296,0.8914027149321266,0.8854489164086687,0.8809135399673735,0.8054372689214657,0.8007914831949166,754,488,9.639236865377075,12.5986937638935
49,20200417,1.1261682242990654,1.098472993069663,1.0666966664901971,0.8614899505816866,0.8199697428139181,0.7461773700305809,0.7391304347826084,0.7365996891012725,729,609,10.015340462628712,12.53787228220735
50,20200420,1.1533180778032035,1.0285007500197376,0.9894736842105264,0.9287512476923214,0.8938442211055275,0.8269292031370883,0.7307575580716705,0.6947147530191127,697,615,10.629675932122671,12.477050800521198
51,20200421,1.124740124740125,0.9793814432989688,0.9439184707230291,0.9137854068577492,0.9025077796082736,0.7908006006480675,0.7811917764214584,0.759391721091202,1022,339,8.926462013812978,12.473818250893352
