,date,大金融,地产基建,大科技,公用事业,新能源,大消费,乡村振兴,汽车产业,医药生物,运输业,周期,高端制造,军工,社会服务,其他
392,20210913,3,2,4,,4,1,1,3,2,4,1,4,4,2,3
393,20210914,2,2,4,,4,1,1,4,3,4,1,4,,3,2
394,20210915,2,1,,,4,1,3,4,3,,1,4,,4,2
395,20210916,1,2,4,4,3,1,2,2,3,,1,4,4,4,3
396,20210917,2,1,4,4,2,1,3,3,3,4,1,4,,4,2
397,20210922,3,1,,4,2,1,2,4,3,,1,4,4,4,2
398,20210923,3,1,4,3,4,1,2,2,4,4,1,4,,3,2
399,20210924,4,1,,4,3,1,2,2,2,4,1,4,4,3,3
400,20210927,2,1,,4,1,3,4,2,2,4,1,3,4,4,3
401,20210928,2,1,4,4,2,1,4,3,2,4,1,3,,4,3
402,20210929,1,1,,4,2,3,4,2,2,4,1,4,,4,3
403,20210930,2,1,4,4,1,3,4,2,2,4,1,4,,,3
404,20211008,1,2,4,,1,3,4,1,2,4,2,3,4,4,3
405,20211011,1,3,4,4,2,2,4,1,1,,2,3,4,3,4
406,20211012,1,2,4,4,1,2,3,1,2,4,3,3,,4,4
407,20211013,2,4,3,4,1,,3,1,1,4,3,2,2,4,4
408,20211014,3,4,4,4,1,4,3,1,1,,2,2,2,3,4
409,20211015,3,4,3,4,2,4,4,1,1,,1,2,4,3,2
410,20211018,2,4,4,4,4,3,3,2,1,,1,1,3,4,2
411,20211019,1,4,4,4,3,2,3,2,1,,1,2,4,4,3
412,20211020,1,3,4,3,4,3,4,2,1,,1,2,4,4,2
413,20211021,1,4,4,4,3,2,3,2,1,4,1,2,4,,3
414,20211022,3,,2,4,3,4,2,1,1,4,1,2,3,4,4
415,20211025,4,4,3,4,2,3,2,1,1,4,1,2,4,,3
416,20211026,4,3,4,4,3,2,3,2,1,4,1,1,4,,2
417,20211027,3,3,,4,4,2,4,2,1,4,1,1,4,,2
418,20211028,4,3,3,4,3,2,4,1,1,,1,2,4,4,2
419,20211029,3,4,,3,2,2,4,2,1,4,1,1,4,3,4
420,20211101,3,4,3,2,4,2,4,2,1,,1,1,4,4,3
421,20211102,3,4,3,2,4,2,4,2,1,,1,1,4,4,3
422,20211103,2,4,3,2,4,3,3,2,1,,1,1,4,4,4
423,20211104,2,4,3,3,4,3,4,2,1,4,1,1,4,,2
424,20211105,4,4,3,2,3,2,4,2,1,,1,1,4,4,3
425,20211108,4,4,4,2,4,2,3,3,1,4,1,1,3,,2
426,20211109,4,4,4,2,4,2,4,3,1,,1,1,3,,2
427,20211110,3,4,,2,3,2,4,4,1,4,1,1,3,4,2
428,20211111,4,4,4,2,3,2,3,4,1,4,1,1,3,,2
429,20211112,4,4,4,2,3,2,3,4,1,,1,1,,,3
430,20211115,4,4,4,2,3,2,3,3,1,4,1,1,4,,2
431,20211116,4,4,4,4,3,2,3,2,1,4,1,1,3,,2
432,20211117,4,3,4,4,3,2,3,2,1,,1,1,4,4,2
433,20211118,,4,3,2,4,2,4,3,1,,1,1,4,,3
434,20211119,,3,4,2,3,2,4,4,1,,1,1,4,4,2
435,20211122,4,3,4,2,4,2,4,3,1,,1,1,,4,2
436,20211123,4,3,4,2,4,2,4,3,1,,1,1,,4,2
437,20211124,,4,3,4,2,2,4,3,1,,1,1,4,4,2
438,20211125,4,3,3,4,2,2,4,3,1,,1,1,4,4,2
439,20211126,4,3,3,4,2,2,4,3,1,,1,1,4,4,2
440,20211129,4,3,4,3,2,2,4,3,1,4,1,1,4,,2
441,20211130,,3,4,3,2,2,4,3,1,4,1,1,4,4,2
442,20211201,4,4,3,3,3,2,4,2,1,4,1,1,,4,2
443,20211202,3,4,4,,3,2,3,2,1,4,1,1,4,4,2
444,20211203,4,3,,4,3,1,2,3,2,4,1,1,4,4,2
445,20211206,4,3,,4,4,1,2,3,2,,1,1,4,4,2
446,20211207,4,3,,,4,1,1,2,2,4,1,2,4,3,4
447,20211208,,3,,3,4,2,1,2,2,4,1,1,4,4,4
448,20211209,,2,,4,4,3,2,1,1,4,1,2,3,4,4
449,20211210,4,3,,4,3,2,2,1,1,4,1,2,3,4,4
450,20211213,4,3,,4,4,2,2,1,1,,1,2,4,3,4
451,20211214,4,2,,4,4,1,3,2,1,4,1,3,4,2,3
452,20211215,,1,4,4,4,2,2,2,1,4,1,3,3,3,4
453,20211216,,1,4,4,4,2,2,3,1,4,1,2,4,3,3
454,20211217,,1,4,4,3,2,2,3,1,4,1,2,4,4,3
455,20211220,,3,4,4,2,3,1,4,1,4,1,2,3,2,4
456,20211221,4,3,,4,1,3,1,2,1,4,2,2,3,4,4
457,20211222,4,4,4,3,1,2,1,3,1,,2,3,2,4,4
458,20211223,3,3,,4,1,2,2,4,1,,1,2,4,4,4
459,20211224,2,2,4,4,1,4,3,2,1,,3,1,3,4,4
460,20211227,3,2,,4,1,2,1,1,2,4,3,3,4,4,4
461,20211228,2,4,,4,1,3,2,1,1,4,2,3,4,4,3
462,20211229,4,4,,2,1,2,1,1,3,4,2,4,4,3,3
463,20211230,4,4,4,2,1,3,2,1,1,,3,3,2,4,4
464,20211231,3,4,4,3,1,2,2,1,1,,4,4,2,4,3
465,20220104,2,4,4,4,1,3,2,2,1,4,4,3,1,,3
466,20220105,2,4,4,,1,2,3,1,1,4,4,3,2,4,3
467,20220106,2,4,4,,1,3,2,1,1,4,3,4,2,4,3
468,20220107,3,4,4,4,1,2,1,2,1,,3,3,2,4,4
469,20220110,2,3,4,,1,2,1,2,1,4,4,4,3,4,3
470,20220111,2,3,4,,1,2,1,2,1,4,3,4,4,4,3
471,20220112,2,,3,4,1,2,2,1,1,4,4,4,3,4,3
472,20220113,2,4,3,,1,2,2,1,1,4,4,3,3,4,4
473,20220114,2,4,3,4,1,3,4,1,1,4,4,2,2,,3
474,20220117,3,4,4,4,1,3,4,2,1,2,4,1,2,,3
475,20220118,3,4,4,4,2,3,2,3,1,2,4,1,1,,4
476,20220119,3,4,3,4,1,3,1,2,1,2,4,4,2,,4
477,20220120,3,4,4,,2,2,1,2,1,1,4,4,3,3,4
478,20220121,3,4,4,,3,2,2,1,1,1,4,4,3,2,4
479,20220124,4,4,4,4,,2,2,1,1,1,3,3,2,3,4
480,20220125,3,4,4,,4,2,2,1,1,1,2,4,3,3,4
481,20220126,3,4,,4,4,2,2,1,1,1,3,3,4,2,4
482,20220127,4,4,,4,4,1,1,2,1,2,3,3,,2,4
483,20220128,3,4,,4,4,2,1,1,1,3,2,4,,2,4
484,20220207,3,4,4,4,4,2,1,1,2,2,3,4,,1,3
485,20220208,3,4,4,4,,1,1,2,2,2,3,4,4,1,3
486,20220209,3,4,4,,4,1,1,2,1,2,3,4,4,2,3
487,20220210,2,3,4,,4,1,1,2,1,3,3,4,4,2,4
488,20220211,2,4,,4,4,1,1,2,1,2,3,4,3,3,4
489,20220214,3,4,4,4,4,1,1,1,2,2,3,4,2,3,
490,20220215,3,3,4,4,4,2,1,1,1,3,2,4,2,,4
491,20220216,3,3,4,,4,2,1,1,1,4,2,4,2,4,3
492,20220217,3,1,4,4,,1,1,2,2,4,2,4,3,4,3
493,20220218,2,2,,4,4,1,1,3,1,4,2,4,3,4,3
494,20220221,2,3,,4,3,1,1,3,1,4,2,4,2,4,4
495,20220222,2,3,,4,3,1,1,3,1,4,2,4,2,4,4
496,20220223,2,4,,4,3,1,2,3,1,4,1,4,2,4,3
497,20220224,2,3,4,2,4,1,4,3,1,,1,4,2,4,3
498,20220225,2,2,,2,3,1,4,3,1,4,1,4,4,4,3
499,20220228,2,3,4,2,1,1,4,4,2,,1,4,,3,4
500,20220301,2,3,,2,2,1,4,4,1,4,1,4,,4,3
501,20220302,1,4,4,2,2,1,4,3,2,4,1,4,,3,3
502,20220303,3,3,4,4,1,1,4,2,2,4,2,4,,1,3
503,20220304,2,4,4,4,1,1,4,2,3,4,1,,2,3,3
504,20220307,2,4,,4,1,1,3,2,2,4,3,4,1,4,3
505,20220308,3,3,4,4,1,1,3,2,1,4,2,,2,4,4
506,20220309,4,3,4,4,2,1,2,2,1,,1,4,3,4,3
507,20220310,4,2,3,4,1,2,2,3,1,4,1,4,4,,3
508,20220311,2,4,4,,1,2,3,2,1,4,1,3,4,4,3
509,20220314,3,4,3,4,1,2,2,2,1,,1,4,4,4,3
510,20220315,3,4,4,4,1,3,2,2,1,4,1,4,2,,3
511,20220316,3,4,3,4,1,4,2,2,1,4,1,4,2,,3
512,20220317,4,4,4,4,1,3,2,2,1,4,1,3,3,,2
513,20220318,3,4,3,4,1,2,2,2,1,4,1,4,4,,3
514,20220321,2,3,4,4,1,3,1,2,1,4,2,3,,4,4
515,20220322,2,4,4,,1,3,1,2,2,4,1,3,3,4,4
516,20220323,1,4,,4,1,2,1,2,3,4,2,4,4,,3
517,20220324,1,4,,4,1,2,1,2,3,,2,4,4,3,4
518,20220325,1,4,,4,1,2,1,2,2,4,3,3,,4,4
519,20220328,1,4,,,2,2,1,1,2,4,3,3,4,4,4
520,20220329,1,4,4,,1,2,1,2,2,4,3,3,4,4,3
521,20220330,1,3,4,,1,2,1,2,2,4,3,4,4,4,3
522,20220331,2,4,4,,1,2,1,2,1,3,4,4,3,,4
523,20220401,2,4,4,,2,3,1,1,1,3,3,4,2,4,4
524,20220406,1,4,4,,3,2,1,2,2,1,4,4,4,3,
525,20220407,3,4,4,,1,1,1,2,2,2,4,4,3,3,4
526,20220408,2,3,4,,3,1,1,1,3,2,4,4,4,2,4
527,20220411,1,4,,4,2,1,1,2,3,3,4,3,4,2,4
528,20220412,2,4,4,4,2,2,1,1,3,4,3,4,3,1,
529,20220413,2,4,4,,3,1,2,1,2,4,3,4,,1,4
530,20220414,2,3,4,,3,1,2,1,2,4,3,4,4,1,4
531,20220415,2,4,4,4,3,1,1,1,3,2,4,,,2,4
532,20220418,1,3,4,4,3,1,2,1,3,4,4,2,,2,4
533,20220419,1,4,4,4,3,1,2,1,3,,4,2,4,2,3
534,20220420,1,4,3,4,4,1,3,1,2,,4,2,4,2,3
535,20220421,1,4,2,4,3,2,4,1,3,3,4,2,,1,4
536,20220422,4,2,4,,3,2,2,1,4,1,4,3,4,1,3
537,20220425,3,2,4,,4,3,1,1,4,1,,3,,2,4
538,20220426,4,2,4,,2,3,1,1,3,1,,4,,3,4
539,20220427,4,3,3,,1,2,1,1,2,4,4,4,,2,4
540,20220428,4,2,3,,2,1,1,1,3,4,4,4,,2,4
541,20220429,3,4,4,4,2,1,1,1,2,,4,4,,2,3
542,20220505,4,4,4,3,2,1,1,1,2,,4,4,,2,3
543,20220506,4,3,4,2,1,1,3,1,2,,4,4,4,2,3
544,20220509,4,3,4,1,2,1,2,1,4,,2,4,,3,4
545,20220510,4,4,4,3,2,2,1,1,2,,1,4,,3,4
546,20220511,4,4,4,3,1,4,1,3,2,,1,2,4,3,2
547,20220512,4,3,4,4,1,4,2,2,1,,1,2,,4,3
548,20220513,4,3,,4,2,4,2,3,1,,1,1,,4,3
549,20220516,4,4,,4,2,3,1,3,2,,1,1,,4,3
550,20220517,4,4,4,3,3,2,2,2,1,,1,1,4,4,3
551,20220518,4,4,4,2,4,3,2,2,1,,1,1,,4,3
552,20220519,4,4,4,2,4,2,2,3,1,,1,1,,4,3
553,20220520,4,4,4,3,4,2,2,2,1,,1,1,,4,3
554,20220523,4,4,4,4,3,1,2,3,2,,1,1,,4,2
555,20220524,4,4,4,2,3,1,2,4,2,,1,1,,4,3
556,20220525,3,3,4,3,4,2,2,4,1,,1,1,4,4,2
557,20220526,4,3,4,2,4,2,3,2,1,,1,1,4,4,3
558,20220527,3,3,4,2,4,1,2,4,2,,1,1,3,4,4
559,20220530,3,4,4,2,4,1,2,3,2,,1,1,4,4,3
560,20220531,2,4,4,3,4,2,3,4,1,,1,1,3,4,2
561,20220601,3,3,4,2,4,2,4,3,1,4,1,1,,4,2
562,20220602,4,4,4,2,4,2,3,4,1,,1,1,,3,2
563,20220606,4,3,,3,4,2,3,4,1,,1,1,,4,2
564,20220607,,2,,4,4,2,3,3,1,4,1,1,4,4,2
565,20220608,4,2,,4,3,1,3,4,2,4,1,1,3,4,2
566,20220609,2,2,4,4,3,1,,4,2,4,1,1,3,4,3
567,20220610,3,2,,4,3,1,,4,2,4,1,1,4,4,2
568,20220613,3,4,,2,3,1,4,4,2,4,1,1,3,4,2
569,20220614,3,3,,4,4,1,4,3,2,2,1,1,4,4,2
570,20220615,4,4,,4,3,1,4,2,2,1,2,1,4,,3
571,20220616,3,4,,4,3,2,,3,1,4,1,1,2,,4
572,20220617,3,,,4,2,1,4,3,2,4,1,1,3,,4
573,20220620,2,4,,4,2,2,4,4,1,,1,1,3,4,3
574,20220621,4,4,,4,2,3,3,2,2,4,1,1,4,,1
575,20220622,3,4,,4,2,2,4,4,2,4,1,1,3,,1
576,20220623,3,4,,3,3,2,4,4,2,4,1,1,,,1
577,20220624,4,4,4,3,2,2,3,3,1,4,1,1,4,,2
578,20220627,,4,4,4,3,2,3,3,2,,1,1,,4,1
579,20220628,,4,4,3,3,2,4,3,2,,1,1,,4,1
580,20220629,,4,4,4,3,3,3,2,1,,2,1,,4,1
581,20220630,4,4,4,4,2,2,3,1,1,,1,3,,4,2
582,20220701,4,4,,4,3,1,3,2,1,,1,3,4,,2
583,20220704,2,4,,4,1,1,4,3,2,4,1,3,,4,2
584,20220705,2,3,4,4,1,1,4,3,2,,1,3,4,4,2
585,20220706,4,4,4,3,2,1,4,3,2,4,1,2,,,1
586,20220707,3,4,4,2,3,2,4,4,2,,1,1,,4,1
587,20220708,2,4,3,4,3,2,4,4,2,,1,1,4,,1
588,20220711,2,3,4,4,2,3,3,4,1,,1,2,4,4,1
589,20220712,3,2,4,4,1,4,2,3,1,4,1,3,,4,2
590,20220713,3,1,4,4,4,3,2,3,2,,1,2,4,4,1
591,20220714,4,4,2,3,3,2,3,4,2,,1,1,4,4,1
592,20220715,4,3,2,3,3,2,4,4,1,,1,1,4,4,2
593,20220718,4,2,3,4,4,2,3,4,1,,1,1,4,3,2
594,20220719,4,3,3,2,4,2,4,3,1,,1,1,4,4,2
595,20220720,4,4,4,2,3,2,3,3,1,,1,1,4,4,2
596,20220721,4,4,4,2,4,2,3,3,1,,1,1,,4,2
597,20220722,4,2,4,3,4,2,3,4,1,,1,1,,4,2
598,20220725,4,3,3,4,4,2,4,4,1,,1,2,,2,1
599,20220726,4,4,2,4,3,2,3,3,1,,1,1,4,4,2
600,20220727,4,3,2,4,3,2,4,3,1,,1,1,4,4,2
601,20220728,4,3,4,2,4,2,3,3,2,,1,1,4,4,1
602,20220729,4,3,4,2,4,2,3,4,2,,1,1,,4,1
603,20220801,,2,4,3,4,2,4,3,1,4,1,1,,4,2
604,20220802,4,4,4,2,4,2,3,3,1,,1,1,4,3,2
605,20220803,4,3,4,1,3,2,4,3,1,,1,2,4,4,2
606,20220804,,4,4,1,3,2,4,3,1,4,1,2,3,4,2
607,20220805,4,4,,1,3,2,4,3,1,4,1,2,4,,2
608,20220808,4,,,2,4,2,4,3,1,4,1,2,3,4,1
609,20220809,4,4,,1,4,2,3,4,1,4,1,2,,3,2
610,20220810,4,3,,2,4,2,4,3,1,,1,2,4,4,1
611,20220811,4,3,,2,,2,4,3,1,4,1,2,4,4,1
612,20220812,4,2,,4,4,1,4,3,1,3,2,2,,4,1
613,20220815,4,3,4,3,4,2,3,2,1,4,1,2,,4,1
614,20220816,4,3,4,4,4,2,2,3,1,4,1,2,,3,1
615,20220817,4,2,4,4,4,2,3,3,1,4,1,2,,3,1
616,20220818,4,3,,4,4,2,3,2,1,4,1,2,,4,1
617,20220819,4,2,4,3,4,2,3,3,1,4,1,2,,4,1
618,20220822,4,2,3,4,4,1,3,3,1,,1,2,4,4,2
619,20220823,4,2,2,4,4,1,3,3,1,,1,2,4,4,3
620,20220824,3,2,2,4,4,1,4,3,1,,1,2,4,4,3
621,20220825,2,2,2,4,4,1,4,3,1,4,1,4,,3,3
622,20220826,1,2,3,4,3,1,4,2,1,4,2,4,,3,4
623,20220829,2,2,4,4,3,1,3,1,2,4,1,4,,4,3
624,20220830,2,3,2,4,3,1,2,1,1,,3,4,4,4,4
625,20220831,2,3,4,4,2,2,1,1,1,4,4,4,3,3,
626,20220901,2,3,3,4,2,2,1,1,1,4,4,4,4,3,
627,20220902,3,4,2,3,2,2,1,1,1,4,4,4,4,3,
628,20220905,3,2,4,4,3,1,1,2,1,4,3,4,4,2,
629,20220906,3,2,,4,3,1,1,3,2,4,2,4,4,1,4
630,20220907,4,2,4,4,4,1,1,3,2,,1,3,4,2,3
631,20220908,,3,4,4,4,2,1,2,2,4,1,3,4,1,3
632,20220909,,3,4,4,4,1,1,2,1,4,2,3,4,2,3
633,20220913,,4,3,4,3,2,1,1,1,2,4,4,3,2,4
634,20220914,,3,4,3,2,2,1,1,1,4,4,4,3,2,4
635,20220915,,4,4,3,2,2,1,1,1,2,4,4,3,3,4
636,20220916,,4,2,2,3,3,1,1,1,2,4,4,4,3,4
637,20220919,4,4,2,2,4,3,1,1,1,3,,4,3,2,4
638,20220920,,3,3,3,4,2,1,1,1,4,4,2,4,2,4
639,20220921,,3,4,4,4,2,1,1,2,4,3,2,3,1,4
640,20220922,4,4,2,1,,1,2,2,1,4,3,3,4,3,4
641,20220923,,4,4,1,4,1,1,2,2,3,2,4,3,3,4
642,20220926,,4,4,2,4,3,1,1,1,4,2,2,4,3,3
643,20220927,,4,3,3,3,4,1,1,1,4,2,4,2,2,4
644,20220928,,4,2,4,2,3,1,1,1,4,3,4,3,2,4
645,20220929,,4,4,3,1,2,3,1,1,4,2,4,3,4,2
646,20220930,4,3,4,,1,2,2,1,1,4,3,4,2,4,3
647,20221010,4,2,3,,1,1,2,1,2,3,4,4,3,4,4
648,20221011,4,2,4,4,1,1,3,1,2,4,2,3,3,,4
649,20221012,4,4,4,3,1,2,4,3,1,4,1,2,3,,2
650,20221013,1,4,3,4,1,3,4,2,1,4,2,3,2,,4
651,20221014,2,3,4,4,1,3,4,3,1,4,2,4,1,,2
652,20221017,3,4,3,2,1,2,4,4,1,,3,4,1,4,2
653,20221018,4,3,3,2,1,3,4,4,1,,2,4,1,4,2
654,20221019,4,4,3,3,1,3,,4,1,4,2,2,2,4,1
655,20221020,4,4,4,3,1,2,4,3,1,,2,3,2,4,1
656,20221021,4,4,4,3,1,2,3,3,1,,2,4,2,4,1
657,20221024,4,4,3,2,1,3,4,4,1,,1,3,2,4,2
658,20221025,4,4,4,2,2,3,2,4,1,,1,3,3,4,1
659,20221026,4,4,4,2,1,3,3,4,1,4,2,3,2,,1
660,20221027,4,4,4,2,1,4,3,3,1,4,2,3,2,,1
661,20221028,4,4,,2,1,4,4,3,1,3,2,3,2,4,1
662,20221031,3,4,,1,1,4,,4,1,2,3,4,2,4,2
663,20221101,2,3,4,1,1,4,4,4,1,3,2,4,3,,2
664,20221102,3,4,,2,1,4,4,4,1,,1,2,3,4,2
665,20221103,2,4,4,2,1,3,4,4,1,,1,3,3,4,2
666,20221104,3,3,4,4,1,2,4,4,1,,1,2,3,4,2
667,20221107,3,4,4,4,1,3,4,2,1,,1,2,2,4,3
668,20221108,3,4,4,4,1,3,4,3,1,4,1,2,2,,2
669,20221109,2,4,4,3,1,2,4,2,1,4,1,4,3,,3
670,20221110,2,3,4,4,1,3,4,1,1,4,2,4,2,,3
671,20221111,2,3,4,4,1,3,2,1,1,4,3,4,2,,4
672,20221114,2,4,4,4,1,3,2,1,1,3,3,4,2,,4
673,20221115,3,4,4,4,1,2,2,2,1,1,3,4,4,,3
674,20221116,4,3,4,3,1,2,2,1,1,2,4,4,3,,4
675,20221117,4,4,,2,1,4,2,1,1,3,4,3,4,,2
676,20221118,4,3,,4,1,4,2,2,1,3,4,4,1,,2
677,20221121,3,3,4,3,1,4,2,2,1,4,1,4,4,,2
678,20221122,3,4,4,4,1,3,2,2,1,4,2,4,1,,3
679,20221123,2,3,4,2,4,4,1,4,1,4,1,3,2,,3
680,20221124,4,3,,4,2,2,1,2,1,3,1,4,4,4,3
681,20221125,3,2,4,,3,2,1,2,1,3,1,4,4,4,4
682,20221128,4,2,,4,3,2,1,1,2,3,1,4,4,3,4
683,20221129,4,3,,,1,2,1,1,2,2,4,4,3,4,4
684,20221130,4,2,,,1,3,1,1,2,2,3,4,4,4,4
685,20221201,4,3,4,,2,2,1,1,1,3,3,4,2,4,4
686,20221202,4,4,3,4,2,2,1,1,1,4,3,4,2,,3
687,20221205,4,4,3,4,2,2,1,1,1,2,3,4,3,4,
688,20221206,4,4,3,4,3,2,1,1,1,2,3,,4,2,4
689,20221207,4,4,3,,1,4,2,1,1,2,3,4,3,2,4
690,20221208,4,,2,4,1,3,2,1,2,4,3,4,3,1,4
691,20221209,4,4,3,,1,2,1,1,2,2,3,4,4,4,3
692,20221212,,4,3,4,1,2,2,1,1,4,3,2,4,3,4
693,20221213,3,4,4,,1,2,2,1,2,4,3,3,4,1,4
694,20221214,2,4,3,4,1,3,2,1,2,,3,4,4,1,4
695,20221215,3,4,2,4,1,2,3,1,1,,3,4,4,2,4
696,20221216,3,4,2,,1,3,2,1,2,4,4,4,3,1,4
697,20221219,3,4,2,,3,3,1,1,2,4,4,4,2,1,4
698,20221220,4,4,4,4,3,2,1,1,1,,3,2,4,2,3
699,20221221,3,4,3,4,2,2,1,1,1,,3,4,4,2,4
700,20221222,2,4,1,4,2,3,3,1,3,,4,4,2,1,4
701,20221223,3,,2,4,2,3,3,1,1,4,4,4,1,2,4
702,20221226,2,4,3,4,2,4,3,1,1,,4,4,1,2,3
703,20221227,1,4,2,4,2,3,4,1,1,,2,3,3,4,4
704,20221228,3,4,2,3,1,2,4,1,1,,2,4,4,3,4
705,20221229,3,4,2,3,1,2,4,1,1,,2,4,4,4,3
706,20221230,4,3,,3,1,2,4,1,1,4,2,4,4,2,3
707,20230103,4,4,4,2,1,3,4,1,1,,2,4,2,3,3
708,20230104,4,4,4,3,1,3,2,1,1,4,3,,2,4,2
709,20230105,,4,3,3,1,4,3,1,1,4,2,4,2,4,2
710,20230106,,4,4,4,2,2,3,3,1,4,1,1,,,3
711,20230109,4,4,4,4,2,2,3,3,1,3,1,1,4,,2
712,20230110,4,4,3,4,2,2,3,2,1,4,1,1,4,,3
713,20230111,4,4,4,4,1,2,3,2,1,3,1,2,4,,3
714,20230112,,4,4,4,1,4,3,2,1,3,1,2,4,,2
715,20230113,4,4,4,4,1,4,2,1,1,2,2,3,3,,3
716,20230116,4,4,4,4,1,4,3,1,1,2,2,2,3,,3
717,20230117,4,,4,3,1,4,4,2,1,2,1,3,4,,2
718,20230118,4,4,4,3,1,3,4,4,1,2,1,3,2,,2
719,20230119,4,,4,2,1,3,4,4,1,1,2,3,3,4,2
720,20230120,4,,4,2,1,3,4,4,1,2,2,3,3,4,1
721,20230130,4,4,3,1,3,2,4,4,1,3,2,2,4,,1
722,20230131,4,4,3,2,4,2,4,3,1,4,1,2,3,,1
723,20230201,,4,4,2,4,2,4,4,1,3,2,1,3,,1
724,20230202,4,4,4,3,2,1,3,4,1,4,2,2,3,,1
725,20230203,,4,4,3,2,2,4,4,1,4,2,1,3,,1
726,20230206,,4,4,3,2,3,4,4,1,3,2,1,2,4,1
727,20230207,,4,,4,3,2,3,4,1,4,2,1,2,4,1
728,20230208,4,3,4,3,2,2,4,4,1,,1,1,3,4,2
729,20230209,4,4,3,2,3,2,4,4,1,4,1,1,3,,2
730,20230210,4,4,3,3,3,2,4,4,1,4,2,1,2,,1
731,20230213,4,4,4,2,3,3,3,4,1,4,1,2,2,,1
732,20230214,4,3,4,4,1,2,3,3,1,4,1,2,4,,2
733,20230215,4,3,4,2,3,3,4,4,1,,1,1,2,4,2
734,20230216,4,3,3,3,2,4,4,1,1,,1,2,4,4,2
735,20230217,4,4,4,2,1,2,4,1,1,,2,3,3,4,3
736,20230220,4,4,4,4,3,2,2,1,1,,3,1,2,4,3
737,20230221,4,4,4,2,3,1,2,3,1,,3,1,4,4,2
738,20230222,4,4,4,1,2,3,2,1,1,4,3,3,4,,2
739,20230223,4,3,4,3,2,2,2,1,1,,4,1,4,4,3
740,20230224,4,4,4,2,4,3,3,1,1,4,2,1,3,,2
741,20230227,3,4,,2,2,2,3,1,1,4,1,3,4,4,4
742,20230228,4,3,,2,1,3,2,1,1,,2,4,4,4,4
743,20230301,3,3,,2,1,3,2,1,1,4,4,4,4,4,2
744,20230302,,2,4,2,3,3,1,1,1,4,3,4,2,4,4
745,20230303,4,4,4,1,3,2,1,2,1,,4,3,2,3,4
746,20230306,4,2,4,1,2,3,1,2,1,,3,4,3,4,4
747,20230307,3,4,2,3,1,3,1,2,1,4,2,4,,4,4
748,20230308,2,3,4,1,2,3,1,2,1,4,3,4,,4,4
749,20230309,4,2,4,2,1,3,1,3,1,4,4,4,,2,3
750,20230310,4,2,,1,1,4,2,3,1,4,4,,3,4,2
751,20230313,4,4,4,2,1,2,1,3,1,4,4,,2,3,3
752,20230314,4,4,4,1,1,3,2,4,1,3,4,,2,3,2
753,20230315,4,3,4,2,1,2,1,3,1,4,4,4,,2,3
754,20230316,4,4,,3,1,3,1,2,1,4,4,4,,2,2
755,20230317,4,4,,3,1,2,1,2,1,4,4,,4,3,2
756,20230320,4,4,,3,2,2,1,1,1,4,4,,3,4,2
757,20230321,4,4,4,2,3,2,3,1,1,4,3,4,1,,2
758,20230322,3,4,,2,3,4,2,1,1,3,,4,1,,4
759,20230323,4,4,,1,3,4,3,2,1,2,,3,1,,4
760,20230324,,4,,2,3,4,3,1,1,3,4,4,1,,2
761,20230327,4,,,3,1,4,3,2,1,2,4,4,1,4,2
762,20230328,4,4,,3,1,4,3,2,1,2,4,4,1,,2
763,20230329,4,4,4,3,1,4,,2,1,3,2,3,1,4,2
764,20230330,3,4,3,4,2,4,,1,1,4,2,3,1,4,2
765,20230331,2,4,3,4,1,3,,1,1,4,2,4,2,4,3
766,20230403,1,,,4,1,4,4,2,1,2,4,3,2,4,3
767,20230404,2,,,2,1,4,4,2,1,1,4,3,4,4,3
768,20230406,1,,,2,1,4,,3,1,3,4,4,3,4,2
769,20230407,3,,,4,1,4,4,2,1,2,4,3,1,4,2
770,20230410,4,4,,4,1,4,3,2,1,,2,3,2,4,1
771,20230411,3,4,,4,1,2,4,1,1,4,2,4,3,,2
772,20230412,4,4,,,2,3,4,1,1,3,3,4,1,,2
773,20230413,4,,,4,2,3,4,1,1,3,3,4,1,,2
774,20230414,,4,,4,1,2,3,1,1,4,3,4,2,,3
775,20230417,,4,4,4,1,1,3,2,1,2,2,4,3,4,3
776,20230418,,4,4,4,1,2,3,1,1,3,2,4,2,4,3
777,20230419,,4,4,4,2,3,2,1,1,3,2,4,1,4,3
778,20230420,4,4,,,2,4,2,1,1,4,2,3,1,4,3
779,20230421,3,4,4,3,1,3,2,2,1,,4,4,1,2,4
780,20230424,2,4,4,4,1,,2,2,1,3,4,3,1,4,3
781,20230425,4,4,,4,1,4,2,2,1,2,3,4,1,3,3
782,20230426,4,2,,4,1,4,3,1,1,3,2,4,2,3,4
783,20230427,,2,4,2,1,3,3,1,1,4,2,4,4,4,3
784,20230428,,4,4,4,1,3,2,2,1,4,3,4,1,2,3
785,20230504,4,3,,4,1,4,2,2,1,3,4,4,2,1,3
786,20230505,,3,,4,3,4,1,1,1,2,4,4,2,2,4
787,20230508,,4,,3,3,4,1,2,1,2,4,4,1,2,4
788,20230509,,3,4,4,3,4,1,2,1,1,4,4,2,2,3
789,20230510,4,3,,4,4,4,2,1,1,3,1,3,2,2,4
790,20230511,,2,,4,4,4,2,1,1,4,2,3,1,3,4
791,20230512,4,1,,4,3,4,2,1,1,4,2,3,2,3,4
792,20230515,,1,4,4,3,4,3,1,2,3,1,2,2,4,4
