,date,大金融,房地产,计算机,节能环保,汽车产业,基建,电池,光伏,家电,饰品,乡村振兴,电子,电力,医药生物,运输业,油气,有色金属,通信,传媒,化工,电网,机械,商贸零售,假期经济,造纸,军工,美容护理,教育,食品饮料,风电,煤炭,体育产业,钢铁,其他,电商,纺织服饰,核电核能,稀土永磁,氢能源,烟草,人形机器人,家居用品,充换电,储能,两轮车,检测服务,食品医疗
133,20200821,2,3,,2,,3,2,4,3,4,4,1,2,3,1,1,4,4,1,4,3,2,4,,3,1,2,4,4,4,4,1,2,3,,1,4,2,1,1,3,3,4,4,,4,4
134,20200824,2,2,4,2,,3,4,,3,4,4,1,1,4,1,2,4,3,1,4,3,1,3,,2,1,2,4,4,3,4,1,2,4,4,2,4,2,1,1,3,4,4,3,,4,4
135,20200825,,2,4,2,,1,4,4,3,3,,1,1,3,1,1,4,4,1,3,4,2,3,,3,1,2,4,4,2,3,1,4,4,,2,3,2,2,1,4,4,4,4,,4,4
136,20200826,,3,4,3,,3,4,4,4,3,4,1,2,3,1,1,,4,1,2,4,2,3,,2,1,1,4,4,1,4,3,4,3,,2,4,2,1,1,4,2,2,4,,4,4
137,20200827,,3,4,2,,3,3,4,3,4,4,1,3,3,1,1,,4,1,4,4,1,2,,3,2,1,4,2,1,4,2,4,4,,2,4,1,2,1,4,2,3,4,,4,4
138,20200828,,3,4,3,,4,4,,4,2,4,2,3,4,1,1,4,4,1,4,4,2,3,,2,1,1,4,1,2,4,3,3,4,,2,,3,2,1,3,2,1,4,,4,4
139,20200831,,4,4,3,4,3,3,4,4,4,4,1,3,2,1,1,3,4,1,4,3,2,3,,3,2,1,4,1,2,,2,2,4,,2,4,2,1,1,4,4,1,3,,4,4
140,20200901,,4,,3,,4,3,3,4,3,4,1,2,2,1,1,4,4,2,3,4,2,4,,4,2,1,4,1,1,4,3,3,3,4,2,4,2,1,1,4,4,1,3,,4,2
141,20200902,,4,4,3,,4,4,4,3,3,4,1,2,1,1,1,4,4,1,3,2,2,,,2,1,1,4,2,4,4,2,4,3,,2,4,3,1,1,3,3,2,4,,4,4
142,20200903,,4,4,3,,3,4,4,4,4,,1,1,2,1,1,4,3,1,2,4,2,4,,3,2,2,4,1,3,4,3,4,3,,1,4,2,2,1,4,2,1,3,,4,4
143,20200904,,4,4,4,,4,3,3,3,4,,1,2,3,1,1,4,3,1,2,4,2,4,,3,2,2,4,1,2,4,2,4,4,4,1,3,1,2,1,4,3,1,4,,4,
144,20200907,,4,4,4,,4,2,2,4,4,4,2,3,3,1,1,,4,1,4,4,3,4,,2,1,1,4,1,2,4,2,3,3,,2,4,1,3,1,3,3,1,2,,4,4
145,20200908,,3,3,4,,4,4,4,4,4,4,2,2,3,1,1,,3,2,4,4,2,,,4,2,1,4,2,1,4,1,3,4,4,2,4,1,3,1,2,,1,3,,3,
146,20200909,,4,4,2,4,3,,4,4,4,3,1,1,2,1,1,4,3,2,3,1,3,4,,4,2,1,,4,2,4,1,3,4,3,2,4,1,2,1,2,4,,4,,4,3
147,20200910,,2,3,1,,3,4,4,4,4,3,1,1,4,1,1,4,3,4,2,2,1,4,,3,1,2,4,,4,4,2,2,2,3,3,,1,2,4,3,4,,4,,4,4
148,20200911,,3,4,2,,2,4,4,4,3,4,1,1,3,1,1,4,1,2,2,1,3,,,3,2,1,4,4,3,4,3,2,4,2,2,4,1,4,1,4,4,,4,,4,3
149,20200914,,4,3,2,,4,4,4,4,3,3,2,1,1,1,4,3,3,1,3,1,3,4,,4,1,1,,,2,4,2,2,4,4,1,4,1,2,2,4,4,4,3,,4,2
150,20200915,,4,4,1,3,4,3,4,4,3,4,1,1,3,1,1,4,2,2,4,1,2,,,3,1,1,4,4,2,4,2,2,3,2,3,4,1,4,2,4,4,4,3,,4,2
151,20200916,,4,4,2,4,2,3,4,3,3,4,1,1,2,1,1,4,3,2,3,1,2,4,,3,4,1,,2,1,4,3,3,3,4,2,,1,4,1,4,4,4,4,,4,2
152,20200917,,4,4,1,3,4,4,4,4,3,4,1,1,3,1,1,,3,2,3,2,1,4,,3,2,1,4,4,2,4,1,3,4,4,1,4,2,2,2,4,4,2,2,,4,3
153,20200918,1,3,3,2,4,4,4,4,4,4,2,1,1,4,1,1,,4,2,4,2,2,3,,3,1,1,4,4,3,4,1,3,4,4,2,4,2,2,1,3,4,3,2,,4,3
154,20200921,,4,4,3,,4,4,4,3,4,4,1,1,2,1,2,4,4,1,4,2,2,3,,2,2,1,,4,1,4,3,3,3,4,2,3,3,4,1,4,,1,2,,,4
155,20200922,,4,,3,,4,4,3,4,4,3,1,1,2,1,4,,4,1,4,2,2,4,,3,1,1,4,4,1,4,3,2,3,4,2,4,2,2,1,3,,3,2,1,4,4
156,20200923,,4,4,2,,4,4,4,3,4,3,1,1,1,1,1,4,4,1,3,2,3,3,,4,2,2,4,4,1,3,3,2,4,2,1,4,2,2,1,4,3,4,3,,,4
157,20200924,,,4,2,,4,4,4,2,4,3,1,1,1,1,3,3,4,1,2,4,2,3,,4,1,3,4,4,1,4,2,4,4,2,1,3,2,1,2,4,4,3,3,,4,
158,20200925,,4,3,2,4,4,4,3,3,,2,1,1,1,1,4,4,4,1,3,4,2,4,,3,1,4,3,2,1,4,2,4,3,3,2,,1,2,1,2,4,3,4,,4,
159,20200928,,3,4,1,4,2,3,2,4,4,3,1,1,3,1,4,4,2,1,2,3,2,2,,3,1,4,4,4,3,4,3,4,3,4,1,4,2,1,1,4,,4,2,,,4
160,20200929,,4,4,1,,2,4,4,4,4,4,1,1,2,1,3,4,3,1,2,2,1,3,,3,1,2,3,,2,4,3,4,2,3,3,4,1,2,1,3,4,,4,,4,4
161,20200930,,4,4,2,,3,3,4,4,4,,1,1,2,1,4,4,2,1,2,3,2,3,,2,1,3,4,4,3,4,2,4,3,1,1,3,2,1,1,4,,4,4,,4,4
162,20201009,,3,3,2,,4,4,3,,4,4,1,1,3,1,4,4,4,2,3,2,1,3,,2,1,1,4,4,2,4,1,4,2,1,2,4,3,1,2,3,,4,4,,4,4
163,20201012,2,2,3,2,,4,4,3,3,,1,1,1,4,1,2,4,3,4,4,3,1,3,,4,1,2,4,4,4,4,1,2,2,3,3,4,1,1,2,2,4,4,4,,4,4
164,20201013,,3,4,3,,4,4,3,4,4,1,1,1,3,1,4,4,3,2,4,3,1,2,,2,1,4,2,4,2,4,1,4,2,1,3,3,2,1,4,2,4,4,4,,2,4
165,20201014,,1,4,4,,,4,4,4,,2,1,1,4,1,4,4,3,2,,4,2,1,,4,1,4,4,2,2,4,3,3,3,2,2,3,3,2,1,3,4,4,3,,1,4
166,20201015,1,3,4,3,,4,4,3,4,,3,1,1,3,1,1,4,3,2,4,2,2,4,,4,1,3,4,4,3,4,1,3,2,2,,4,2,1,2,2,4,4,4,,1,4
167,20201016,1,4,3,2,,,4,3,4,4,2,1,1,2,1,1,4,3,4,4,3,1,4,,3,1,3,3,4,2,4,2,2,2,4,4,4,1,1,3,2,4,4,4,,2,4
168,20201019,1,4,3,3,,4,4,4,4,4,2,2,1,2,1,1,4,4,2,4,3,1,4,,4,1,3,4,4,2,4,2,2,2,3,3,4,1,1,1,2,,4,4,,3,4
169,20201020,1,4,3,3,,4,4,4,3,4,1,1,1,2,1,4,,4,3,4,3,2,4,,4,1,3,,4,1,,2,3,2,4,3,4,2,1,2,2,,4,4,,2,4
170,20201021,,4,3,2,,4,3,1,3,,4,1,1,2,1,4,,4,2,4,2,2,4,,4,1,3,4,4,1,4,2,4,2,2,3,4,1,3,1,3,4,3,4,,4,
171,20201022,,4,3,2,,4,3,2,2,4,4,1,1,2,1,1,,4,3,4,4,3,4,,4,1,4,3,2,1,,1,4,2,1,3,4,4,2,1,2,3,3,4,,4,4
172,20201023,,2,3,2,,4,4,3,4,4,2,1,1,2,1,4,,3,3,4,2,2,3,,4,1,4,3,4,1,4,2,4,1,4,3,4,1,1,1,2,3,3,4,,4,4
173,20201026,,2,3,3,4,4,3,3,4,4,3,1,1,1,1,2,4,4,2,4,2,4,4,,4,2,4,3,1,1,,2,3,3,4,4,4,1,2,1,1,3,2,4,,4,
174,20201027,,2,4,2,,,4,3,3,4,4,1,1,1,1,2,,4,3,4,3,3,4,,4,1,3,4,2,1,4,2,4,3,4,3,4,2,2,1,1,2,1,4,,4,4
175,20201028,,3,4,3,,4,4,4,4,,3,1,1,3,1,2,4,4,1,4,4,1,3,,4,2,2,3,2,1,,2,4,4,4,3,4,1,3,1,2,1,2,4,,4,2
176,20201029,,2,4,4,,4,3,4,4,4,4,1,1,2,1,1,,4,1,4,4,2,3,,3,1,2,,2,1,4,2,3,4,4,4,,3,3,1,2,3,2,4,,4,3
177,20201030,,3,4,4,,4,4,4,4,4,3,1,1,1,1,1,,4,2,3,3,1,2,,2,3,2,4,4,1,4,2,3,4,4,2,,1,2,1,3,4,2,4,,4,3
178,20201102,,3,4,2,,4,4,4,4,4,4,1,1,2,1,1,,3,1,4,3,1,2,,3,2,2,4,4,1,,3,3,2,4,4,,2,3,1,4,4,2,4,,3,4
179,20201103,,2,4,4,4,3,4,3,4,,4,1,1,2,1,1,4,4,3,4,3,1,2,,2,1,1,4,4,1,,2,2,3,2,3,,2,3,1,4,4,3,4,,4,4
180,20201104,,3,4,4,,4,4,4,4,,4,1,1,3,1,1,4,4,2,4,3,2,2,,3,2,1,3,2,1,,2,2,4,3,4,,2,4,1,3,3,1,4,,,4
181,20201105,,1,4,4,,4,4,4,4,4,4,1,1,4,1,1,4,4,2,3,3,1,3,,2,2,2,4,2,1,,3,2,3,2,3,,2,3,1,4,3,1,4,,4,4
182,20201106,,2,4,3,4,3,4,4,4,,4,1,1,3,1,1,4,4,1,4,2,1,3,,3,2,2,,3,1,,2,2,4,3,3,4,2,3,1,4,4,2,4,1,4,4
183,20201109,,3,4,3,4,1,4,,4,,4,1,1,2,1,2,4,3,1,4,4,1,4,,3,2,1,4,2,1,4,2,3,3,4,4,,2,3,1,4,2,2,3,,4,4
184,20201110,,3,4,3,,4,4,4,,4,4,1,1,2,1,1,4,4,1,4,4,1,2,,2,2,2,,2,1,4,3,3,3,4,3,,2,2,1,4,4,3,4,,3,4
185,20201111,,3,4,3,,2,4,4,4,4,4,2,1,1,1,1,4,3,1,4,4,1,1,,2,2,4,3,,1,4,3,4,3,4,2,,2,2,2,4,3,,4,,4,3
186,20201112,,3,4,1,4,3,4,4,4,4,4,3,1,1,1,1,4,4,1,4,4,1,2,,3,2,3,3,,1,,2,4,2,3,3,4,1,2,2,2,2,,4,,4,4
187,20201113,,4,4,2,,1,4,4,4,,3,2,1,2,1,2,4,4,1,4,4,1,2,,3,2,4,4,,1,,1,3,3,,4,4,2,2,1,3,4,4,3,,,3
188,20201116,,3,,2,4,2,4,4,4,,3,3,1,1,1,1,3,3,1,4,4,1,2,,4,2,4,2,,1,4,2,4,2,4,3,4,2,3,1,4,4,4,3,,4,
189,20201117,,3,4,2,,3,,4,4,,4,2,1,1,1,1,3,4,1,4,4,2,3,,3,2,1,2,,1,3,1,4,2,,3,4,2,3,4,2,4,4,4,,4,4
190,20201118,,2,3,3,,2,4,4,4,4,4,3,1,1,1,1,4,4,1,4,4,1,2,,3,3,2,3,,1,,1,4,3,,,,2,2,2,4,,4,3,,4,4
191,20201119,,4,3,2,,2,,4,3,4,4,4,1,1,1,1,4,4,1,4,4,1,3,,2,3,3,2,,1,4,2,4,3,,3,4,2,2,1,2,4,4,4,,4,3
192,20201120,,2,4,2,,1,,4,4,4,4,2,1,2,1,1,4,4,1,4,4,2,2,,3,4,3,4,,1,,3,4,2,,3,4,1,3,1,2,,4,3,,4,3
193,20201123,,3,4,3,3,2,4,4,4,4,4,3,1,1,1,1,4,4,1,3,4,2,2,,3,2,3,3,,1,4,2,4,2,,2,,1,4,1,4,4,,2,,4,4
194,20201124,,1,4,2,4,2,4,4,4,,4,2,1,1,1,1,4,4,1,2,4,2,3,,4,3,4,3,,1,,3,4,3,,3,,1,3,2,3,,,2,,4,4
195,20201125,,2,4,1,,2,4,4,3,4,3,3,1,1,1,1,4,4,1,2,4,2,3,,3,2,3,4,,1,,2,4,3,,3,4,1,2,2,4,,4,4,,4,4
196,20201126,,2,4,2,,2,4,4,4,3,3,2,1,1,1,1,4,3,1,3,4,2,3,,4,2,2,4,4,,4,1,4,4,,2,4,1,1,1,3,4,3,4,,4,3
197,20201127,,2,,3,,2,4,4,4,3,3,1,1,4,1,3,4,2,1,4,4,3,3,,4,3,2,4,4,4,,1,4,4,,1,2,1,1,2,2,3,,4,,4,2
198,20201130,,3,,2,,3,4,2,4,4,3,1,1,4,1,4,4,4,1,2,4,2,2,,4,3,1,4,4,3,3,2,4,3,,1,4,1,1,1,2,4,4,4,,2,3
199,20201201,,2,,2,,2,4,4,4,4,4,2,1,2,1,4,3,3,1,3,4,3,3,,4,2,1,4,4,3,3,1,4,4,,2,4,1,1,1,1,4,4,4,,3,2
200,20201202,,3,,2,,4,4,3,3,4,4,2,1,2,1,4,4,4,1,4,4,3,3,,3,2,2,4,,1,4,2,4,2,,1,,1,1,1,2,3,4,4,,3,4
201,20201203,,4,,2,,3,4,4,4,4,3,1,1,1,1,4,4,3,1,4,4,2,2,,3,3,3,,4,3,2,2,4,2,,1,4,1,1,2,4,,4,4,,2,3
202,20201204,,4,4,1,,2,4,4,3,4,3,3,1,2,1,4,4,3,1,4,4,2,3,,4,2,3,,,2,3,2,3,2,,1,4,1,1,1,4,4,4,2,,,4
203,20201207,,4,4,1,,2,4,4,3,,4,2,1,1,1,3,4,4,2,3,3,2,3,,4,2,2,4,,3,2,3,4,2,,1,4,1,1,1,4,4,4,4,,4,3
204,20201208,,3,4,2,,1,4,4,4,,4,2,1,2,1,3,4,4,1,3,3,3,3,,4,3,2,,,2,4,2,3,2,,1,,1,1,1,4,2,4,4,,4,4
205,20201209,,4,4,1,,1,4,4,3,,4,2,1,3,1,4,4,4,1,3,3,2,4,,3,4,2,,4,1,,2,3,2,,2,4,2,1,1,3,4,2,3,,4,4
206,20201210,,4,4,1,,2,3,4,4,,3,1,1,2,1,4,4,4,1,4,4,2,4,,3,3,1,4,,3,4,2,3,2,,2,,1,2,1,3,2,4,3,,4,4
207,20201211,,4,,2,,1,4,4,4,4,4,1,1,3,1,4,4,4,1,2,3,2,4,,4,2,2,4,,1,4,3,3,4,,2,4,1,2,1,2,3,4,3,,3,3
208,20201214,,4,,3,,1,4,4,3,4,4,1,1,3,1,3,4,3,1,4,4,2,4,,2,2,2,4,4,1,4,2,3,3,4,2,,1,3,1,2,2,1,4,,4,4
209,20201215,,4,,1,,1,4,4,4,4,4,2,1,2,1,4,4,4,1,2,4,2,2,,3,2,1,4,4,1,4,2,4,3,4,3,,2,3,1,3,3,3,3,,4,
210,20201216,,4,4,1,4,2,2,3,4,4,4,1,1,3,1,3,4,4,1,2,4,2,1,,3,3,1,3,4,2,4,4,4,2,4,3,,1,2,1,3,4,3,2,,,4
211,20201217,,3,4,1,4,1,3,3,4,,3,1,1,2,1,4,4,4,1,4,4,2,2,,3,4,2,4,4,2,,2,4,2,,4,,1,3,1,3,4,4,2,,,
212,20201218,,4,4,1,,1,3,4,4,4,3,1,1,2,1,2,3,4,1,3,4,2,2,,2,3,4,4,,4,,3,4,2,,2,,1,3,1,3,4,4,2,,4,4
213,20201221,,,4,1,,1,4,4,4,4,2,2,1,2,1,1,4,4,1,3,4,2,3,,2,3,2,,,4,4,2,3,3,,2,4,1,3,1,3,4,4,3,,4,4
214,20201222,,4,4,1,,1,4,4,4,,3,2,1,2,1,1,4,4,1,3,4,2,2,,3,2,3,,,4,,2,3,3,4,4,4,1,2,1,3,3,4,2,,4,4
215,20201223,1,3,,2,,2,4,,4,4,4,1,1,2,1,1,4,4,1,4,4,2,4,,4,2,2,,,3,4,2,3,3,,2,,1,3,1,4,3,3,4,,4,4
216,20201224,2,3,4,3,,1,4,,4,,,1,1,2,1,1,3,4,1,4,4,3,4,,4,2,2,,,3,4,2,3,4,4,2,,1,2,1,4,3,2,4,,4,4
217,20201225,,2,3,2,,1,4,4,3,4,4,1,1,2,1,1,4,3,1,4,2,3,4,,4,2,3,4,,,4,2,3,4,,2,4,1,3,1,4,2,3,4,,4,4
218,20201228,,3,4,2,3,1,4,4,4,,3,1,1,2,1,1,4,3,1,4,3,2,4,,4,2,3,4,,,4,2,4,3,3,1,,2,2,1,4,2,4,4,,4,4
219,20201229,,4,4,3,4,2,4,4,4,4,3,1,1,1,1,1,4,2,1,4,2,3,4,,2,2,2,3,4,4,3,1,4,3,2,1,4,2,4,1,3,2,3,4,,,4
220,20201230,,3,4,4,,1,2,4,3,4,4,1,1,1,1,2,4,3,1,,3,2,4,,2,2,3,4,,4,4,2,3,4,3,1,4,2,3,1,4,1,2,4,,4,4
221,20201231,,4,4,4,,1,4,4,4,4,4,1,1,3,1,1,4,2,1,,3,2,4,,2,2,2,4,4,3,3,2,4,3,2,1,4,1,3,1,,2,3,4,,4,3
222,20210104,,4,4,2,,1,4,2,3,,4,1,1,2,1,1,4,3,1,4,3,3,4,,3,1,2,4,4,4,4,2,3,3,3,2,,2,4,1,4,2,4,4,,,4
223,20210105,,3,4,2,,1,4,2,3,,4,1,1,3,1,1,4,2,1,4,4,2,4,,4,1,3,4,4,4,4,3,4,2,2,2,4,2,3,1,4,1,4,3,,,3
224,20210106,,4,4,2,,1,4,3,4,,4,1,1,3,1,3,4,3,1,4,3,2,4,,3,1,3,,,4,4,2,4,2,2,2,4,1,2,1,3,,2,4,,4,4
225,20210107,1,3,4,2,,2,4,3,4,4,3,1,1,3,1,3,,3,1,4,3,1,4,,4,1,2,4,4,4,4,1,3,2,3,2,4,1,2,2,2,,4,4,,4,4
226,20210108,2,3,4,2,,1,4,3,4,4,3,1,1,2,1,1,4,3,1,4,2,1,4,,4,1,3,4,,4,4,2,3,4,3,3,4,1,2,2,2,,4,,,4,4
227,20210111,,4,4,3,4,1,4,2,4,4,3,1,1,2,1,2,4,3,1,3,3,1,4,,2,1,2,4,4,,4,1,3,2,4,2,4,1,3,2,3,4,3,4,,4,
228,20210112,,3,4,2,4,2,4,3,4,4,4,1,1,1,1,3,4,2,1,4,4,1,4,,2,1,3,,,4,4,2,3,2,4,3,4,2,1,1,3,,3,4,2,3,4
229,20210113,,3,,2,,2,4,3,2,4,3,1,1,2,1,2,,4,1,4,3,1,4,,3,1,3,4,4,4,4,1,4,3,4,2,4,1,1,2,3,,4,4,2,4,4
230,20210114,,4,4,2,,2,4,3,3,,4,1,1,2,1,2,4,3,1,4,4,1,4,,4,1,3,,,4,3,2,4,2,4,3,,2,1,1,3,,3,4,2,4,4
231,20210115,,4,4,1,,2,3,3,4,,3,1,1,2,1,2,,4,1,4,4,1,4,,3,1,3,4,4,3,4,2,4,2,4,3,,2,1,1,2,4,3,4,2,4,4
232,20210118,,4,4,2,,3,4,2,4,4,3,1,1,2,1,3,4,3,1,3,4,1,4,,3,2,4,,3,3,4,1,4,2,4,2,,2,1,1,1,,4,4,2,4,4
233,20210119,,3,4,1,,1,,3,4,4,4,1,1,2,1,3,4,2,2,4,4,2,4,,4,3,2,,3,1,3,3,,3,4,2,4,2,1,1,2,,4,4,,4,4
234,20210120,,4,3,2,,1,4,3,2,4,3,1,1,2,1,3,4,3,1,4,4,1,4,,4,2,3,,4,3,4,2,4,2,,3,4,2,1,1,4,,2,4,,,4
235,20210121,,4,3,2,,2,,2,3,4,4,1,1,1,1,4,4,3,1,3,4,2,4,,4,1,3,,4,3,4,3,4,2,,3,4,2,1,1,2,,2,4,,4,4
236,20210122,1,4,4,2,4,2,,4,3,,3,1,1,2,1,4,4,3,1,3,4,2,4,,4,1,3,,4,2,4,1,3,3,,4,4,1,2,1,3,,2,4,2,4,4
237,20210125,,3,3,1,4,1,,4,,4,4,1,1,2,1,2,4,2,1,3,4,2,3,,4,3,3,4,4,3,4,2,4,4,,3,,1,2,1,4,,2,,2,4,4
238,20210126,,4,3,1,4,2,,3,4,,4,1,1,2,1,2,4,3,1,3,4,2,4,,3,1,4,4,4,3,4,1,4,3,4,2,4,1,2,1,3,,2,,2,4,4
239,20210127,,4,4,2,4,3,4,3,4,,4,1,1,2,1,2,4,3,1,4,2,2,,,3,1,4,,,4,3,2,3,4,4,2,4,1,1,1,4,,3,4,2,3,4
240,20210128,,2,4,4,4,4,4,3,3,4,2,1,1,3,1,1,4,4,1,3,4,1,4,,4,1,,,,4,4,2,2,3,4,2,4,2,1,1,3,,2,4,2,3,3
241,20210129,,3,4,3,4,4,4,4,4,,4,1,1,3,1,1,4,4,1,4,2,1,4,,4,2,3,,,2,4,2,2,3,4,3,,2,1,1,3,,2,4,2,3,4
242,20210201,,3,3,3,4,4,4,3,4,4,4,1,1,2,1,1,4,2,1,4,4,2,4,,,2,2,,4,2,4,2,3,3,4,3,4,1,1,1,3,,2,4,1,3,4
243,20210202,,4,3,4,4,,4,4,4,,2,2,1,1,1,1,4,3,1,3,2,1,3,,4,2,3,,4,1,4,2,3,2,,2,4,2,3,1,4,,4,4,,4,
244,20210203,,4,3,3,,4,4,3,3,4,2,1,1,2,1,1,4,4,1,4,2,1,4,,4,1,3,4,4,2,,2,4,3,,2,4,1,2,1,3,,3,4,2,4,4
245,20210204,,3,3,3,,,4,4,3,4,3,1,1,1,1,2,4,3,1,3,2,1,4,,4,1,4,4,,2,4,2,4,4,4,2,4,2,2,1,3,,2,4,,4,4
246,20210205,,3,4,2,,,4,3,4,4,2,1,1,2,1,2,,,1,3,3,1,4,,3,1,4,4,4,2,4,2,4,3,4,3,4,2,1,1,3,,4,4,2,4,
247,20210208,,3,3,3,,4,,3,4,4,3,2,1,1,1,1,4,4,1,3,4,1,4,,2,2,4,4,4,2,4,2,3,2,4,3,4,1,2,1,4,,2,4,,4,
248,20210209,,4,3,3,,,4,3,4,4,4,2,1,1,1,2,4,4,1,3,3,2,4,,3,1,4,,4,1,,2,3,2,,2,4,1,2,1,4,,2,4,,4,4
249,20210210,,3,4,2,4,4,4,3,4,4,4,2,1,1,1,3,4,4,1,3,3,2,4,,2,1,3,,4,2,,2,4,3,,2,4,1,1,1,3,4,2,4,,,4
250,20210218,,3,4,2,4,,,3,4,4,4,1,1,1,1,2,4,4,1,4,3,1,3,,4,1,2,,4,2,4,2,4,2,4,3,4,1,2,1,4,3,2,3,,4,3
251,20210219,,4,4,2,,,3,2,4,4,4,2,1,1,1,2,,4,1,3,3,1,4,,4,1,3,4,4,3,4,2,4,2,4,3,4,1,2,1,4,4,2,3,,3,
252,20210222,,4,4,2,4,,4,2,4,4,4,3,1,1,1,2,4,3,1,3,4,2,4,,3,1,2,4,4,1,2,3,3,2,,2,4,1,1,1,4,,4,3,,3,4
253,20210223,,4,4,3,,4,4,2,3,4,3,2,1,1,1,2,4,4,2,4,,1,3,,3,1,4,,3,1,3,2,4,2,,2,4,1,2,1,4,,4,3,,4,4
254,20210224,,4,3,2,4,4,4,3,4,4,4,2,1,1,1,2,4,4,1,3,4,1,3,,4,2,3,,4,1,3,2,4,1,,2,4,2,2,1,3,,4,3,,,4
255,20210225,,3,3,2,4,4,4,3,4,4,3,2,1,1,1,2,4,3,,3,4,1,3,,4,1,4,,4,2,3,2,4,2,,2,4,1,1,1,4,,,4,2,4,4
256,20210226,,3,4,2,4,4,4,3,4,4,3,2,1,1,1,1,4,4,2,4,,1,3,,4,1,3,,3,1,3,1,4,2,,2,4,2,2,1,4,,4,3,2,4,4
257,20210301,1,3,4,2,,4,4,3,3,4,3,1,1,2,1,3,4,3,2,,4,1,4,,4,1,2,,3,2,4,1,4,2,,2,4,2,1,1,4,4,4,4,,4,3
258,20210302,2,3,4,2,,4,4,3,3,4,2,1,1,2,1,3,4,3,2,4,4,1,3,,4,1,2,4,4,1,4,1,4,2,,3,,2,1,1,3,4,4,4,,3,4
259,20210303,,4,3,2,,4,4,2,4,3,2,3,1,1,1,3,4,4,1,4,4,1,2,,4,1,3,4,4,2,,1,4,2,,3,4,3,2,1,2,,,3,,4,4
260,20210304,,4,3,1,,4,4,2,4,4,3,1,1,1,1,3,4,4,2,4,3,2,4,,4,1,3,4,,2,3,1,4,2,,2,4,2,2,1,3,,,3,,4,4
261,20210305,,4,4,2,,,4,2,3,4,2,2,1,2,1,2,3,4,1,4,4,3,3,,3,1,4,4,3,1,3,2,4,1,,4,4,4,1,1,2,,4,3,,4,4
262,20210308,,4,3,2,4,3,4,3,4,3,3,1,1,1,1,1,4,4,1,2,4,2,4,,4,1,4,4,4,,4,2,2,2,,3,4,2,1,1,2,4,,3,,4,3
263,20210309,,2,4,4,4,,4,1,4,4,2,1,1,3,2,2,4,4,1,2,4,2,2,,4,1,3,4,,4,4,1,3,1,,3,4,4,1,3,2,3,,3,,4,3
264,20210310,,3,4,2,4,,4,3,4,4,3,2,1,3,1,1,4,4,1,2,,3,4,,4,1,4,4,,,3,1,3,1,,2,3,2,1,2,2,4,4,4,,4,2
265,20210311,,3,3,1,,4,4,4,3,3,3,2,1,1,1,1,4,3,2,4,,2,4,,4,1,1,4,4,,,2,4,2,,3,4,2,1,2,2,4,,4,,4,4
266,20210312,,3,4,1,4,4,,3,4,4,2,2,1,1,1,1,4,3,1,4,4,2,4,,2,1,4,3,,,3,2,4,2,,2,,3,2,1,3,4,4,4,,4,3
267,20210315,,4,3,2,,4,4,2,4,3,1,1,1,2,1,2,4,3,2,4,4,1,4,,4,1,4,3,,,3,2,3,3,4,1,4,4,1,2,3,2,,,,4,4
268,20210316,,2,4,1,3,4,,3,4,3,3,1,1,1,1,2,4,4,2,2,4,2,4,,4,1,3,2,,,4,1,4,4,4,2,4,4,1,1,2,3,4,4,,3,3
269,20210317,,3,4,1,4,4,4,2,4,3,2,1,1,2,1,2,4,4,1,3,4,1,4,,4,1,3,4,,,4,1,3,3,,2,4,3,1,2,2,4,4,,2,4,3
270,20210318,,3,4,2,4,4,4,2,3,4,2,1,1,1,1,2,4,2,1,4,3,1,4,,3,1,2,4,,,3,2,4,3,,3,4,4,1,1,4,4,4,,2,3,4
271,20210319,,3,4,1,,,4,2,4,4,2,1,1,1,1,2,4,3,1,2,3,1,4,,4,1,4,3,,,2,2,4,4,4,3,,4,3,2,3,,,4,,4,3
272,20210322,,3,3,1,4,4,4,3,4,4,1,1,1,1,1,3,4,4,1,2,4,2,3,,4,1,4,3,4,4,3,2,4,4,,2,,,2,2,2,4,,4,,3,2
273,20210323,,2,4,1,4,4,4,3,4,3,3,1,1,1,2,2,4,3,1,3,,1,4,,3,1,4,4,,,4,2,4,4,,2,,4,2,1,3,,,4,,3,2
274,20210324,,3,4,1,4,4,4,3,4,4,2,1,1,2,1,2,4,2,1,4,4,1,3,,3,1,,3,4,4,3,1,3,4,,2,,4,2,1,2,3,4,4,,4,2
275,20210325,,3,4,3,4,4,4,3,4,,2,1,1,2,1,2,4,3,1,4,4,1,4,,3,1,4,2,4,,4,2,3,4,,2,4,,2,1,2,3,,,,4,1
276,20210326,,2,4,2,4,3,4,3,4,4,2,1,1,1,1,2,4,3,1,4,4,1,4,,4,1,4,3,,,4,2,3,3,,3,,4,2,1,2,4,,4,,2,3
277,20210329,,2,4,3,,4,4,2,4,4,2,1,1,2,1,1,4,3,1,3,4,1,3,,4,1,3,4,,4,3,2,2,2,,2,4,4,3,4,4,,4,4,,3,1
278,20210330,,2,4,2,,4,4,4,3,4,3,1,1,1,1,1,4,2,1,3,3,1,3,,3,1,3,3,4,,4,2,4,4,,2,,4,2,2,4,,4,4,,2,4
279,20210331,,2,3,2,,3,4,4,4,4,2,1,1,1,1,1,4,2,1,4,4,1,4,,4,1,3,3,,4,3,2,3,4,,2,,,3,2,3,4,4,4,,4,2
