,date,大金融,地产基建,大科技,公用事业,新能源,大消费,乡村振兴,汽车产业,医药生物,运输业,周期,高端制造,军工,社会服务,其他
193,20201123.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,1,3,4,1.0,2.0,4.0,2.0,4.0
194,20201124.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,2,3,4,1.0,1.0,4.0,2.0,4.0
195,20201125.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,2,2,4,1.0,1.0,4.0,2.0,4.0
196,20201126.0,4.0,4.0,3.0,3.0,4,1.0,4.0,2,2,3.0,1.0,1.0,4.0,2.0,4.0
197,20201127.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,2,2,3.0,1.0,1.0,4,3.0,4.0
198,20201130.0,3.0,4.0,4.0,2.0,4.0,1.0,3.0,3,1,2.0,2.0,1.0,4,4.0,4.0
199,20201201.0,3.0,4.0,4,3.0,4.0,1.0,3.0,2,1,1.0,2.0,2.0,4.0,4.0,4.0
200,20201202.0,3.0,4,4.0,3.0,4.0,1.0,2.0,2,1,1.0,3.0,2.0,4.0,4.0,4.0
201,20201203.0,2.0,4.0,4,3.0,3.0,1.0,4.0,2,1,1.0,3.0,2.0,4.0,4.0,4.0
202,20201204.0,2.0,4,4,2.0,2.0,1.0,4.0,1,1,4.0,3.0,3.0,4.0,4.0,4.0
203,20201207.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,1,2,4.0,2.0,3.0,4.0,4,4.0
204,20201208.0,1.0,4,4.0,2.0,3.0,2.0,3.0,1,1,4.0,2.0,3.0,4.0,4.0,4.0
205,20201209.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,1,1,4.0,2.0,3.0,4.0,4,3.0
206,20201210.0,3.0,4,3.0,2.0,2.0,2.0,4.0,1,1,4.0,1.0,3.0,4.0,4.0,4.0
207,20201211.0,1.0,4,4.0,3.0,2.0,1.0,3.0,1,2,3.0,2.0,4.0,4.0,4.0,4.0
208,20201214.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1,1,4.0,1.0,3.0,4.0,4,4.0
209,20201215.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,1,2,4.0,1.0,3.0,4,4,4.0
210,20201216.0,2.0,4,3.0,2.0,1.0,3.0,4.0,1,2,4.0,1.0,4.0,4.0,4.0,3.0
211,20201217.0,2.0,4.0,4,3.0,1.0,2.0,4.0,1,2,3.0,1.0,3.0,4.0,4.0,4.0
212,20201218.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,1,2,4,1.0,2.0,4.0,4.0,4.0
213,20201221.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,1,2,4.0,1.0,3.0,4,4.0,4.0
214,20201222.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,1,3,4,1.0,3.0,4,4.0,4.0
215,20201223.0,2.0,4.0,4.0,1.0,2.0,3.0,4,1,3,4,1.0,3.0,4,4.0,4.0
216,20201224.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,2,2,4,1.0,3.0,4,4.0,4.0
217,20201225.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,3,2,4,1.0,4.0,4,4.0,3.0
218,20201228.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,2,3,4.0,1.0,4.0,4,4.0,3.0
219,20201229.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,1,3,4.0,1.0,4.0,4,4.0,3.0
