,date,成交量,1,2,3,4,5,6,7,7+,涨停数,跌停数,炸板率,连板高度,连板股数,连板溢价,l_emo,l_bar,h_bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
268,20210208,8059.298660250001,50,5,3,0,0,0,0,0,58,20,0.275,3,58,2.641357142857143,13.274256505576208,22.98982397606995,10.0,0.5453250891690544,0.535393818544367,18.099589159092595,0.4167497507477568,22.290088594792167,0.6261216350947159,42-58%
269,20210209,8370.49423789,54,10,3,2,0,0,0,0,69,4,0.188235294117647,4,69,5.514475,19.82037037037037,22.987195121951217,10.0,0.1504474970920313,0.5064805583250249,17.208052243172816,0.3788634097706879,22.301541215874792,0.6271186440677966,42-58%
270,20210210,8750.312157710001,30,7,2,3,0,0,0,0,42,10,0.2075471698113207,4,42,1.355033333333333,14.539760147601475,22.97077367433593,10.0,-0.8954159267022526,0.4396809571286141,16.594193945974467,0.35194416749750745,21.745662157734024,0.5922233300099701,42-58%
271,20210218,10848.37839131,87,6,5,2,2,0,0,0,102,4,0.2661870503597122,5,102,9.046666666666669,25.961029411764706,22.954352226720644,9.5,0.185693541377713,0.5114656031904288,20.185891118286186,0.5224327018943171,22.143522813351233,0.6151545363908275,42-58%
272,20210219,10421.7968454,76,17,4,3,1,2,0,0,103,4,0.0803571428571428,6,103,8.792959999999999,30.599908424908424,22.97077367433593,9.0,2.438775597136978,0.6410767696909272,26.219362602726303,0.7876370887337986,22.924546075793728,0.6600199401794616,58-90%
273,20210222,12926.26085668,50,17,10,1,2,1,2,0,83,7,0.5059523809523809,7,83,6.986833333333333,30.1257299270073,22.987195121951217,9.0,4.472765119620494,0.7407776669990029,29.70255071132889,0.8713858424725822,23.047296964363603,0.6650049850448654,58-90%
274,20210223,10210.39709591,35,6,5,4,1,1,1,1,54,2,0.217391304347826,8,54,3.219236363636364,25.786818181818184,22.98982397606995,9.0,4.720270695560927,0.7507477567298105,28.352819209987096,0.8464606181455633,22.863481497121818,0.6560319042871385,58-90%
275,20210224,10633.73148027,35,5,1,0,2,1,0,1,45,15,0.2105263157894736,9,45,1.341615789473684,19.778260869565216,22.992452830188682,9.0,4.274291408572598,0.728813559322034,23.88401808588904,0.7038883349950149,22.498929479126762,0.6400797607178464,58-90%
276,20210225,9337.22582876,32,9,1,0,0,0,0,1,43,3,0.3582089552238806,10,43,-1.4682600000000003,18.058754512635378,22.98982397606995,9.0,2.746434304447874,0.6620139581256231,19.94875426470798,0.5164506480558325,21.76882434065102,0.5952143569292123,58-90%
277,20210226,9064.03744212,30,5,5,1,0,0,0,1,42,5,0.3,11,42,5.615990909090909,21.268525179856113,22.987195121951217,9.0,2.2133063806668147,0.6261216350947159,19.680832999743664,0.4975074775672981,21.638797290076973,0.5882352941176471,58-90%
278,20210301,8729.15638878,74,9,1,3,1,0,0,0,88,5,0.2072072072072072,5,88,2.348141666666667,21.991666666666667,22.97077367433593,9.0,2.0674941785824004,0.6161515453639083,21.09439471166749,0.584247258225324,22.141539080659378,0.6141575274177468,58-90%
279,20210302,9172.41260178,28,7,3,0,0,0,0,0,38,13,0.3333333333333333,3,38,-1.0349928571428575,10.610714285714284,22.954352226720644,9.0,-0.31021201606798243,0.48055832502492524,17.046290681740324,0.36989032901296115,21.522206892014687,0.5812562313060817,42-58%
280,20210303,8629.09599491,70,7,3,2,0,0,0,0,82,1,0.1368421052631579,4,82,4.985809999999999,21.44261565836299,22.89865047233468,9.0,-0.3273865419028219,0.47856430707876374,16.921415226232845,0.3649052841475573,21.755769293784013,0.5932203389830508,42-58%
281,20210304,9717.74398163,27,12,3,0,2,0,0,0,44,9,0.2280701754385964,5,44,3.888425,16.998758865248227,22.842948717948715,9.0,-0.7421573736685794,0.44865403788634095,17.92919131539191,0.4087736789631107,21.34443489638204,0.572283150548355,42-58%
282,20210305,8762.12833465,51,8,1,0,0,1,0,0,61,9,0.1527777777777778,6,61,-1.9225058823529413,17.669346289752653,22.78397435897436,9.0,-1.125737200195502,0.4277168494516451,17.950337039629822,0.4107676969092722,20.82579528296405,0.5284147557328016,42-58%
283,20210308,9789.36638631,41,9,3,1,0,0,1,0,55,20,0.3209876543209876,7,55,3.47441,18.399295774647886,22.725,9.0,-1.6792123603251063,0.4077766699900299,17.878986707157463,0.40578265204386843,20.085211379910696,0.48454636091724823,10-42%
284,20210309,9864.28894847,18,13,3,2,0,0,0,0,36,34,0.320754716981132,4,36,-0.0524,12.909210526315789,22.675,9.0,-2.442234041539109,0.3708873379860419,15.95651712137246,0.31106679960119643,19.164544258849034,0.4396809571286141,10-42%
285,20210310,7495.54407321,29,1,3,1,0,0,0,0,34,13,0.32,4,34,-2.9925777777777776,9.867482517482518,22.625,9.0,-4.360260007092654,0.2721834496510469,12.439988909811465,0.15353938185443672,18.442685678927813,0.3988035892323031,10-42%
286,20210311,8037.284438680001,63,3,0,3,1,0,0,0,70,0,0.2134831460674157,5,70,8.138679999999999,20.40731707317073,22.578614457831325,9.0,-3.4963067501138525,0.3240279162512463,14.803171404975,0.2562313060817547,18.458128627521777,0.39980059820538383,10-42%
287,20210312,8167.52142907,33,11,2,0,2,0,0,0,48,3,0.4074074074074074,5,48,3.354857142857143,16.00625,22.53222891566265,9.0,-3.501373945470366,0.3230309072781655,16.95588838371994,0.3668993020937188,18.085311552264073,0.3808574277168495,10-42%
288,20210315,8068.197133019999,36,6,3,0,0,2,0,0,47,11,0.3188405797101449,6,47,3.202613333333333,15.994117647058822,22.468141484858354,9.0,-3.7066126498552663,0.3080757726819542,16.66125381097561,0.3549351944167497,17.89021802777249,0.36390827517447655,10-42%
289,20210316,7353.01205054,54,7,0,3,0,0,2,0,66,5,0.1851851851851851,7,66,6.912163636363635,22.430172413793105,22.404054054054058,9.0,-2.4230146084182813,0.3728813559322034,18.73126077586207,0.4516450648055832,18.493863199730164,0.4017946161515453,10-42%
290,20210317,7105.719866730001,40,9,5,0,1,0,0,1,56,4,0.2222222222222222,8,56,5.265475,21.79888316151203,22.41711323392358,9.0,-1.1051365732149527,0.42871385842472587,21.196466266563508,0.5912263210368893,18.709521120254408,0.41475573280159517,42-58%
291,20210318,7365.16493554,48,5,2,3,0,0,0,1,59,3,0.1917808219178082,9,59,2.79643125,22.032534246575345,22.404054054054058,9.0,-0.47028811607664167,0.4675972083748754,21.992878260506103,0.6251246261216351,18.828007395371422,0.419740777666999,42-58%
292,20210319,7718.270780649999,38,12,1,2,0,0,0,1,54,5,0.2702702702702703,10,54,3.486636363636364,21.51774744027304,22.392849811837156,9.0,0.13471260052372713,0.5034895314057827,21.77870219113737,0.6181455633100699,18.751426020067363,0.4177467597208375,42-58%
293,20210322,7596.84707078,64,10,6,0,2,0,0,1,83,3,0.2019230769230769,11,83,7.12579375,29.376870748299318,22.381645569620254,9.0,1.9802747604712714,0.6111665004985045,24.935092867129555,0.7457627118644068,19.22482326646721,0.4436689930209372,58-90%
294,20210323,7883.94121158,30,15,1,3,0,0,0,1,50,28,0.3506493506493506,12,50,0.788021052631579,21.393644067796615,22.392849811837156,9.0,2.169425934121527,0.6221335992023929,24.80513091288173,0.7417746759720838,19.48581048769826,0.45463609172482555,58-90%
