,2,3,5,7,10,20
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
2,14.278696358551208,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
3,15.300617245068054,14.831895459165224,-9999.0,-9999.0,-9999.0,-9999.0
4,14.68743020171226,14.679267077722457,-9999.0,-9999.0,-9999.0,-9999.0
5,14.222347693492853,14.794329682459654,14.588076352896277,-9999.0,-9999.0,-9999.0
6,15.700077995388078,14.945574244602474,15.087591444788705,-9999.0,-9999.0,-9999.0
7,16.820856714011093,16.216614023992207,15.604940495080228,15.22601359892908,-9999.0,-9999.0
8,16.656390025965408,16.56826913291751,15.629900557147646,15.535819610839193,-9999.0,-9999.0
9,17.604418212007758,17.486174168405327,16.771735699198427,16.176219842773808,-9999.0,-9999.0
10,18.56483852907019,17.730923676290246,17.366896891378584,16.468454263411232,15.977486622137429,-9999.0
11,16.631542569177274,17.469609197213238,17.14432152871411,16.731680519192384,16.115956486751408,-9999.0
12,15.311149072337113,16.20207758317648,16.763013834708993,16.77954037165245,16.183977164894607,-9999.0
13,14.47004717638637,14.739748295424024,16.269784388882492,16.380243142334752,15.949842473015071,-9999.0
14,12.53823714412923,13.473207299811117,14.736541407557581,15.555934780257632,15.754138553378008,-9999.0
15,11.085276637448409,11.922500005498222,13.277959632233777,14.788496459901323,15.322428261806184,-9999.0
16,10.20253068856032,10.628196307927086,12.1649366553108,13.441109773558363,14.654629092012453,-9999.0
17,9.864469898675035,10.139988508528758,11.099287962768946,12.302676851216992,13.931150898738968,-9999.0
18,9.920896777381106,9.851943067882216,10.345276495708692,11.523782404473744,13.307530442295592,-9999.0
19,10.195085330394605,10.135024936418281,10.162027237275096,10.840944353519136,12.449284322416338,-9999.0
20,10.637773100486186,10.367478535756318,10.166275080923803,10.42884695421655,11.72211735657879,13.84980198935811
21,11.460716451781959,11.16157138601885,10.66530154256375,10.533081298562772,11.415119098937277,13.765537792844338
22,11.891926934003388,11.498706271495507,10.977257895055144,10.659318467517968,11.038272928912047,13.611125046903329
23,12.488243661586536,12.395218426752415,11.692240296245924,11.186142147998833,11.018758395977308,13.484300434496188
24,12.547169039183743,12.223007996430029,11.918091378570802,11.425803936234745,11.040059307922949,13.397098930650476
25,11.835940695688727,12.357894267875972,12.171507334326938,11.733297553229582,11.168891207625371,13.245659734715776
26,11.384766849204986,11.487356788175665,11.887711537540014,11.76571294160914,11.276506540051882,12.965567816032168
27,11.877958243176561,11.91175373720452,12.16591985799621,12.087636165426831,11.571588876525677,12.751369887632322
28,11.533367782399663,11.28564151264962,11.505761185865264,11.786470464642772,11.599000741055594,12.45326559167559
29,10.627721689007979,11.407056963739848,11.398140917925904,11.726434666856715,11.658116148248352,12.053700235332343
30,11.899477399671893,11.299987616979841,11.531175867458531,11.618251532667157,11.851341600892734,11.786729478735761
31,10.987749322021024,11.043311323487423,11.239333907052318,11.280886176238797,11.563522722296167,11.489320910616721
32,10.422237828410799,11.16299837658172,10.948887701552223,11.214336427730606,11.557403779774216,11.297838354343131
33,10.892765862031617,10.372170298393904,10.983093138905101,11.140314465617832,11.24442716238518,11.131592779181243
34,9.740140055775099,10.331258865751105,10.593855048259073,10.603531231330189,10.995997983092488,11.018028645507716
35,9.507222562198098,9.76216012091877,10.026191203915582,10.561415831274527,10.778683535687057,10.973787371656213
36,9.998334395006726,9.734971221067845,10.198089077453353,10.423706290186972,10.718711492252835,10.997609016152358
37,10.051897396216217,9.969998347879518,9.87805503103775,10.033535830287192,10.413471366294988,10.992530121410331
38,10.519321899423609,10.409704112551518,10.048711492410153,10.28986988373057,10.515902315657625,11.057451528356607
39,11.436127853550797,10.92852732024223,10.556450150148029,10.323218694612905,10.57515259920355,11.116634373725951
40,12.042860067695479,11.737012560204361,11.062966494609103,10.618468228205959,10.544578849262342,11.197960225077539
41,11.557597600413398,11.620711120902088,11.180155432310697,10.842492278795277,10.689122254882026,11.126322488589096
42,11.864845597435542,12.022824389460856,11.788145775096833,11.29207480970237,10.833100403067291,11.195252091420755
43,12.391726313846064,11.853288618335812,11.929117198079677,11.526318541320801,10.988914345244915,11.116670753815047
44,12.09939620115112,12.384023456619337,12.05345311413696,11.8770744682552,11.304951632142494,11.150474807617492
45,12.208729842178563,12.082544781497829,11.995465107872914,12.009006524965073,11.529215801241007,11.153949668464033
46,11.28681406401522,11.64741529006544,11.945139699577691,11.834413385530748,11.562647565944193,11.140679529098515
47,12.421535303147628,12.297304182828833,12.218140990157748,12.117199449379976,12.00314338262729,11.208307374461139
48,13.257266077491082,12.346439446940453,12.291355605035697,12.32003295041009,12.110236401557689,11.313069358607656
49,12.614322018735455,13.182309485975656,12.424111317191484,12.331335569751378,12.238782215664223,11.406967407433886
50,14.248488268905755,13.564408090779205,13.107258975726575,12.850536366141428,12.551362041799743,11.547970445531043
51,13.952809736761296,13.646005258822468,13.490509586289912,12.86088229421143,12.717824642933802,11.703473448907912
52,12.493297030376596,13.483724765206631,13.135963666618162,12.931841277055153,12.677052328387955,11.755076365727621
53,11.590814447497609,11.874222711217037,12.823928934292525,12.947739546634969,12.557642269664111,11.773278307454513
54,11.225733330993949,11.665673828028398,12.580528191521557,12.59018357072553,12.50231975435652,11.903635693249507
55,11.34891121727755,11.111298835817673,11.664098113641241,12.402495300859675,12.385678544683909,11.957447172962457
56,11.473528241929856,11.587483024316564,11.588815593588981,12.264242491638214,12.539662589939448,12.05115507794182
57,13.035041609973806,12.317504355137578,11.880795945480127,12.055796255450545,12.508379806049145,12.255761594338216
58,13.866832784125423,13.266097402215147,12.499222928240107,12.239677648027964,12.661575931266315,12.385906166412003
59,12.395152024740291,12.931920210344535,12.348563422978662,12.027754825268746,12.46454580725011,12.351664011457165
60,11.372451701986847,12.15770413022384,12.508639122123828,12.177288292167747,12.086368617882533,12.31886532984114
61,10.540140484270516,10.714125343774597,11.975208319914927,11.831871154776335,11.782011956751955,12.249918299842879
62,10.697899647507167,11.026202545401759,11.573782337137171,11.991284986519068,11.727289141308649,12.2021707348483
63,12.432680704724874,11.42094467893328,11.401547488154709,12.105914715574912,11.950385208197407,12.254013738930757
64,11.815970362607022,11.876755797626096,11.342109672283865,11.642978915842843,11.845336547631263,12.173828150993891
65,9.80640374956412,10.826614080304582,10.775128307185616,10.945792134271683,11.641883714654721,12.013781129669315
66,9.814706002153871,10.131439329245426,11.051935879437206,10.905708623675293,11.513572099676065,12.026617344807757
67,12.435622151839404,11.239715273126171,11.47021730891851,11.24955511994384,11.52199982302784,12.015189814538491
68,12.996959110317128,12.258476236414097,11.277647241674106,11.607656802545756,11.339597364914408,12.000586648090362
69,11.791241450476448,12.55740557200789,11.460325744066282,11.56193849222078,11.401217708175071,11.93288175771259
70,11.671617724595635,11.749139951584917,12.023732831686711,11.390210236794543,11.399430569436165,11.742899593659349
71,10.583176789084629,10.948217357852888,11.767714058838584,11.209711756928666,11.409824969137894,11.595918462944924
72,8.982669240922924,9.876758478549236,10.64255166732012,11.154857520039915,11.056384488119317,11.391836814713983
73,8.56051563319685,8.874149296920365,9.993136667990473,10.851371651512375,10.63539195483229,11.292888581514848
74,8.719741165234975,8.634468062649468,9.413951553223532,10.093177238152935,10.437138648644908,11.141237598138087
75,8.181978760854967,8.340355643541727,8.597281082494206,9.475662980237471,10.31050695709046,10.97619533587259
76,7.657334301906394,8.032347175122498,8.243614558352238,8.912060909990064,10.005664308595412,10.759618204135737
77,8.571857980340964,8.241766853612386,8.432956578261422,8.59001733902185,9.537754122790773,10.529876972909305
