,date,1,2,3,4,5,6,7,8,>9,>7,semo,bar,weighted_emo,weighted_emo_R,short,short_R,long,long_R,position
20,20200306,5.549320896201818,4.509320091113504,1.9041643407390865,1.6270874758921765,1.5992656277986743,1.283491066790143,1.2663230240549828,1.2598665925514174,2046,218,23.43088318322955,13.26694723747989,5.928023181840443,0.980980980980981,21.285898139932172,0.994994994994995,14.987952389349424,0.8838838838838838,>90%
21,20200309,4.615194750466559,4.185904480275997,1.9035431772400453,1.337501293249974,1.3028080875742565,1.207920792079208,1.1618185017457097,1.1574739767872255,1167,332,18.83841434319779,13.413085681016517,7.350333147320539,0.990990990990991,22.275668947654687,0.998998998998999,15.763217382265672,0.9409409409409409,>90%
22,20200310,4.170833561343986,3.757418307778019,1.456064174271416,1.4210526315789471,1.375837285258244,1.3431821932433206,1.277972272790926,1.2240702858879398,1565,212,16.95760685278142,13.55922412455314,7.666666443985429,0.991991991991992,21.189567154915792,0.993993993993994,16.154561882267394,0.963963963963964,>90%
23,20200311,3.2303162947441724,2.908886259184853,1.6384364820846904,1.5629336673185628,1.5389293162031703,1.4304382699916185,1.313602437592598,1.1221374045801524,1225,363,18.76786518256251,13.577998922803406,7.168203147414422,0.988988988988989,18.727941485775595,0.9819819819819819,16.302041411586266,0.972972972972973,>90%
24,20200312,3.230642043142044,2.655070984782544,1.91473627724212,1.4225193898285684,1.4059405940594063,1.3381018639301967,1.2424266217121218,1.1514195583596214,1110,434,16.381554453089826,13.596773721053673,7.037583709213353,0.986986986986987,18.00908776650084,0.972972972972973,16.648157152662023,0.978978978978979,>90%
25,20200313,2.608636782890866,2.142098943979044,1.6072068786363838,1.5681063122923593,1.4223507144761918,1.1147336708780895,1.0314752354694696,1.016473780386511,985,602,15.646290902266308,13.75749832638856,6.616022772520713,0.985985985985986,17.482144373069456,0.9669669669669669,16.9940981060924,0.9819819819819819,>90%
26,20200316,1.9521824423737124,1.7044518849206352,1.4653541097309182,1.422503813905084,1.3576235513520714,1.2597402597402598,1.1207808581183851,0.9965635738831612,504,1404,15.88495569400058,13.918222931723449,5.931794079685774,0.9819819819819819,16.427014053410733,0.9469469469469469,17.270135604185857,0.985985985985986,>90%
27,20200317,1.7435942074523534,1.6374646765271763,1.4146788813076596,1.1496815286624202,1.0882502327943793,1.080520438857658,1.064473995398938,0.8914672156294323,426,1673,14.02600114972013,13.97211204072179,5.511468692522998,0.975975975975976,15.858012971376903,0.9259259259259259,17.425032217787823,0.986986986986987,>90%
28,20200318,1.6785675907141533,1.5484915103425778,1.4034814450456357,1.3229553107699332,1.2012779552715656,1.0645370940471652,1.036775711978572,0.9929418619950754,349,1883,12.963972648751811,13.918222931723449,4.799277438519825,0.9579579579579579,15.05910029392125,0.8648648648648649,17.12634332859505,0.984984984984985,>90%
29,20200319,1.5055544673587598,1.3798070586571254,1.3672321737192743,1.3259493670886076,1.1921392455029038,1.18917391479861,0.8892700029936622,0.8175182481751824,333,2073,13.9433138075655,13.930768369644474,3.9149674025484185,0.9229229229229229,13.853482218450663,0.7517517517517518,16.77320244230631,0.980980980980981,>90%
30,20200320,1.4078620158966997,1.331505531505531,1.130695006618197,1.10410094637224,1.0591669537919683,0.9073790228108656,0.8261494252873565,0.7682768256634738,351,1988,13.314145247044388,13.918222931723449,3.4698657321699287,0.8968968968968969,13.539496916392878,0.7247247247247247,16.48273364166863,0.9769769769769769,58-90%
31,20200323,1.998244394645704,1.375697825228849,0.994812966277748,0.9169329073482428,0.9166674405574492,0.6924398625429553,0.6847395789528636,0.61978239046663,235,2515,12.99664928209799,13.75749832638856,2.973179577387363,0.8538538538538538,13.529015995521975,0.7237237237237237,16.028778379803324,0.958958958958959,58-90%
32,20200324,1.8382022839210217,1.222225478130067,0.8491803278688526,0.8460144537391125,0.7997458670648956,0.7211715754262871,0.5933044370936467,0.5610328638497655,298,2142,12.477050800521198,13.596773721053673,2.556070508028979,0.8008008008008007,13.273584746020337,0.6976976976976976,15.750428143886314,0.9379379379379379,58-90%
33,20200325,1.913702451503426,1.7087800264425814,1.038468430798638,0.950905738013398,0.8918988823697573,0.8782051282051282,0.8559073378861455,0.644033958391641,388,1779,11.677838425059782,13.577998922803406,2.1768754101378445,0.7567567567567568,12.823444322169813,0.6416416416416417,15.4433043569278,0.9159159159159159,58-90%
34,20200326,1.5605641043616436,1.546692300419175,1.17375201766634,0.9648020190643742,0.8506175685019726,0.784944182363291,0.6122448979591837,0.5765558056786,307,1940,11.221752148492827,13.55922412455314,1.71734568226365,0.7177177177177176,12.215325313186616,0.5615615615615616,15.059291659839662,0.8898898898898899,58-90%
35,20200327,1.3008303601766902,1.2514940402121946,1.2494388715733935,0.9074243388205154,0.8742703253511899,0.5996015936254979,0.5862988829402938,0.5692335215075135,502,1156,9.902405346546855,13.436684685798763,1.2550328323069948,0.6666666666666667,11.60388361383804,0.4724724724724725,14.815614663841973,0.8718718718718719,58-90%
36,20200330,1.3585406907180957,1.0772157521679513,1.0452884529515076,0.9362237226975754,0.9074435119679172,0.6265709156193895,0.61328125,0.58843537414966,275,2089,12.5986937638935,13.314145247044388,0.6734190035286591,0.5995995995995995,10.729442699150834,0.3463463463463463,14.514503053037048,0.8428428428428428,58-90%
37,20200331,1.0790117898646558,1.045457313154138,1.0216759257995385,0.8500864649443904,0.6479586862045912,0.5816206206818242,0.571917808219178,0.5468451242829826,273,2280,10.816119622015249,13.290546242262138,0.6230102670259008,0.5945945945945945,11.246229944211077,0.41741741741741745,14.2834699699433,0.7957957957957957,58-90%
38,20200401,0.9043145347416436,0.8802406993441341,0.7620851992191986,0.7160975693816185,0.7021337739780156,0.6666666666666667,0.5248226950354611,0.5231181558091353,197,2586,10.312044342977334,13.26694723747989,0.3545867827804301,0.5565565565565566,11.436656490993249,0.4444444444444444,13.861008054835134,0.7617617617617618,42-58%
39,20200402,0.904412127796158,0.8292375498756241,0.7868525896414345,0.6663032752745703,0.6554481597585047,0.5872919042693332,0.5819397993311037,0.5440682389013927,157,2637,11.106387207466346,13.2566636964713,0.010171091960152978,0.5025025025025025,10.869273749705872,0.3683683683683684,13.44230461106499,0.7317317317317318,42-58%
40,20200403,1.025610862770141,1.0142857142857138,0.7687074829931975,0.7662572517416317,0.5529728819268991,0.534219987909256,0.5240322473182755,0.5073687755337155,155,2665,9.700484482380396,13.24638015546271,-0.19918283559501226,0.4574574574574575,10.725251352240852,0.34534534534534533,13.028797349465421,0.6946946946946947,42-58%
41,20200407,1.3423049404199312,1.3205128205128207,1.0212014134275615,0.7529040551595183,0.7446436743353995,0.6756557789918245,0.6661157024793389,0.5798610168571352,321,1613,10.402005950111985,13.12151471878035,-0.48588773919297346,0.41141141141141147,10.389727119631466,0.2992992992992993,12.488596650782188,0.6396396396396397,10-42%
42,20200408,1.4042553191489362,1.230111585593891,0.7652711050102952,0.734006734006734,0.6689075630252099,0.629032258064516,0.6004554469991921,0.5881916702922909,253,1908,10.175803880284136,12.99664928209799,-0.765856298985252,0.3613613613613613,10.209516514929215,0.27627627627627627,12.13983647003296,0.5915915915915916,10-42%
43,20200409,1.3447537473233404,1.0083719030765042,0.684709142311509,0.6496970180194546,0.632952691680261,0.5805422647527911,0.5781171284634761,0.5634828045958982,300,1607,9.760693314378264,12.980310965424902,-0.9021713088895957,0.3373373373373373,10.20064185027541,0.2742742742742743,11.849780776878617,0.5425425425425425,10-42%
44,20200410,1.3177777777777775,1.139865205063202,0.7026289682539684,0.6068376068376069,0.5840130505709626,0.5584403780901599,0.5271828665568368,0.5267846096746258,307,1642,8.707906807286124,12.963972648751811,-1.123859610593815,0.30330330330330335,10.033312200248318,0.25725725725725723,11.515812020522883,0.4704704704704705,10-42%
