,trade_date,ts_code,industry,name,pct_chg,limit_amount,fd_amount,first_time,last_time,open_times,up_stat,limit_times,limit
15,20231214,601949.SH,文化传媒,中国出版,6.9,,,95441,,2,0/0,,Z
16,20231214,603626.SH,消费电子,科森科技,4.56,,,95004,,2,0/0,,Z
17,20231214,603836.SH,物流行业,海程邦达,4.98,,,105015,,4,0/0,,Z
0,20231215,000421.SZ,燃气,南京公用,9.95,,44775180.0,93621,134445,10,4/6,1,U
1,20231215,000524.SZ,旅游酒店,岭南控股,9.96,,59028279.0,93000,93000,0,2/2,2,U
2,20231215,001314.SZ,消费电子,亿道信息,10.0,,66067216.0,102836,102836,0,1/1,1,U
3,20231215,002022.SZ,医疗器械,科华生物,10.02,,87322286.0,111303,111303,0,1/1,1,U
4,20231215,002103.SZ,家用轻工,广博股份,10.01,,88020174.0,135803,135803,0,1/1,1,U
5,20231215,002127.SZ,贸易行业,南极电商,9.89,,27547280.0,144212,145115,2,1/1,1,U
6,20231215,002150.SZ,通用设备,通润装备,10.0,,47411375.0,93236,94418,1,1/1,1,U
7,20231215,002176.SZ,电机,江特电机,9.99,,123158033.0,93933,93933,0,1/1,1,U
8,20231215,002292.SZ,文化传媒,奥飞娱乐,10.04,,225786195.0,103418,103418,0,1/1,1,U
9,20231215,002445.SZ,通用设备,中南文化,9.93,,214994574.0,92500,92500,0,2/2,2,U
10,20231215,002591.SZ,综合行业,恒大高新,10.06,,59259433.0,93227,93442,2,1/1,1,U
11,20231215,002640.SZ,贸易行业,跨境通,9.92,,206343936.0,143833,143833,0,1/1,1,U
12,20231215,002786.SZ,专用设备,银宝山新,9.98,,52716240.0,134600,140436,2,2/4,1,U
13,20231215,002862.SZ,家用轻工,实丰文化,9.99,,18542442.0,132924,133051,1,3/5,2,U
14,20231215,002878.SZ,专业服务,元隆雅图,10.01,,38476075.0,93621,94551,2,1/1,1,U
15,20231215,002893.SZ,公用事业,京能热力,9.99,,120121394.0,93057,93057,0,3/3,3,U
16,20231215,003042.SZ,农药兽药,中农联合,9.98,,46827157.0,131357,131357,0,1/1,1,U
17,20231215,300781.SZ,文化传媒,因赛集团,19.99,,14677470.0,103036,145539,7,1/1,1,U
18,20231215,600099.SH,交运设备,林海股份,10.02,,73533077.0,101612,101612,0,1/1,1,U
19,20231215,600149.SH,电力行业,廊坊发展,10.0,,84326490.0,92500,92500,0,2/2,2,U
20,20231215,600159.SH,房地产开发,大龙地产,9.93,,39094389.0,93027,95003,2,2/4,1,U
21,20231215,600234.SH,房地产开发,科新发展,10.06,,20510014.0,131621,131621,0,2/4,1,U
22,20231215,600255.SH,有色金属,鑫科材料,10.19,,86774359.0,102048,102048,0,1/1,1,U
23,20231215,600358.SH,文化传媒,国旅联合,10.0,,83884991.0,103022,103301,1,1/1,1,U
24,20231215,600579.SH,专用设备,克劳斯,10.0,,3443440.0,92502,144908,6,3/3,3,U
25,20231215,600630.SH,纺织服装,龙头股份,10.01,,94307623.0,100454,140406,1,4/8,2,U
26,20231215,600697.SH,商业百货,欧亚集团,10.04,,29514382.0,110308,111808,2,1/1,1,U
27,20231215,600712.SH,商业百货,南宁百货,9.97,,98021070.0,93019,95216,1,5/5,5,U
28,20231215,600725.SH,煤炭行业,云维股份,10.06,,159322575.0,92502,92502,0,3/3,3,U
29,20231215,600748.SH,房地产开发,上实发展,10.03,,10709042.0,95525,134725,3,1/1,1,U
30,20231215,600791.SH,房地产开发,京能置业,10.02,,64666051.0,92501,92501,0,1/1,1,U
31,20231215,601999.SH,文化传媒,出版传媒,9.95,,21535385.0,100248,105254,2,4/8,1,U
32,20231215,603066.SH,物流行业,音飞储存,10.02,,37175145.0,105816,144010,6,4/4,4,U
33,20231215,603106.SH,计算机设,恒银科技,10.04,,60728596.0,95332,95332,0,1/1,1,U
34,20231215,603153.SH,工程咨询,上海建科,10.0,,10717203.0,93328,145043,21,5/7,4,U
35,20231215,603230.SH,文化传媒,内蒙新华,10.01,,224488174.0,92502,92502,0,2/2,2,U
36,20231215,603392.SH,生物制品,万泰生物,9.99,,49493773.0,95837,95946,1,1/1,1,U
37,20231215,603598.SH,文化传媒,引力传媒,9.99,,70635856.0,100743,104316,7,13/22,3,U
38,20231215,603607.SH,造纸印刷,京华激光,10.03,,65221852.0,140038,140038,0,1/1,1,U
39,20231215,603693.SH,电力行业,江苏新能,9.99,,39351540.0,130010,130010,0,1/1,1,U
40,20231215,603721.SH,文化传媒,中广天择,10.0,,137060368.0,93235,93235,0,10/19,1,U
41,20231215,603789.SH,专用设备,星光农机,10.0,,46860798.0,93034,93034,0,1/1,1,U
42,20231215,605011.SH,公用事业,杭州热电,10.0,,44593255.0,93057,94403,1,2/2,2,U
43,20231215,605488.SH,塑料制品,福莱新材,10.01,,3282459.0,93005,145220,10,3/3,3,U
0,20231215,002316.SZ,互联网服,亚联发展,-9.97,391626199.0,134592358.0,,93027,1,,1,D
1,20231215,600083.SH,通信设备,博信股份,-10.02,59920758.0,52071012.0,,142120,0,,1,D
2,20231215,603949.SH,汽车零部件,雪龙集团,-10.0,288884728.0,113224900.0,,92502,0,,3,D
0,20231215,000065.SZ,工程建设,北方国际,7.35,,,131342,,1,0/0,,Z
1,20231215,000722.SZ,电力行业,湖南发展,6.25,,,132651,,1,0/0,,Z
2,20231215,000838.SZ,房地产开发,财信发展,-1.51,,,93136,,1,1/2,,Z
3,20231215,002343.SZ,文化传媒,慈文传媒,4.21,,,100948,,1,0/0,,Z
4,20231215,002490.SZ,专用设备,山东墨龙,4.11,,,113000,,1,0/0,,Z
5,20231215,002518.SZ,电源设备,科士达,5.3,,,103621,,1,0/0,,Z
6,20231215,002598.SZ,通用设备,山东章鼓,5.89,,,94139,,1,0/0,,Z
7,20231215,002655.SZ,消费电子,共达电声,5.75,,,93057,,1,0/0,,Z
8,20231215,002734.SZ,农药兽药,利民股份,3.23,,,94530,,1,0/0,,Z
9,20231215,002972.SZ,交运设备,科安达,4.09,,,131003,,1,0/0,,Z
10,20231215,301508.SZ,专业服务,中机认检,12.97,,,101839,,3,0/0,,Z
11,20231215,600241.SH,电池,时代万恒,2.88,,,94016,,2,1/2,,Z
12,20231215,600638.SH,房地产开发,新黄浦,7.17,,,95109,,1,0/0,,Z
13,20231215,600830.SH,多元金融,香溢融通,6.33,,,103655,,1,0/0,,Z
0,20231218,002022.SZ,医疗器械,科华生物,10.03,,39210205.0,93618,95033,2,2/2,2,U
1,20231218,002313.SZ,通信设备,日海智能,10.0,,7277908.0,143506,144930,10,7/13,1,U
2,20231218,002494.SZ,纺织服装,华斯股份,9.97,,35592342.0,93212,135342,1,1/1,1,U
3,20231218,002591.SZ,综合行业,恒大高新,10.01,,283007235.0,92500,92500,0,2/2,2,U
4,20231218,002682.SZ,物流行业,龙洲股份,10.06,,91206594.0,95400,95400,0,1/1,1,U
5,20231218,002806.SZ,有色金属,华锋股份,10.02,,81932844.0,93536,93536,0,1/1,1,U
6,20231218,002855.SZ,消费电子,捷荣技术,9.99,,128180343.0,94142,94421,1,1/1,1,U
7,20231218,002862.SZ,家用轻工,实丰文化,9.99,,64820113.0,94215,103145,2,4/6,3,U
8,20231218,002888.SZ,消费电子,惠威科技,9.98,,146053288.0,94209,94209,0,1/1,1,U
9,20231218,002915.SZ,化学制品,中欣氟材,9.98,,30458680.0,93133,93133,0,1/1,1,U
10,20231218,003005.SZ,互联网服,竞业达,10.0,,77895942.0,94427,94427,0,1/1,1,U
11,20231218,300949.SZ,工程咨询,奥雅股份,20.0,,420983085.0,92500,92500,0,1/1,1,U
12,20231218,301076.SZ,化学原料,新瀚新材,19.98,,44392304.0,100118,100118,0,1/1,1,U
13,20231218,600026.SH,航运港口,中远海能,10.03,,2570215.0,131317,145559,4,1/1,1,U
14,20231218,600234.SH,房地产开发,科新发展,10.05,,24646742.0,92500,92500,0,3/5,2,U
15,20231218,600358.SH,文化传媒,国旅联合,9.99,,15653991.0,92500,140518,18,2/2,2,U
16,20231218,600423.SH,化学原料,柳化股份,9.89,,13596829.0,110649,110649,0,1/1,1,U
17,20231218,600476.SH,互联网服,湘邮科技,10.0,,69884232.0,93138,93320,1,1/1,1,U
18,20231218,600626.SH,汽车零部件,申达股份,10.13,,38007398.0,141217,141217,0,1/1,1,U
19,20231218,600630.SH,纺织服装,龙头股份,10.04,,245480270.0,93050,93050,0,5/9,3,U
20,20231218,600679.SH,交运设备,上海凤凰,10.05,,47700452.0,134937,134937,0,2/3,1,U
21,20231218,600697.SH,商业百货,欧亚集团,10.0,,69581761.0,93008,93008,0,2/2,2,U
22,20231218,600769.SH,工程建设,祥龙电业,10.01,,14487755.0,101252,101252,0,1/1,1,U
23,20231218,601022.SH,航运港口,宁波远洋,10.02,,158411250.0,93000,93000,0,1/1,1,U
24,20231218,601083.SH,航运港口,锦江航运,10.04,,44512012.0,131107,131737,3,1/1,1,U
25,20231218,603162.SH,航运港口,海通发展,10.02,,61532241.0,130121,130121,0,1/1,1,U
26,20231218,603178.SH,汽车零部件,圣龙股份,9.99,,55814504.0,103855,145631,4,1/1,1,U
27,20231218,603230.SH,文化传媒,内蒙新华,9.99,,387923307.0,92502,92502,0,3/3,3,U
28,20231218,603329.SH,物流行业,上海雅仕,10.02,,32177439.0,93002,93711,1,1/1,1,U
29,20231218,603721.SH,文化传媒,中广天择,10.01,,167479145.0,92502,92502,0,11/20,2,U
30,20231218,603789.SH,专用设备,星光农机,10.0,,115050465.0,92504,92504,0,2/2,2,U
31,20231218,603825.SH,文化传媒,华扬联众,9.98,,74906310.0,143638,143638,0,1/1,1,U
32,20231218,603963.SH,中药,大理药业,9.99,,64249803.0,94103,94103,0,1/1,1,U
33,20231218,603967.SH,物流行业,中创物流,10.02,,39366792.0,110036,110036,0,1/1,1,U
34,20231218,603999.SH,文化传媒,读者传媒,9.96,,47710785.0,93019,94955,1,1/1,1,U
35,20231218,605086.SH,采掘行业,龙高股份,9.99,,66657573.0,103109,103109,0,2/4,1,U
0,20231218,000421.SZ,燃气,南京公用,-9.98,247546091.0,8136625.0,,150000,9,,1,D
1,20231218,002316.SZ,互联网服,亚联发展,-10.02,282555392.0,136504939.0,,92500,0,,2,D
2,20231218,002893.SZ,公用事业,京能热力,-10.01,69135778.0,33961475.0,,143336,4,,1,D
3,20231218,600083.SH,通信设备,博信股份,-9.95,2099064951.0,36272821.0,,132543,6,,2,D
4,20231218,600128.SH,贸易行业,苏豪弘业,-9.98,128714604.0,21452434.0,,134520,13,,1,D
5,20231218,600579.SH,专用设备,克劳斯,-9.99,623628857.0,22250195.0,,140930,3,,1,D
6,20231218,600678.SH,水泥建材,四川金顶,-9.95,3048847164.0,213358361.0,,93434,2,,1,D
7,20231218,600696.SH,酿酒行业,岩石股份,-9.99,34523425.0,21351040.0,,105851,1,,1,D
8,20231218,600712.SH,商业百货,南宁百货,-10.04,19699590.0,93713868.0,,132612,0,,1,D
9,20231218,603036.SH,专用设备,如通股份,-9.97,30310016.0,6433152.0,,101717,0,,1,D
10,20231218,603066.SH,物流行业,音飞储存,-9.99,187885885.0,45809340.0,,142836,13,,1,D
11,20231218,605488.SH,塑料制品,福莱新材,-9.99,562857404.0,10372980.0,,144526,3,,1,D
0,20231218,000520.SZ,航运港口,凤凰航运,7.85,,,131333,,1,0/0,,Z
1,20231218,000779.SZ,工程咨询,甘咨询,4.37,,,95412,,2,0/0,,Z
2,20231218,002124.SZ,农牧饲渔,天邦食品,5.15,,,94030,,5,0/0,,Z
3,20231218,002445.SZ,通用设备,中南文化,-4.35,,,93154,,1,2/3,,Z
4,20231218,002510.SZ,汽车零部件,天汽模,8.15,,,93524,,2,0/0,,Z
5,20231218,002799.SZ,包装材料,环球印务,5.67,,,94048,,2,0/0,,Z
6,20231218,002908.SZ,通信服务,德生科技,6.06,,,94609,,1,0/0,,Z
7,20231218,600159.SH,房地产开发,大龙地产,-1.98,,,100018,,1,1/2,,Z
8,20231218,600179.SH,物流行业,安通控股,7.72,,,94618,,2,0/0,,Z
9,20231218,600213.SH,汽车整车,亚星客车,4.66,,,104410,,1,0/0,,Z
10,20231218,600676.SH,汽车零部件,交运股份,3.75,,,142009,,1,0/0,,Z
11,20231218,600725.SH,煤炭行业,云维股份,2.54,,,93410,,3,3/4,,Z
12,20231218,601188.SH,铁路公路,龙江交通,6.5,,,112553,,8,0/0,,Z
13,20231218,603836.SH,物流行业,海程邦达,7.1,,,134018,,2,0/0,,Z
14,20231218,605333.SH,汽车零部件,沪光股份,9.79,,,103658,,1,0/0,,Z
0,20231219,000610.SZ,旅游酒店,西安旅游,10.02,,97795780.0,111427,111427,0,1/1,1,U
1,20231219,000890.SZ,通用设备,法尔胜,10.02,,13022802.0,131354,132948,4,1/1,1,U
2,20231219,001239.SZ,专用设备,永达股份,9.99,,60218374.0,93115,93206,1,1/1,1,U
3,20231219,001314.SZ,消费电子,亿道信息,10.0,,80482663.0,94227,94227,0,2/3,1,U
4,20231219,002306.SZ,旅游酒店,中科云网,10.05,,40769106.0,95800,95800,0,1/1,1,U
5,20231219,002347.SZ,通用设备,泰尔股份,10.09,,74120729.0,133312,133312,0,1/1,1,U
6,20231219,002354.SZ,互联网服,天娱数科,9.93,,110418690.0,93924,101206,1,1/1,1,U
7,20231219,002660.SZ,消费电子,茂硕电源,10.01,,21659547.0,95012,143809,9,1/1,1,U
8,20231219,002862.SZ,家用轻工,实丰文化,10.0,,84354433.0,93006,133436,2,5/7,4,U
9,20231219,002878.SZ,专业服务,元隆雅图,10.0,,56195522.0,93633,93633,0,2/3,1,U
10,20231219,002888.SZ,消费电子,惠威科技,10.0,,40136464.0,100633,100633,0,2/2,2,U
11,20231219,002915.SZ,化学制品,中欣氟材,10.02,,79258379.0,94936,94936,0,2/2,2,U
12,20231219,300805.SZ,文化传媒,电声股份,20.0,,45903060.0,93848,93848,0,1/1,1,U
13,20231219,300949.SZ,工程咨询,奥雅股份,20.0,,606228013.0,92500,92500,0,2/2,2,U
14,20231219,301076.SZ,化学原料,新瀚新材,19.99,,44430290.0,100351,111036,2,2/2,2,U
15,20231219,600610.SH,化学原料,中毅达,10.01,,21056908.0,94725,134119,2,2/4,1,U
16,20231219,600692.SH,房地产开发,亚通股份,10.07,,29817412.0,93139,93221,1,1/1,1,U
17,20231219,600706.SH,旅游酒店,曲江文旅,9.97,,140857744.0,93210,93210,0,1/1,1,U
18,20231219,603106.SH,计算机设,恒银科技,10.0,,6285315.0,103320,145420,11,2/3,1,U
19,20231219,603392.SH,生物制品,万泰生物,10.0,,77000602.0,130707,143831,1,2/3,1,U
20,20231219,603656.SH,专用设备,泰禾智能,9.99,,25213726.0,134522,135219,1,1/1,1,U
21,20231219,603721.SH,文化传媒,中广天择,10.01,,76768480.0,93126,144553,5,12/21,3,U
22,20231219,603779.SH,酿酒行业,威龙股份,9.96,,31584968.0,102955,112331,8,1/1,1,U
23,20231219,603789.SH,专用设备,星光农机,10.01,,28307242.0,93515,95812,2,3/3,3,U
24,20231219,603967.SH,物流行业,中创物流,10.03,,86337206.0,92502,92502,0,2/2,2,U
25,20231219,688716.SH,塑料制品,中研股份,20.0,,48048062.0,112612,112754,1,1/1,1,U
0,20231219,000421.SZ,燃气,南京公用,-9.94,272744805.0,72758356.0,,131633,0,,2,D
1,20231219,600178.SH,汽车零部件,东安动力,-10.0,6219736146.0,104826092.0,,134337,6,,1,D
2,20231219,600234.SH,房地产开发,科新发展,-9.95,21450161.0,3603566.0,,143802,4,,1,D
3,20231219,600579.SH,专用设备,克劳斯,-9.99,627811876.0,14419831.0,,142511,5,,2,D
4,20231219,600678.SH,水泥建材,四川金顶,-10.02,3754268962.0,10502674.0,,112352,1,,2,D
5,20231219,600697.SH,商业百货,欧亚集团,-10.01,44280049.0,27396965.0,,134550,1,,1,D
6,20231219,600712.SH,商业百货,南宁百货,-9.92,3265769271.0,66678528.0,,112518,16,,2,D
7,20231219,600725.SH,煤炭行业,云维股份,-9.9,2141143493.0,164678532.0,,93046,0,,1,D
8,20231219,601136.SH,证券,首创证券,-10.01,83282170.0,48031174.0,,141032,2,,1,D
9,20231219,601188.SH,铁路公路,龙江交通,-9.89,59395272.0,12595547.0,,141656,1,,1,D
10,20231219,603066.SH,物流行业,音飞储存,-9.96,836096991.0,41661408.0,,135254,3,,2,D
11,20231219,603178.SH,汽车零部件,圣龙股份,-10.01,318737760.0,116342424.0,,132931,7,,1,D
12,20231219,603999.SH,文化传媒,读者传媒,-9.97,74300651.0,13301129.0,,141616,9,,1,D
0,20231219,000892.SZ,文化传媒,欢瑞世纪,5.24,,,93030,,2,0/0,,Z
1,20231219,000978.SZ,旅游酒店,桂林旅游,6.75,,,94639,,1,0/0,,Z
2,20231219,002512.SZ,计算机设,达华智能,7.27,,,94427,,3,0/0,,Z
3,20231219,002571.SZ,家用轻工,德力股份,5.58,,,95527,,1,0/0,,Z
4,20231219,002682.SZ,物流行业,龙洲股份,-1.77,,,93039,,1,1/2,,Z
5,20231219,003017.SZ,化学原料,大洋生物,6.02,,,130006,,1,0/0,,Z
6,20231219,300093.SZ,光伏设备,金刚光伏,16.16,,,94851,,1,0/0,,Z
7,20231219,301025.SZ,文化传媒,读客文化,11.11,,,93345,,1,0/0,,Z
8,20231219,600571.SH,互联网服,信雅达,6.24,,,103620,,1,0/0,,Z
9,20231219,600630.SH,纺织服装,龙头股份,-7.25,,,92502,,2,5/10,,Z
10,20231219,601022.SH,航运港口,宁波远洋,3.24,,,92500,,1,1/2,,Z
11,20231219,603038.SH,装修装饰,华立股份,3.29,,,93107,,1,0/0,,Z
12,20231219,603081.SH,装修装饰,大丰实业,7.28,,,134002,,2,0/0,,Z
13,20231219,603162.SH,航运港口,海通发展,1.47,,,93036,,1,1/2,,Z
14,20231219,603230.SH,文化传媒,内蒙新华,-1.92,,,95204,,2,3/4,,Z
15,20231219,603648.SH,物流行业,畅联股份,-1.44,,,93018,,1,0/0,,Z
16,20231219,603729.SH,文化传媒,龙韵股份,6.56,,,145508,,1,4/7,,Z
17,20231219,603808.SH,纺织服装,歌力思,6.72,,,94306,,1,0/0,,Z
18,20231219,605286.SH,专用设备,同力日升,3.86,,,105554,,1,0/0,,Z
0,20231220,000705.SZ,医药商业,浙江震元,9.98,,147880805.0,93230,93230,0,3/6,1,U
1,20231220,000810.SZ,家电行业,创维数字,9.99,,130257091.0,93033,95639,3,1/1,1,U
2,20231220,000993.SZ,电力行业,闽东电力,9.97,,42046516.0,94527,94527,0,1/1,1,U
3,20231220,001239.SZ,专用设备,永达股份,9.98,,143229045.0,92500,92500,0,2/2,2,U
4,20231220,001314.SZ,消费电子,亿道信息,10.0,,144673935.0,93100,93100,0,4/8,2,U
5,20231220,002395.SZ,塑料制品,双象股份,10.02,,75093773.0,101133,101133,0,1/1,1,U
6,20231220,002786.SZ,专用设备,银宝山新,10.03,,72552256.0,104242,145454,4,2/4,1,U
7,20231220,002888.SZ,消费电子,惠威科技,9.98,,10338065.0,95751,145357,2,3/3,3,U
8,20231220,002890.SZ,专用设备,弘宇股份,10.02,,51164058.0,93015,93015,0,1/1,1,U
9,20231220,002915.SZ,化学制品,中欣氟材,9.97,,71404947.0,92500,112100,3,3/3,3,U
10,20231220,002952.SZ,光学光电,亚世光电,10.01,,92714251.0,95118,95118,0,1/1,1,U
11,20231220,002972.SZ,交运设备,科安达,10.02,,68043792.0,95115,95115,0,1/1,1,U
12,20231220,300949.SZ,工程咨询,奥雅股份,20.01,,571766176.0,92500,92500,0,3/3,3,U
13,20231220,301032.SZ,通用设备,新柴股份,20.02,,39003777.0,93442,93442,0,1/1,1,U
14,20231220,301512.SZ,专用设备,智信精密,20.0,,40289184.0,94200,94751,1,1/1,1,U
15,20231220,600421.SH,通用设备,华嵘控股,9.97,,19801234.0,132240,132946,1,1/1,1,U
16,20231220,600610.SH,化学原料,中毅达,9.95,,72092232.0,144331,144331,0,3/5,2,U
17,20231220,600630.SH,纺织服装,龙头股份,10.01,,147150340.0,93605,93605,0,6/11,1,U
18,20231220,600692.SH,房地产开发,亚通股份,9.95,,87813557.0,92500,92500,0,2/2,2,U
19,20231220,603103.SH,文化传媒,横店影视,9.99,,60944881.0,130411,130411,0,1/1,1,U
20,20231220,603273.SH,专用设备,天元智能,10.0,,56231943.0,93252,93549,3,1/1,1,U
21,20231220,603389.SH,装修建材,亚振家居,10.05,,11766391.0,93201,93201,0,1/1,1,U
22,20231220,603489.SH,电机,八方股份,9.99,,65084505.0,110121,110121,0,1/1,1,U
23,20231220,603656.SH,专用设备,泰禾智能,10.0,,82203846.0,93021,93021,0,2/2,2,U
24,20231220,603722.SH,塑料制品,阿科力,10.0,,9690116.0,103100,140003,11,1/1,1,U
25,20231220,603779.SH,酿酒行业,威龙股份,9.99,,57861004.0,94752,95240,2,2/2,2,U
26,20231220,603789.SH,专用设备,星光农机,10.02,,85754681.0,92502,92502,0,4/4,4,U
27,20231220,603825.SH,文化传媒,华扬联众,10.0,,31585202.0,100250,144935,7,2/3,1,U
28,20231220,605011.SH,公用事业,杭州热电,10.0,,91048430.0,133545,133545,0,3/5,1,U
29,20231220,605086.SH,采掘行业,龙高股份,10.02,,70266592.0,93103,93609,3,3/6,1,U
30,20231220,605286.SH,专用设备,同力日升,10.02,,37852417.0,132742,134300,2,1/1,1,U
0,20231220,002292.SZ,文化传媒,奥飞娱乐,-9.97,100648518.0,38202251.0,,143357,0,,1,D
1,20231220,600155.SH,证券,华创云信,-9.98,56057418.0,20231777.0,,141920,0,,1,D
2,20231220,600358.SH,文化传媒,国旅联合,-10.03,2939078792.0,16293710.0,,143559,0,,1,D
3,20231220,601901.SH,证券,方正证券,-10.0,207568759.0,137842826.0,,131911,2,,1,D
4,20231220,603050.SH,电网设备,科林电气,-10.02,41443980.0,25722147.0,,133307,0,,1,D
5,20231220,603230.SH,文化传媒,内蒙新华,-10.0,2879932249.0,3205656.0,,145649,8,,1,D
6,20231220,603598.SH,文化传媒,引力传媒,-9.99,89256960.0,97981440.0,,143639,0,,1,D
7,20231220,603999.SH,文化传媒,读者传媒,-9.94,58267502.0,16368791.0,,141540,8,,2,D
8,20231220,605577.SH,文化传媒,龙版传媒,-10.0,50468601.0,29094599.0,,143541,2,,1,D
0,20231220,000570.SZ,汽车零部件,苏常柴Ａ,5.64,,,93254,,2,0/0,,Z
1,20231220,000985.SZ,化学制品,大庆华科,5.59,,,93545,,1,0/0,,Z
2,20231220,001210.SZ,公用事业,金房能源,6.29,,,93045,,3,0/0,,Z
3,20231220,002635.SZ,消费电子,安洁科技,7.45,,,100515,,1,0/0,,Z
4,20231220,002861.SZ,消费电子,瀛通通讯,3.57,,,94706,,2,0/0,,Z
5,20231220,002862.SZ,家用轻工,实丰文化,-4.82,,,93012,,4,5/8,,Z
6,20231220,002937.SZ,消费电子,兴瑞科技,7.92,,,130548,,1,0/0,,Z
7,20231220,300556.SZ,软件开发,丝路视觉,7.39,,,101257,,1,0/0,,Z
8,20231220,600168.SH,公用事业,武汉控股,6.03,,,102613,,2,0/0,,Z
9,20231220,600805.SH,综合行业,悦达投资,5.57,,,94809,,2,0/0,,Z
10,20231220,603280.SH,专用设备,南方路机,3.89,,,102644,,1,0/0,,Z
11,20231220,603716.SH,医药商业,塞力医疗,6.08,,,131452,,1,0/0,,Z
12,20231220,603960.SH,专用设备,克来机电,5.39,,,101655,,2,0/0,,Z
13,20231220,603967.SH,物流行业,中创物流,4.52,,,93929,,5,2/3,,Z
0,20231221,000656.SZ,房地产开发,金科股份,10.26,,46251015.0,102939,142306,3,1/1,1,U
1,20231221,000995.SZ,酿酒行业,皇台酒业,10.0,,23624092.0,103415,133245,6,1/1,1,U
2,20231221,001239.SZ,专用设备,永达股份,9.99,,125205727.0,93036,93036,0,3/3,3,U
3,20231221,001269.SZ,光伏设备,欧晶科技,10.01,,65325525.0,94403,94403,0,1/1,1,U
4,20231221,001300.SZ,家用轻工,三柏硕,10.01,,4664156.0,105815,145124,8,1/1,1,U
5,20231221,002127.SZ,贸易行业,南极电商,9.95,,70811540.0,111221,111221,0,1/1,1,U
6,20231221,002292.SZ,文化传媒,奥飞娱乐,9.99,,28586576.0,93542,141057,19,1/1,1,U
7,20231221,002306.SZ,旅游酒店,中科云网,10.12,,15448548.0,95039,101645,1,2/3,1,U
8,20231221,002494.SZ,纺织服装,华斯股份,10.0,,38282739.0,93027,93027,0,2/4,1,U
9,20231221,002518.SZ,电源设备,科士达,9.98,,41511477.0,134818,134818,0,1/1,1,U
10,20231221,002613.SZ,玻璃玻纤,北玻股份,9.95,,234815760.0,94318,94421,1,1/1,1,U
11,20231221,002615.SZ,家用轻工,哈尔斯,10.0,,41887430.0,93000,93000,0,1/1,1,U
12,20231221,002748.SZ,化学原料,世龙实业,10.0,,22660946.0,94927,94927,0,1/1,1,U
13,20231221,002799.SZ,包装材料,环球印务,10.02,,40145380.0,93548,93548,0,1/1,1,U
14,20231221,002855.SZ,消费电子,捷荣技术,10.01,,51308076.0,141400,145424,4,2/4,1,U
15,20231221,002875.SZ,纺织服装,安奈儿,10.03,,92271439.0,111130,111130,0,1/1,1,U
16,20231221,002878.SZ,专业服务,元隆雅图,10.02,,90216381.0,93015,93015,0,3/5,1,U
17,20231221,002888.SZ,消费电子,惠威科技,10.01,,8508206.0,140636,145003,6,4/4,4,U
18,20231221,002931.SZ,通用设备,锋龙股份,10.03,,81833036.0,141906,141906,0,1/1,1,U
19,20231221,002942.SZ,农药兽药,新农股份,10.0,,3428066.0,100142,144618,5,1/1,1,U
20,20231221,002952.SZ,光学光电,亚世光电,10.01,,53843638.0,92500,95930,2,2/2,2,U
21,20231221,300530.SZ,电池,领湃科技,20.02,,25956087.0,104209,104209,0,1/1,1,U
22,20231221,600321.SH,装修建材,正源股份,10.06,,25010750.0,112737,112737,0,1/1,1,U
23,20231221,600421.SH,通用设备,华嵘控股,10.03,,27504621.0,92501,92501,0,2/2,2,U
24,20231221,600630.SH,纺织服装,龙头股份,10.02,,130977103.0,110818,110818,0,7/12,2,U
25,20231221,600805.SH,综合行业,悦达投资,9.94,,44470818.0,94631,133940,2,1/1,1,U
26,20231221,603389.SH,装修建材,亚振家居,9.96,,44740636.0,92502,92502,0,2/2,2,U
27,20231221,603600.SH,装修建材,永艺股份,10.02,,37724890.0,141320,141320,0,1/1,1,U
28,20231221,603608.SH,纺织服装,天创时尚,10.04,,57866895.0,101703,101703,0,1/1,1,U
29,20231221,603628.SH,光伏设备,清源股份,10.03,,10748672.0,111356,135547,4,1/1,1,U
30,20231221,603729.SH,文化传媒,龙韵股份,10.0,,21672844.0,145333,145454,1,5/9,1,U
31,20231221,603779.SH,酿酒行业,威龙股份,10.02,,51202821.0,104053,132741,6,3/3,3,U
32,20231221,603789.SH,专用设备,星光农机,10.02,,35331802.0,93242,145015,7,5/5,5,U
33,20231221,603836.SH,物流行业,海程邦达,9.97,,60820416.0,93249,93249,0,1/1,1,U
34,20231221,605117.SH,家电行业,德业股份,10.0,,98233926.0,103720,103720,0,1/1,1,U
35,20231221,605286.SH,专用设备,同力日升,9.99,,30133963.0,104245,104939,3,2/2,2,U
0,20231221,002313.SZ,通信设备,日海智能,-9.98,66679273.0,1479428.0,,145657,3,,1,D
1,20231221,002862.SZ,家用轻工,实丰文化,-10.0,680485336.0,15866508.0,,145133,7,,1,D
2,20231221,600373.SH,文化传媒,中文传媒,-10.03,119184362.0,307458.0,,150000,18,,1,D
3,20231221,603967.SH,物流行业,中创物流,-10.0,1748464644.0,1331572.0,,145640,8,,1,D
0,20231221,000779.SZ,工程咨询,甘咨询,7.3,,,95221,,8,0/0,,Z
1,20231221,000892.SZ,文化传媒,欢瑞世纪,6.08,,,93127,,2,0/0,,Z
2,20231221,001255.SZ,化学原料,博菲电气,5.47,,,130242,,2,0/0,,Z
